panel	sample_id	PC1	PC2	cultivar	treatment	replicate	run	input_read_pairs	surviving_read_pairs	fastp_survival_fraction	q30_rate_after	star_input_reads	star_unique_percent	star_multi_percent	star_mismatch_percent	host_mapped_alignments	pathogen_mapped_alignments	unmapped_alignments	host_fraction_of_host_pathogen	pathogen_fraction_of_host_pathogen	salmon_mapping_rate	technical_gate	technical_gate_reason	gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status	log2fc	lfc_se	p	q	contrast	group	normalized_count
C_volcano_F_gate																								LITCHI022843	1567.6396898682	-0.123532815814985	0.205180669747319	-0.602068489040009	0.547128548700858	0.833261647719568	-0.602068489040009	-0.0500999524397908	FALSE	4464	4464	3867	1	0.86626344	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI025469	5.36593327565123	-0.961639579611843	1.59734871327793	-0.602022320873478	0.547159279636933	0.833261647719568	-0.602022320873478	-0.0101916388572815	FALSE	950	950	950	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI026854	81.7983109112736	0.197995113705795	0.328912508770455	0.601968938323272	0.547194813751034	0.833261647719568	0.601968938323272	0.0408592807571548	FALSE	665	665	127	1	0.19097744	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI010425	206.648404060807	-0.187768363508474	0.311929358754099	-0.601957969773842	0.5472021151114	0.833261647719568	-0.601957969773842	-0.0409477910390007	FALSE	2612	2612	625	1	0.23928025	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI006532	61.6311194719613	-0.318068387076391	0.528433253030154	-0.601908349356358	0.547235146202578	0.833261647719568	-0.601908349356358	-0.0287998453841546	FALSE	501	501	501	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016449	2120.96486935257	-0.0690682235717979	0.114757532509409	-0.601862222561599	0.547265852559866	0.833261647719568	-0.601862222561599	-0.0472447128886272	FALSE	1326	1326	674	1	0.50829563	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI002175	20.5473432222948	-0.445753840843552	0.741064614476032	-0.6015046895185	0.54750388927795	0.833511916436627	-0.6015046895185	-0.0214445119707844	FALSE	1251	1251	1251	1	1	PASS	1	LITCHI002174	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI004918	1125.86579389348	0.0856806570070949	0.142448162699013	0.601486571561714	0.547515953131655	0.833511916436627	0.601486571561714	0.0509700849607681	FALSE	2276	2276	2276	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI006065	108.074842576213	0.252437692454489	0.419802782679273	0.601324485853517	0.547623883858147	0.833600470594862	0.601324485853517	0.0345696906319635	FALSE	3156	3156	848	1	0.26869455	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI014734	738.434298916921	0.107187763993523	0.178275646118922	0.601247373530883	0.547675235625677	0.833600470594862	0.601247373530883	0.0498192308515905	FALSE	3728	3728	3728	1	1	PASS	1	LITCHI014733	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI010398	84.2817439354908	-0.573581779406669	0.954051851401831	-0.601206085983565	0.5477027314127	0.833600470594862	-0.601206085983565	-0.0168035449440489	FALSE	1205	1205	921	1	0.76431535	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI015029	76.6122720915081	0.202573615566216	0.337128045597107	0.600880342682337	0.547919686817249	0.833865407385255	0.600880342682337	0.0396784066705707	FALSE	2327	2327	2327	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI021764	139.561724397339	-0.185134473108618	0.308221012517333	-0.600654937820656	0.548069838490422	0.834028643719382	-0.600654937820656	-0.0434635742605476	FALSE	312	312	284	1	0.91025641	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI011770	9.94643178377176	0.514018346389781	0.855987032576518	0.600497819274887	0.548174513797181	0.834067946527753	0.600497819274887	0.0185584520179685	FALSE	2316	2316	1159	1	0.50043178	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI019316	13.0418236037969	0.613335014520496	1.0213953043471	0.60048740376044	0.548181453156322	0.834067946527753	0.60048740376044	0.01565125806185	FALSE	339	339	339	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI010755	1488.57366957911	-0.106478542247931	0.177342004847503	-0.600413547481273	0.548230661307872	0.834077553331631	-0.600413547481273	-0.0516797769328788	FALSE	3327	3327	3327	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI003522	9.61410767989932	0.932526253067516	1.55364341384396	0.600218972228832	0.548360311219539	0.834110313396098	0.600218972228832	0.0103701449237822	FALSE	291	291	291	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI004769	11486.0211421906	1.05549142025266	1.75854708314989	0.600206517281342	0.548368610749737	0.834110313396098	0.600206517281342	0.00888832685937299	FALSE	926	926	926	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI030797	671.527791664119	0.11538405908396	0.19224649505282	0.600188102530858	0.548380881792529	0.834110313396098	0.600188102530858	0.0590172346229237	FALSE	4397	4397	4360	1	0.99158517	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI012864	12.8021171814101	-0.56118557557417	0.935346075375796	-0.599976404828236	0.548521960594939	0.834194478952955	-0.599976404828236	-0.0171629325786844	FALSE	1728	1728	1002	1	0.57986111	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016564	353.033040392321	0.379964566598827	0.633305880764906	0.599970058923038	0.548526189886342	0.834194478952955	0.599970058923038	0.0245976372773303	FALSE	2887	2887	2887	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI007998	41.1644349102622	0.516104950840013	0.860301164358663	0.599911952025264	0.548564916552915	0.834194478952955	0.599911952025264	0.019912552882906	FALSE	1977	1977	1446	1	0.73141123	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI028700	119.765627735282	0.314357326585092	0.524104902909963	0.599798484692092	0.548640543335509	0.834244241879807	0.599798484692092	0.0287184015091776	FALSE	5794	5794	5794	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI025201	534.883661719465	-0.227868680603928	0.380012575885544	-0.599634578073962	0.548749797346987	0.83432713813375	-0.599634578073962	-0.0372933163196841	FALSE	1623	1623	1623	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI008779	371.248768678222	-0.469619762755431	0.783317761235384	-0.599526508903342	0.54882183808205	0.83432713813375	-0.599526508903342	-0.0209560984917474	FALSE	1790	1790	646	1	0.36089385	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI018909	622.348403734177	-0.0878507865477978	0.146568567866463	-0.599383536501751	0.548917153072946	0.83432713813375	-0.599383536501751	-0.0486175331781382	FALSE	1324	1324	1324	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI021158	45.56865845428	0.385155427102196	0.642710302096515	0.599267548451958	0.548994484486723	0.83432713813375	0.599267548451958	0.0239722813705311	FALSE	1474	1474	341	1	0.23134328	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI002056	20.2951564380928	0.370928770329658	0.618987200200709	0.599251115708666	0.54900544094041	0.83432713813375	0.599251115708666	0.024916232840801	FALSE	945	945	923	1	0.97671958	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI029107	14.8798860165759	-0.461472383130209	0.770126556310149	-0.599216296787931	0.549028656647242	0.83432713813375	-0.599216296787931	-0.0205965503843787	FALSE	1463	1463	1378	1	0.94190021	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI019349	329.747420439438	-0.144115019128002	0.24056592334402	-0.599066638885138	0.549128447391782	0.83432713813375	-0.599066638885138	-0.0466288994609324	FALSE	4047	4047	3574	1	0.8831233	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI012274	487.69980550111	0.172826135442972	0.288528677813823	0.598991187817006	0.54917876097927	0.83432713813375	0.598991187817006	0.0439296384381388	FALSE	2304	2304	2276	1	0.98784722	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI008920	927.950494406775	0.166782507373012	0.278463556716937	0.598938365003178	0.549213986555741	0.83432713813375	0.598938365003178	0.0451647759636759	FALSE	3984	3984	3984	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI012256	271.720740998551	0.225044501954775	0.375742714259994	0.598932443435367	0.549217935499282	0.83432713813375	0.598932443435367	0.0376871475480255	FALSE	1679	1679	631	1	0.37581894	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI018407	977.790137732202	-0.0820256251037944	0.136955668213831	-0.598920995191863	0.549225570082526	0.83432713813375	-0.598920995191863	-0.050051650437821	FALSE	5645	5645	5645	1	1	PASS	1	LITCHI018408	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI029651	883.061549751905	0.102798838655237	0.171656538830393	0.598863517554719	0.549263901452979	0.83432713813375	0.598863517554719	0.0521349686993899	FALSE	4211	4211	4177	1	0.99192591	PASS	1	LITCHI029652	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI023132	715.279027193262	0.111313141453216	0.185882282325815	0.59883674796991	0.54928175432253	0.83432713813375	0.59883674796991	0.0502479758091531	FALSE	4498	4498	4498	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI018009	91.932289825315	0.383621926525592	0.640634329812687	0.598815749755026	0.549295758415442	0.83432713813375	0.598815749755026	0.0241938239137854	FALSE	2060	2060	74	1	0.03592233	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI022094	29382.6732221572	-0.128707107700777	0.215011828125641	-0.598604778270931	0.549436468921875	0.834418722803627	-0.598604778270931	-0.0431772007558079	FALSE	3341	3341	3341	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI017340	18.5571432559085	-0.434435344652656	0.725806723928071	-0.598555139171884	0.549469579025266	0.834418722803627	-0.598555139171884	-0.0217431249209621	FALSE	402	402	402	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI011761	279.220430322113	0.119773127364	0.200113401319668	0.598526268476495	0.549488836711012	0.834418722803627	0.598526268476495	0.049867956948984	FALSE	1818	1818	1812	1	0.99669967	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI000913	8.41158176328437	-0.558315290119627	0.932907500966969	-0.598468004106438	0.549527701939997	0.834418722803627	-0.598468004106438	-0.01718497913626	FALSE	412	412	249	1	0.60436893	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI025012	235.856125184899	0.267006940532322	0.446247545615394	0.598338171617523	0.549614311533757	0.834485069709839	0.598338171617523	0.0322488762752394	FALSE	1724	1724	1724	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI021787	13.2452060099999	-0.536359878244453	0.896639061845824	-0.598189283813155	0.549713640966989	0.834514962947666	-0.598189283813155	-0.0179460181830633	FALSE	834	834	575	1	0.68944844	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI015075	27.4030042205932	0.301156819758724	0.503477185997992	0.598153855098262	0.549737278283718	0.834514962947666	0.598153855098262	0.0297667687471402	FALSE	857	857	857	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI003175	15.6427083254589	-0.561337138732607	0.938540185573377	-0.598096008419365	0.549775873485918	0.834514962947666	-0.598096008419365	-0.0171441308368861	FALSE	7508	7508	6834	1	0.91022909	PASS	1	LITCHI003174	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI030541	47.9784174304515	-0.324691136953702	0.542915142628699	-0.598051355468932	0.549805666768966	0.834514962947666	-0.598051355468932	-0.0280794265693769	FALSE	408	408	408	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI026686	74.2850910387956	0.237967853602694	0.397979127098965	0.597940538583872	0.549879609303091	0.83456205142824	0.597940538583872	0.0356236250792035	FALSE	1509	1509	1509	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI023302	95.5445620388235	0.397571225295358	0.665463409540628	0.597435140077503	0.55021689842919	0.834943790855076	0.597435140077503	0.0230437706448719	FALSE	1860	1860	1860	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI003919	365.711899047176	0.131924111237915	0.220823426024141	0.597419004012252	0.550227668875588	0.834943790855076	0.597419004012252	0.0485387800025165	FALSE	1152	1152	1152	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI018519	55.4051014605035	-0.237635962122067	0.397803212844488	-0.597370645709101	0.550259947534471	0.834943790855076	-0.597370645709101	-0.0358936592252211	FALSE	6532	6532	6532	1	1	PASS	1	LITCHI018520	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI004871	8149.08228544947	-0.18292438310512	0.306299883052149	-0.597206832997635	0.550369297726099	0.835044553236891	-0.597206832997635	-0.0445567488493175	FALSE	5487	5487	5487	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI030423	20.6300037502522	-0.48273129607117	0.80845428698591	-0.597104009270451	0.55043794129746	0.835053109786946	-0.597104009270451	-0.019555843864194	FALSE	375	375	311	1	0.82933333	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI025101	587.087810830115	0.159522793420092	0.267255654207814	0.596892117747485	0.550579410177214	0.835053109786946	0.596892117747485	0.04607075345074	FALSE	1413	1413	1413	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI027349	1549.41601828897	0.0957163973273179	0.160367351186372	0.596857132198189	0.550602769918606	0.835053109786946	0.596857132198189	0.0503174608985221	FALSE	1019	1019	958	1	0.94013739	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI000575	12.9411250932724	1.03303473986033	1.73096977022426	0.596795367331282	0.550644011316998	0.835053109786946	0.596795367331282	0.00916150604643301	FALSE	7275	7275	3991	1	0.54859107	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI006416	331.266989287251	0.201149202276442	0.337095039814573	0.596713622327665	0.550698596112521	0.835053109786946	0.596713622327665	0.0400632739514665	FALSE	2147	2147	2147	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016270	22.7814690382814	-0.365214906355895	0.612069068318179	-0.596689042560866	0.550715009643001	0.835053109786946	-0.596689042560866	-0.0253688398009424	FALSE	552	552	412	1	0.74637681	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI008830	37.6760910873873	-0.304441814883802	0.51024911424268	-0.596653294216218	0.550738881598748	0.835053109786946	-0.596653294216218	-0.0302906503614771	FALSE	1275	1275	1275	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI008923	35.5277579649275	0.378890397495705	0.635034795618836	0.596645097417818	0.550744355311613	0.835053109786946	0.596645097417818	0.0241911789187629	FALSE	1221	1221	1199	1	0.98198198	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016150	594.994773620803	0.125071795929389	0.209657490532292	0.59655295697687	0.550805887313331	0.835053109786946	0.59655295697687	0.0487540368844104	FALSE	1573	1573	1573	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI023560	1259.64738613473	-0.0825295220226128	0.138355748464595	-0.596502298881582	0.550839718568616	0.835053109786946	-0.596502298881582	-0.0501814308228274	FALSE	5548	5548	5548	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI015295	1657.13467159822	0.135348472951958	0.226907855422171	0.596490909052648	0.55084732523719	0.835053109786946	0.596490909052648	0.0486732025861774	FALSE	2391	2391	2391	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI006110	142.282263741953	-0.226939439631445	0.380572964744696	-0.596309934374045	0.550968195654356	0.835152215626745	-0.596309934374045	-0.0369406197961421	FALSE	1019	1019	889	1	0.87242395	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI014852	183.381619880437	0.172953272998475	0.290080081838767	0.596225952165192	0.55102429061016	0.835152215626745	0.596225952165192	0.0434740267738849	FALSE	3317	3317	3317	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI014865	11.6540520927429	0.561952975151013	0.942557644193338	0.596200114245473	0.551041549318135	0.835152215626745	0.596200114245473	0.0167326988559311	FALSE	1441	1441	1441	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI026497	20.9085812630229	0.395222653211848	0.66317473308927	0.595955535535531	0.551204931386921	0.835334727676617	0.595955535535531	0.0237038863622983	FALSE	7882	7882	576	1	0.0730779	FAIL	3	LITCHI026496;LITCHI026498;LITCHI026499	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016678	22.3820686307231	0.426076065424759	0.715172730444465	0.595766655084796	0.551331122522056	0.835349696132809	0.595766655084796	0.0216494700668843	FALSE	375	375	375	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016410	214.77902957466	-0.198473429548274	0.33317627264769	-0.595700972254242	0.551375008585981	0.835349696132809	-0.595700972254242	-0.040967219731475	FALSE	1627	1627	1582	1	0.97234173	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI009867	8.76438849348135	0.574804334190643	0.964923362369717	0.595699468586814	0.551376013283326	0.835349696132809	0.595699468586814	0.0165250632964888	FALSE	2053	2053	2053	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI020631	47.4336612164403	0.302009740411888	0.507050932980862	0.595620125647785	0.55142902870298	0.835349696132809	0.595620125647785	0.0293465350491241	FALSE	7246	7246	7222	1	0.99668783	PASS	1	LITCHI020630	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI012201	247.73285038881	-0.30514582160931	0.512363535380924	-0.595565063744135	0.551465821476386	0.835349696132809	-0.595565063744135	-0.0291381196084046	FALSE	1656	1656	175	1	0.10567633	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI019422	1275.75895066006	-0.105963093312791	0.177923279312732	-0.595554970221416	0.551472566174177	0.835349696132809	-0.595554970221416	-0.050192879933109	FALSE	3349	3349	3349	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI015848	301.604722757735	-0.257193318844617	0.432012788662898	-0.595337280733387	0.551618040596924	0.83550496957526	-0.595337280733387	-0.031520983292175	FALSE	386	386	386	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI029864	27.1367696608296	-0.32233229672304	0.541549023796132	-0.5952042798703	0.551706929793652	0.835528174164609	-0.5952042798703	-0.0276390859055428	FALSE	678	678	521	1	0.76843658	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI022334	47.0127258983257	0.236538464967121	0.397419554058009	0.595185774207263	0.551719298342689	0.835528174164609	0.595185774207263	0.0355955580513387	FALSE	1804	1804	584	1	0.32372506	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI030895	3170.30683162783	0.126722044038215	0.213092867787764	0.594679894047076	0.552057464006682	0.835808202519766	0.594679894047076	0.0484515721859936	FALSE	2513	2513	2513	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI007473	279.434463149303	0.186397234093259	0.313452382345445	0.594658852800924	0.552071531650974	0.835808202519766	0.594658852800924	0.0431842997297077	FALSE	2839	2811	572	0.99013737	0.2034863	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI023192	454.978413652518	0.0931737635467195	0.156741536842566	0.594442069560062	0.552216477683682	0.835808202519766	0.594442069560062	0.05011701995307	FALSE	2425	2425	2425	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI016972	21386.2322751499	0.229631218140315	0.386309494689035	0.594422920733956	0.55222928190703	0.835808202519766	0.594422920733956	0.0361056604482572	FALSE	969	969	969	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI022003	112.89625026884	-0.273677837954869	0.460503713731208	-0.594301044257403	0.552310780324979	0.835808202519766	-0.594301044257403	-0.030936076129496	FALSE	3582	3582	3257	1	0.90926857	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI000014	14.4835435743156	0.391151651226277	0.658214771203928	0.5942614300661	0.55233727148182	0.835808202519766	0.5942614300661	0.0247216107763456	FALSE	1401	1401	193	1	0.13775874	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI027601	2017.11081457369	0.161240849659492	0.271336574864639	0.594246646401908	0.552347157905957	0.835808202519766	0.594246646401908	0.05144510768208	FALSE	2367	2367	2367	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI021746	800.624246539092	-0.109150714514447	0.183696740306581	-0.59418971905696	0.552385228296453	0.835808202519766	-0.59418971905696	-0.0518121423479113	FALSE	2838	2838	2825	1	0.99541931	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI018362	1108.29378128552	0.090695680213028	0.152660799358229	0.594099340461361	0.552445671990273	0.835808202519766	0.594099340461361	0.0428972736086	FALSE	1597	1597	1597	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI027218	896.293567761239	0.146089279870191	0.245914158991761	0.594066158976576	0.552467864027116	0.835808202519766	0.594066158976576	0.0466173953585046	FALSE	7110	7110	7110	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI011228	210.625802534908	-0.139878123855497	0.23545908319975	-0.594065524908346	0.552468288101172	0.835808202519766	-0.594065524908346	-0.0476425732752149	FALSE	1905	1905	1905	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI011032	162.778360129476	-0.277377611564599	0.466925265567473	-0.594051408264426	0.552477729559363	0.835808202519766	-0.594051408264426	-0.0328194383831004	FALSE	802	802	802	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI001292	10.9739145692652	-0.602980102904883	1.01531933949451	-0.593882219563633	0.552590892080245	0.835808202519766	-0.593882219563633	-0.0156743354846285	FALSE	2253	2253	2166	1	0.96138482	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI008454	906.42684991772	0.185282610736963	0.311993175438554	0.593867511609895	0.552600730089581	0.835808202519766	0.593867511609895	0.0418558352127572	FALSE	6439	6439	6439	1	1	PASS	1	LITCHI008455	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI003361	321.610281683182	-0.137597064593631	0.231725277743487	-0.593793935359724	0.552649945828492	0.835808202519766	-0.593793935359724	-0.0469644831216617	FALSE	3227	3227	3227	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI014148	211.838992299687	-0.227917828071859	0.383836284758451	-0.593789167731468	0.552653135007132	0.835808202519766	-0.593789167731468	-0.03658339217974	FALSE	4300	4300	170	1	0.03953488	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI027538	846.542607081376	0.146275045140276	0.246402196677099	0.593643429778202	0.552750626906728	0.835808202519766	0.593643429778202	0.0464680701386356	FALSE	8080	8080	8080	1	1	PASS	1	LITCHI027539	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI002305	5.79937190017935	-0.939418592026995	1.582587747399	-0.593596527946674	0.552782003840638	0.835808202519766	-0.593596527946674	-0.0099877352409173	FALSE	3382	3382	466	1	0.13778829	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI025999	1229.01401159297	-0.141177240265928	0.237840599255512	-0.593579232090066	0.552793574844853	0.835808202519766	-0.593579232090066	-0.0472499638568186	FALSE	2837	2837	2837	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI027164	81.5959964241208	-0.287809092301095	0.484881594995155	-0.593565718459516	0.55280261560585	0.835808202519766	-0.593565718459516	-0.0305263862041	FALSE	510	510	421	1	0.8254902	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
