gene_id	canonical_transcript_id	protein_md5	protein_length	found	match_count	sources	pfam_accessions	interpro_accessions	architecture_union_coverage	interpro_status
LITCHI027135	LITCHI027135.m1	b711a7853f3978d9e2bea77e22bbd1bb	380	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027173	LITCHI027173.m1	0c970b1a164d9746ff3b25959c394d3b	534	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027341	LITCHI027341.m2	83a10f8d0efb036e57ed7905f86c0e92	293	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027423	LITCHI027423.m1	15cc97ab5ccc0fea1011a692a87d8102	435	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027669	LITCHI027669.m1	75f25544706b0bc8de339225a21f0c29	725	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027763	LITCHI027763.m1	5e66f49011e3abf53938fc6bf700519d	173	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027783	LITCHI027783.m1	f29170a8d5a26bf4f31d5c9b67138145	414	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028081	LITCHI028081.m1	6f9c9ff87743fa7c721e0b78ef2ca13e	385	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028340	LITCHI028340.m1	301fe99278e43bbae42372067648c48c	228	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028428	LITCHI028428.m2	b0adc311a6e95ba7ac536180990a565d	419	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028584	LITCHI028584.m4	82889e2c6a7e2fa4d51978507d0845e2	464	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028716	LITCHI028716.m1	682db0ce7104badc65bf4eec2f287ae1	1626	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028717	LITCHI028717.m1	b7668c6958f0cf5c87318830860c65c2	167	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028799	LITCHI028799.m1	e62ced3a3534a209835c98e23a424146	111	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028926	LITCHI028926.m2	fb33f7f8fe4148b60d1e4f6b2b7f3812	758	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI028928	LITCHI028928.m2	81c1fb1825564bbb628256f00e965217	282	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029020	LITCHI029020.m1	31866a4883b9c2b12da3759b4ff7e589	494	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029021	LITCHI029021.m1	6b01d1b8b0073a6105e9eac71979bc60	449	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029066	LITCHI029066.m1	6ee26936a8e879b51c2e699905c06f6f	365	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029373	LITCHI029373.m1	d4f1e3aba3b9865175d0b7a21949d4dd	479	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029443	LITCHI029443.m1	9751360b53be46cb32e3d8c8968a3315	325	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029495	LITCHI029495.m1	0badc531d7f1cc23737638d43ebec414	330	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029534	LITCHI029534.m1	3c1ee7dde1f44a3c38a6465b3923f93a	359	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029667	LITCHI029667.m1	bd36b8dab43e0636b61f2c2800803423	745	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI029789	LITCHI029789.m1	fbf6422fbcd1548bd505e583d0cd2339	227	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030216	LITCHI030216.m1	a56c9df622da288a095a4f35b446e974	805	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030334	LITCHI030334.m1	0ed0189ff90b6e2b395626d25518752c	605	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030349	LITCHI030349.m3	65e47336e9252de926c811e2ebb98953	1002	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030441	LITCHI030441.m1	4d59b7fa75a7d54cca416240e617de0c	505	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030520	LITCHI030520.m1	3499cf7b85a7573ba91a43381b7daadb	934	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030689	LITCHI030689.m1	0803c9a73bd5f3c4cc4c6a62bc741012	188	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030690	LITCHI030690.m2	587ce56820c8176fd5e16d312b05ffe8	304	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030745	LITCHI030745.m1	d7e9119ab5e49db0ca3144a14317ca66	609	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030761	LITCHI030761.m1	f3baf2cffe7258fe36f509dcf6fc0911	329	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030763	LITCHI030763.m1	012d07179308ebaac2f3f4ed50d09aa4	903	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030858	LITCHI030858.m1	98f6cd887aaddd6b9e830383fa2cd72f	208	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030862	LITCHI030862.m1	ec2840003f2b3ef7d853efa521455127	240	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI030869	LITCHI030869.m1	d2e69872f9bdae0ba068ec4302911c69	817	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031005	LITCHI031005.m1	fa3ee5512f073eda0842690a1f8a389d	801	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031010	LITCHI031010.m1	18bb2d59d2c2a2b985b15bcb74209fbc	374	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031097	LITCHI031097.m1	5dd83e68aad6bbd039bedf9c59a9f5f3	427	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031200	LITCHI031200.m1	6feef959f0c26aba8c28410b43787c9f	334	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031372	LITCHI031372.m1	ef26797c7ba5243fbf1e761b307ff5b5	425	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031448	LITCHI031448.m1	daa6c60ba66dc5fa5e773ded6920b53a	765	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI031732	LITCHI031732.m1	19f2ab80f792529b16cd9280464dfe83	538	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
