gene_id	transcript_id	swissprot_accession	swissprot_description	percent_identity	alignment_length	query_length	subject_length	query_coverage	subject_coverage	evalue	bitscore	subject_id	subject_title
LITCHI014759	LITCHI014759.m2	P33124	Long-chain-fatty-acid--CoA ligase 6	46.8	588	694	697	0.8472622478386167	0.8436154949784792	3.42e-168	501	sp|P33124|ACSL6_RAT	sp|P33124|ACSL6_RAT Long-chain-fatty-acid--CoA ligase 6 OS=Rattus norvegicus OX=10116 GN=Acsl6 PE=1 SV=1
LITCHI014759	LITCHI014759.m2	Q9JID6	Long-chain-fatty-acid--CoA ligase 1	44.0	620	694	698	0.8933717579250721	0.8882521489971347	4.45e-166	496	sp|Q9JID6|ACSL1_CAVPO	sp|Q9JID6|ACSL1_CAVPO Long-chain-fatty-acid--CoA ligase 1 OS=Cavia porcellus OX=10141 GN=ACSL1 PE=2 SV=1
LITCHI014759	LITCHI014759.m2	Q91WC3	Long-chain-fatty-acid--CoA ligase 6	46.2	586	694	697	0.8443804034582133	0.8407460545193687	9.66e-165	493	sp|Q91WC3|ACSL6_MOUSE	sp|Q91WC3|ACSL6_MOUSE Long-chain-fatty-acid--CoA ligase 6 OS=Mus musculus OX=10090 GN=Acsl6 PE=1 SV=1
LITCHI014813	LITCHI014813.m1	Q0WSH6	Pentatricopeptide repeat-containing protein At4g14850	68.1	689	683	684	1.0087847730600292	1.0073099415204678	0.0	951	sp|Q0WSH6|PP312_ARATH	sp|Q0WSH6|PP312_ARATH Pentatricopeptide repeat-containing protein At4g14850 OS=Arabidopsis thaliana OX=3702 GN=LOI1 PE=1 SV=1
LITCHI014813	LITCHI014813.m1	Q9FIB2	Putative pentatricopeptide repeat-containing protein At5g09950	41.7	671	683	995	0.9824304538799414	0.6743718592964824	2.81e-166	506	sp|Q9FIB2|PP373_ARATH	sp|Q9FIB2|PP373_ARATH Putative pentatricopeptide repeat-containing protein At5g09950 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H35 PE=3 SV=1
LITCHI014813	LITCHI014813.m1	Q9SMZ2	Pentatricopeptide repeat-containing protein At4g33170	39.6	676	683	990	0.9897510980966325	0.6828282828282828	1.50e-164	501	sp|Q9SMZ2|PP347_ARATH	sp|Q9SMZ2|PP347_ARATH Pentatricopeptide repeat-containing protein At4g33170 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H53 PE=3 SV=1
LITCHI014813	LITCHI014813.m1	Q9LNU6	Pentatricopeptide repeat-containing protein At1g20230	35.9	753	683	760	1.102489019033675	0.9907894736842106	1.76e-157	476	sp|Q9LNU6|PPR53_ARATH	sp|Q9LNU6|PPR53_ARATH Pentatricopeptide repeat-containing protein At1g20230 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H21 PE=2 SV=2
LITCHI014813	LITCHI014813.m1	Q3E6Q1	Pentatricopeptide repeat-containing protein At1g11290, chloroplastic	38.9	664	683	809	0.972181551976574	0.8207663782447466	1.02e-156	475	sp|Q3E6Q1|PPR32_ARATH	sp|Q3E6Q1|PPR32_ARATH Pentatricopeptide repeat-containing protein At1g11290, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PCMP-H40 PE=2 SV=1
LITCHI019664	LITCHI019664.m1	Q9ZVI7	Probable galacturonosyltransferase 7	58.2	653	667	619	0.9790104947526237	1.0549273021001615	1.32e-249	705	sp|Q9ZVI7|GAUT7_ARATH	sp|Q9ZVI7|GAUT7_ARATH Probable galacturonosyltransferase 7 OS=Arabidopsis thaliana OX=3702 GN=GAUT7 PE=1 SV=2
LITCHI019664	LITCHI019664.m1	Q9LE59	Polygalacturonate 4-alpha-galacturonosyltransferase	36.4	475	667	673	0.712143928035982	0.7057949479940565	8.18e-105	336	sp|Q9LE59|GAUT1_ARATH	sp|Q9LE59|GAUT1_ARATH Polygalacturonate 4-alpha-galacturonosyltransferase OS=Arabidopsis thaliana OX=3702 GN=GAUT1 PE=1 SV=1
LITCHI019664	LITCHI019664.m1	Q0WQD2	Probable galacturonosyltransferase 3	37.4	487	667	680	0.7301349325337332	0.7161764705882353	3.00e-97	316	sp|Q0WQD2|GAUT3_ARATH	sp|Q0WQD2|GAUT3_ARATH Probable galacturonosyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=GAUT3 PE=2 SV=2
LITCHI019664	LITCHI019664.m1	Q93ZX7	Probable galacturonosyltransferase 4	36.3	463	667	616	0.6941529235382309	0.7516233766233766	1.14e-92	302	sp|Q93ZX7|GAUT4_ARATH	sp|Q93ZX7|GAUT4_ARATH Probable galacturonosyltransferase 4 OS=Arabidopsis thaliana OX=3702 GN=GAUT4 PE=2 SV=1
LITCHI019664	LITCHI019664.m1	Q8RXE1	Probable galacturonosyltransferase 5	36.1	465	667	610	0.697151424287856	0.7622950819672131	1.89e-86	286	sp|Q8RXE1|GAUT5_ARATH	sp|Q8RXE1|GAUT5_ARATH Probable galacturonosyltransferase 5 OS=Arabidopsis thaliana OX=3702 GN=GAUT5 PE=2 SV=1
LITCHI006923	LITCHI006923.m1	Q93Y06	Probable inactive receptor kinase At5g67200	65.7	664	666	669	0.996996996996997	0.992526158445441	1.29e-254	720	sp|Q93Y06|Y5720_ARATH	sp|Q93Y06|Y5720_ARATH Probable inactive receptor kinase At5g67200 OS=Arabidopsis thaliana OX=3702 GN=At5g67200 PE=1 SV=1
LITCHI006923	LITCHI006923.m1	Q84MA9	Inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630	45.0	649	666	652	0.9744744744744744	0.995398773006135	6.76e-121	377	sp|Q84MA9|Y1063_ARATH	sp|Q84MA9|Y1063_ARATH Inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 OS=Arabidopsis thaliana OX=3702 GN=At1g60630 PE=2 SV=1
LITCHI006923	LITCHI006923.m1	O48788	Probable inactive receptor kinase At2g26730	37.3	646	666	658	0.96996996996997	0.9817629179331308	5.60e-71	246	sp|O48788|Y2267_ARATH	sp|O48788|Y2267_ARATH Probable inactive receptor kinase At2g26730 OS=Arabidopsis thaliana OX=3702 GN=At2g26730 PE=1 SV=1
LITCHI006923	LITCHI006923.m1	Q9LP77	Probable inactive receptor kinase At1g48480	35.9	643	666	655	0.9654654654654654	0.981679389312977	1.95e-69	241	sp|Q9LP77|Y1848_ARATH	sp|Q9LP77|Y1848_ARATH Probable inactive receptor kinase At1g48480 OS=Arabidopsis thaliana OX=3702 GN=RKL1 PE=1 SV=1
LITCHI006923	LITCHI006923.m1	Q9M9C5	Probable leucine-rich repeat receptor-like protein kinase At1g68400	37.3	657	666	670	0.9864864864864865	0.9805970149253731	2.53e-67	236	sp|Q9M9C5|Y1680_ARATH	sp|Q9M9C5|Y1680_ARATH Probable leucine-rich repeat receptor-like protein kinase At1g68400 OS=Arabidopsis thaliana OX=3702 GN=At1g68400 PE=1 SV=1
LITCHI001129	LITCHI001129.m2	A7HYV8	GTPase Der	37.7	515	663	473	0.7767722473604827	1.0887949260042282	1.45e-85	279	sp|A7HYV8|DER_PARL1	sp|A7HYV8|DER_PARL1 GTPase Der OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) OX=402881 GN=der PE=3 SV=1
LITCHI001129	LITCHI001129.m2	Q2W7M7	GTPase Der	37.8	518	663	464	0.7812971342383107	1.1163793103448276	1.20e-84	276	sp|Q2W7M7|DER_PARM1	sp|Q2W7M7|DER_PARM1 GTPase Der OS=Paramagnetospirillum magneticum (strain ATCC 700264 / AMB-1) OX=342108 GN=der PE=3 SV=1
LITCHI001129	LITCHI001129.m2	Q1QMP4	GTPase Der	37.8	511	663	460	0.770739064856712	1.1108695652173912	6.18e-83	272	sp|Q1QMP4|DER_NITHX	sp|Q1QMP4|DER_NITHX GTPase Der OS=Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14) OX=323097 GN=der PE=3 SV=1
LITCHI001129	LITCHI001129.m2	A5EI59	GTPase Der	36.0	514	663	456	0.77526395173454	1.1271929824561404	2.99e-82	270	sp|A5EI59|DER_BRASB	sp|A5EI59|DER_BRASB GTPase Der OS=Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182) OX=288000 GN=der PE=3 SV=1
LITCHI001129	LITCHI001129.m2	A8HVL5	GTPase Der	36.5	510	663	453	0.7692307692307693	1.1258278145695364	1.67e-79	263	sp|A8HVL5|DER_AZOC5	sp|A8HVL5|DER_AZOC5 GTPase Der OS=Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / LMG 6465 / NBRC 14845 / NCIMB 13405 / ORS 571) OX=438753 GN=der PE=3 SV=1
LITCHI026181	LITCHI026181.m1	Q42523	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	61.7	528	662	734	0.797583081570997	0.7193460490463215	9.60e-200	582	sp|Q42523|MCCA_ARATH	sp|Q42523|MCCA_ARATH Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=MCCA PE=1 SV=2
LITCHI026181	LITCHI026181.m1	Q42777	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	61.3	524	662	731	0.7915407854984894	0.7168262653898769	4.50e-197	575	sp|Q42777|MCCA_SOYBN	sp|Q42777|MCCA_SOYBN Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Glycine max OX=3847 GN=MCCA PE=1 SV=2
LITCHI026181	LITCHI026181.m1	Q2QMG2	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	61.6	489	662	737	0.7386706948640483	0.6635006784260515	2.81e-194	568	sp|Q2QMG2|MCCA_ORYSJ	sp|Q2QMG2|MCCA_ORYSJ Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=MCCA PE=2 SV=2
LITCHI026181	LITCHI026181.m1	Q54KE6	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	46.8	489	662	699	0.7386706948640483	0.6995708154506438	4.89e-130	402	sp|Q54KE6|MCCA_DICDI	sp|Q54KE6|MCCA_DICDI Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Dictyostelium discoideum OX=44689 GN=mccA PE=3 SV=1
LITCHI026181	LITCHI026181.m1	Q06862	Biotin carboxylase	48.7	382	662	447	0.5770392749244713	0.854586129753915	7.75e-112	347	sp|Q06862|ACCC_NOSS1	sp|Q06862|ACCC_NOSS1 Biotin carboxylase OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=accC PE=3 SV=1
LITCHI018512	LITCHI018512.m1	Q9ZUT5	Pentatricopeptide repeat-containing protein At2g37310	57.7	657	662	657	0.9924471299093656	1.0	2.40e-215	619	sp|Q9ZUT5|PP191_ARATH	sp|Q9ZUT5|PP191_ARATH Pentatricopeptide repeat-containing protein At2g37310 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E49 PE=2 SV=1
LITCHI018512	LITCHI018512.m1	Q9SN39	Pentatricopeptide repeat-containing protein DOT4, chloroplastic	34.5	658	662	871	0.9939577039274925	0.7554535017221584	1.98e-109	353	sp|Q9SN39|PP320_ARATH	sp|Q9SN39|PP320_ARATH Pentatricopeptide repeat-containing protein DOT4, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DOT4 PE=2 SV=1
LITCHI018512	LITCHI018512.m1	Q3E6Q1	Pentatricopeptide repeat-containing protein At1g11290, chloroplastic	32.4	618	662	809	0.9335347432024169	0.7639060568603214	7.69e-108	347	sp|Q3E6Q1|PPR32_ARATH	sp|Q3E6Q1|PPR32_ARATH Pentatricopeptide repeat-containing protein At1g11290, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PCMP-H40 PE=2 SV=1
LITCHI018512	LITCHI018512.m1	Q9M9E2	Pentatricopeptide repeat-containing protein At1g15510, chloroplastic	30.4	601	662	866	0.9078549848942599	0.6939953810623557	1.68e-103	337	sp|Q9M9E2|PPR45_ARATH	sp|Q9M9E2|PPR45_ARATH Pentatricopeptide repeat-containing protein At1g15510, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PCMP-H73 PE=1 SV=1
LITCHI018512	LITCHI018512.m1	Q9LW63	Putative pentatricopeptide repeat-containing protein At3g23330	29.6	639	662	715	0.9652567975830816	0.8937062937062937	2.19e-103	333	sp|Q9LW63|PP251_ARATH	sp|Q9LW63|PP251_ARATH Putative pentatricopeptide repeat-containing protein At3g23330 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H32 PE=3 SV=1
LITCHI016983	LITCHI016983.m1	Q8LF20	Putative clathrin assembly protein At2g25430	70.0	666	662	653	1.0060422960725075	1.0199081163859112	1.75e-286	800	sp|Q8LF20|CAP2_ARATH	sp|Q8LF20|CAP2_ARATH Putative clathrin assembly protein At2g25430 OS=Arabidopsis thaliana OX=3702 GN=At2g25430 PE=1 SV=2
LITCHI016983	LITCHI016983.m1	Q8S9J8	Probable clathrin assembly protein At4g32285	68.5	657	662	635	0.9924471299093656	1.0346456692913386	1.05e-285	797	sp|Q8S9J8|CAP1_ARATH	sp|Q8S9J8|CAP1_ARATH Probable clathrin assembly protein At4g32285 OS=Arabidopsis thaliana OX=3702 GN=At4g32285 PE=1 SV=2
LITCHI016983	LITCHI016983.m1	Q9SA65	Putative clathrin assembly protein At1g03050	46.6	644	662	599	0.972809667673716	1.0751252086811351	2.03e-155	464	sp|Q9SA65|CAP4_ARATH	sp|Q9SA65|CAP4_ARATH Putative clathrin assembly protein At1g03050 OS=Arabidopsis thaliana OX=3702 GN=At1g03050 PE=2 SV=1
LITCHI016983	LITCHI016983.m1	Q8GX47	Putative clathrin assembly protein At4g02650	46.9	650	662	611	0.9818731117824774	1.0638297872340425	2.98e-146	441	sp|Q8GX47|CAP3_ARATH	sp|Q8GX47|CAP3_ARATH Putative clathrin assembly protein At4g02650 OS=Arabidopsis thaliana OX=3702 GN=At4g02650 PE=2 SV=2
LITCHI016983	LITCHI016983.m1	Q9ZVN6	Clathrin coat assembly protein AP180	40.6	379	662	653	0.5725075528700906	0.5803981623277182	1.11e-79	269	sp|Q9ZVN6|AP180_ARATH	sp|Q9ZVN6|AP180_ARATH Clathrin coat assembly protein AP180 OS=Arabidopsis thaliana OX=3702 GN=AP180 PE=1 SV=1
LITCHI008095	LITCHI008095.m1	Q9LP77	Probable inactive receptor kinase At1g48480	57.7	633	662	655	0.9561933534743202	0.966412213740458	4.00e-170	504	sp|Q9LP77|Y1848_ARATH	sp|Q9LP77|Y1848_ARATH Probable inactive receptor kinase At1g48480 OS=Arabidopsis thaliana OX=3702 GN=RKL1 PE=1 SV=1
LITCHI008095	LITCHI008095.m1	Q9FMD7	Probable inactive receptor kinase At5g16590	60.5	622	662	625	0.9395770392749244	0.9952	4.32e-170	503	sp|Q9FMD7|Y5659_ARATH	sp|Q9FMD7|Y5659_ARATH Probable inactive receptor kinase At5g16590 OS=Arabidopsis thaliana OX=3702 GN=At5g16590 PE=1 SV=1
LITCHI008095	LITCHI008095.m1	Q9M8T0	Probable inactive receptor kinase At3g02880	58.9	638	662	627	0.9637462235649547	1.0175438596491229	3.76e-166	493	sp|Q9M8T0|Y3288_ARATH	sp|Q9M8T0|Y3288_ARATH Probable inactive receptor kinase At3g02880 OS=Arabidopsis thaliana OX=3702 GN=At3g02880 PE=1 SV=1
LITCHI008095	LITCHI008095.m1	Q9LVI6	Probable inactive receptor kinase RLK902	60.5	620	662	647	0.9365558912386707	0.9582689335394127	3.20e-164	488	sp|Q9LVI6|RLK90_ARATH	sp|Q9LVI6|RLK90_ARATH Probable inactive receptor kinase RLK902 OS=Arabidopsis thaliana OX=3702 GN=RLK902 PE=1 SV=1
LITCHI008095	LITCHI008095.m1	O48788	Probable inactive receptor kinase At2g26730	53.8	649	662	658	0.9803625377643505	0.986322188449848	7.66e-131	403	sp|O48788|Y2267_ARATH	sp|O48788|Y2267_ARATH Probable inactive receptor kinase At2g26730 OS=Arabidopsis thaliana OX=3702 GN=At2g26730 PE=1 SV=1
LITCHI002015	LITCHI002015.m1	Q9SVP7	Pentatricopeptide repeat-containing protein At4g13650	32.7	611	648	1064	0.9429012345679012	0.5742481203007519	4.21e-107	351	sp|Q9SVP7|PP307_ARATH	sp|Q9SVP7|PP307_ARATH Pentatricopeptide repeat-containing protein At4g13650 OS=Arabidopsis thaliana OX=3702 GN=PCMP-H42 PE=2 SV=2
LITCHI002015	LITCHI002015.m1	Q9M9E2	Pentatricopeptide repeat-containing protein At1g15510, chloroplastic	32.6	617	648	866	0.9521604938271605	0.7124711316397229	3.98e-105	341	sp|Q9M9E2|PPR45_ARATH	sp|Q9M9E2|PPR45_ARATH Pentatricopeptide repeat-containing protein At1g15510, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PCMP-H73 PE=1 SV=1
LITCHI002015	LITCHI002015.m1	Q9LFI1	Pentatricopeptide repeat-containing protein At3g53360, mitochondrial	31.9	626	648	768	0.9660493827160493	0.8151041666666666	6.57e-105	338	sp|Q9LFI1|PP280_ARATH	sp|Q9LFI1|PP280_ARATH Pentatricopeptide repeat-containing protein At3g53360, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PCMP-E86 PE=2 SV=1
LITCHI002015	LITCHI002015.m1	Q3E6Q1	Pentatricopeptide repeat-containing protein At1g11290, chloroplastic	31.3	617	648	809	0.9521604938271605	0.7626699629171817	1.68e-104	338	sp|Q3E6Q1|PPR32_ARATH	sp|Q3E6Q1|PPR32_ARATH Pentatricopeptide repeat-containing protein At1g11290, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PCMP-H40 PE=2 SV=1
LITCHI002015	LITCHI002015.m1	Q9LYV3	Putative pentatricopeptide repeat-containing protein At5g13230, mitochondrial	30.8	623	648	822	0.9614197530864198	0.7579075425790754	1.69e-103	336	sp|Q9LYV3|PP377_ARATH	sp|Q9LYV3|PP377_ARATH Putative pentatricopeptide repeat-containing protein At5g13230, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=PCMP-H89 PE=3 SV=1
LITCHI016994	LITCHI016994.m1	Q9SKK0	EIN3-binding F-box protein 1	55.0	646	645	628	1.0015503875968992	1.0286624203821657	3.37e-182	533	sp|Q9SKK0|EBF1_ARATH	sp|Q9SKK0|EBF1_ARATH EIN3-binding F-box protein 1 OS=Arabidopsis thaliana OX=3702 GN=EBF1 PE=1 SV=1
LITCHI016994	LITCHI016994.m1	Q708Y0	EIN3-binding F-box protein 2	57.7	648	645	623	1.0046511627906978	1.0401284109149278	1.88e-166	493	sp|Q708Y0|EBF2_ARATH	sp|Q708Y0|EBF2_ARATH EIN3-binding F-box protein 2 OS=Arabidopsis thaliana OX=3702 GN=EBF2 PE=1 SV=1
LITCHI019857	LITCHI019857.m2	Q0WVD6	Probable protein arginine N-methyltransferase 3	62.2	595	643	601	0.9253499222395023	0.9900166389351082	2.74e-243	687	sp|Q0WVD6|ANM3_ARATH	sp|Q0WVD6|ANM3_ARATH Probable protein arginine N-methyltransferase 3 OS=Arabidopsis thaliana OX=3702 GN=PRMT3 PE=2 SV=1
LITCHI019857	LITCHI019857.m2	A3BMN9	Probable protein arginine N-methyltransferase 3	52.9	588	643	620	0.9144634525660964	0.9483870967741935	1.02e-207	598	sp|A3BMN9|ANM3_ORYSJ	sp|A3BMN9|ANM3_ORYSJ Probable protein arginine N-methyltransferase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=PRMT3 PE=2 SV=1
LITCHI019857	LITCHI019857.m2	A2YP56	Probable protein arginine N-methyltransferase 3	52.6	588	643	620	0.9144634525660964	0.9483870967741935	3.33e-206	594	sp|A2YP56|ANM3_ORYSI	sp|A2YP56|ANM3_ORYSI Probable protein arginine N-methyltransferase 3 OS=Oryza sativa subsp. indica OX=39946 GN=PRMT3 PE=3 SV=1
LITCHI019857	LITCHI019857.m2	O70467	Protein arginine N-methyltransferase 3	30.7	537	643	528	0.8351477449455676	1.0170454545454546	1.54e-68	235	sp|O70467|ANM3_RAT	sp|O70467|ANM3_RAT Protein arginine N-methyltransferase 3 OS=Rattus norvegicus OX=10116 GN=Prmt3 PE=1 SV=1
LITCHI019857	LITCHI019857.m2	Q922H1	Protein arginine N-methyltransferase 3	31.7	540	643	528	0.8398133748055988	1.0227272727272727	8.09e-68	233	sp|Q922H1|ANM3_MOUSE	sp|Q922H1|ANM3_MOUSE Protein arginine N-methyltransferase 3 OS=Mus musculus OX=10090 GN=Prmt3 PE=1 SV=3
LITCHI011536	LITCHI011536.m1	Q56X76	DEAD-box ATP-dependent RNA helicase 39	72.1	549	641	621	0.8564742589703588	0.8840579710144928	7.53e-260	730	sp|Q56X76|RH39_ARATH	sp|Q56X76|RH39_ARATH DEAD-box ATP-dependent RNA helicase 39 OS=Arabidopsis thaliana OX=3702 GN=RH39 PE=2 SV=2
LITCHI011536	LITCHI011536.m1	Q5VRY0	DEAD-box ATP-dependent RNA helicase 39	77.2	483	641	625	0.7535101404056163	0.7728	6.29e-250	705	sp|Q5VRY0|RH39_ORYSJ	sp|Q5VRY0|RH39_ORYSJ DEAD-box ATP-dependent RNA helicase 39 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0184500 PE=2 SV=1
LITCHI011536	LITCHI011536.m1	Q0DVX2	DEAD-box ATP-dependent RNA helicase 50	34.1	399	641	641	0.6224648985959438	0.6224648985959438	4.91e-58	209	sp|Q0DVX2|RH50_ORYSJ	sp|Q0DVX2|RH50_ORYSJ DEAD-box ATP-dependent RNA helicase 50 OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0108600 PE=2 SV=2
LITCHI011536	LITCHI011536.m1	P25888	ATP-dependent RNA helicase RhlE	35.1	387	641	454	0.6037441497659907	0.8524229074889867	1.02e-52	191	sp|P25888|RHLE_ECOLI	sp|P25888|RHLE_ECOLI ATP-dependent RNA helicase RhlE OS=Escherichia coli (strain K12) OX=83333 GN=rhlE PE=1 SV=3
LITCHI011536	LITCHI011536.m1	Q5B0J9	ATP-dependent RNA helicase dbp2	34.3	391	641	563	0.609984399375975	0.69449378330373	1.79e-52	192	sp|Q5B0J9|DBP2_EMENI	sp|Q5B0J9|DBP2_EMENI ATP-dependent RNA helicase dbp2 OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=dbp2 PE=3 SV=1
LITCHI005866	LITCHI005866.m1	Q9C9W9	Adagio protein 3	83.6	584	633	619	0.9225908372827805	0.9434571890145396	0.0	1023	sp|Q9C9W9|ADO3_ARATH	sp|Q9C9W9|ADO3_ARATH Adagio protein 3 OS=Arabidopsis thaliana OX=3702 GN=ADO3 PE=1 SV=1
LITCHI005866	LITCHI005866.m1	Q2R2W1	Adagio-like protein 3	77.2	570	633	630	0.9004739336492891	0.9047619047619048	0.0	934	sp|Q2R2W1|ADO3_ORYSJ	sp|Q2R2W1|ADO3_ORYSJ Adagio-like protein 3 OS=Oryza sativa subsp. japonica OX=39947 GN=Os11g0547000 PE=2 SV=2
LITCHI005866	LITCHI005866.m1	Q5Z8K3	Adagio-like protein 1	69.1	573	633	630	0.9052132701421801	0.9095238095238095	1.03e-298	829	sp|Q5Z8K3|ADO1_ORYSJ	sp|Q5Z8K3|ADO1_ORYSJ Adagio-like protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0694000 PE=2 SV=1
LITCHI005866	LITCHI005866.m1	Q94BT6	Adagio protein 1	67.4	571	633	609	0.9020537124802528	0.9376026272577996	6.63e-292	811	sp|Q94BT6|ADO1_ARATH	sp|Q94BT6|ADO1_ARATH Adagio protein 1 OS=Arabidopsis thaliana OX=3702 GN=ADO1 PE=1 SV=2
LITCHI005866	LITCHI005866.m1	Q67UX0	Putative adagio-like protein 2	67.3	569	633	635	0.8988941548183255	0.8960629921259843	5.33e-288	802	sp|Q67UX0|ADO2_ORYSJ	sp|Q67UX0|ADO2_ORYSJ Putative adagio-like protein 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0150800 PE=3 SV=1
LITCHI015950	LITCHI015950.m1	Q9LUW5	DEAD-box ATP-dependent RNA helicase 53, mitochondrial	72.1	459	614	616	0.747557003257329	0.7451298701298701	3.06e-231	656	sp|Q9LUW5|RH53_ARATH	sp|Q9LUW5|RH53_ARATH DEAD-box ATP-dependent RNA helicase 53, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RH53 PE=1 SV=1
LITCHI015950	LITCHI015950.m1	Q9LUW6	DEAD-box ATP-dependent RNA helicase 9, mitochondrial	70.4	460	614	610	0.749185667752443	0.7540983606557377	9.35e-224	637	sp|Q9LUW6|RH9_ARATH	sp|Q9LUW6|RH9_ARATH DEAD-box ATP-dependent RNA helicase 9, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RH9 PE=1 SV=1
LITCHI015950	LITCHI015950.m1	Q0D8N0	DEAD-box ATP-dependent RNA helicase 53	68.6	443	614	602	0.7214983713355049	0.7358803986710963	1.50e-210	603	sp|Q0D8N0|RH53_ORYSJ	sp|Q0D8N0|RH53_ORYSJ DEAD-box ATP-dependent RNA helicase 53 OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0143700 PE=2 SV=2
LITCHI015950	LITCHI015950.m1	Q0ILZ4	DEAD-box ATP-dependent RNA helicase 9	69.4	396	614	628	0.6449511400651465	0.6305732484076433	3.23e-198	573	sp|Q0ILZ4|RH9_ORYSJ	sp|Q0ILZ4|RH9_ORYSJ DEAD-box ATP-dependent RNA helicase 9 OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0611200 PE=2 SV=1
LITCHI015950	LITCHI015950.m1	A0A1D6LAB7	DEAD-box ATP-dependent RNA helicase 3B, chloroplastic	60.8	380	614	743	0.6188925081433225	0.5114401076716016	3.09e-155	467	sp|A0A1D6LAB7|RH3B_MAIZE	sp|A0A1D6LAB7|RH3B_MAIZE DEAD-box ATP-dependent RNA helicase 3B, chloroplastic OS=Zea mays OX=4577 GN=RH3B PE=2 SV=1
LITCHI030745	LITCHI030745.m1	A0A0N9HQ36	Deoxypodophyllotoxin synthase	49.0	312	609	310	0.5123152709359606	1.0064516129032257	9.73e-96	298	sp|A0A0N9HQ36|2ODD_SINHE	sp|A0A0N9HQ36|2ODD_SINHE Deoxypodophyllotoxin synthase OS=Sinopodophyllum hexandrum OX=93608 GN=2-ODD PE=1 SV=1
LITCHI030745	LITCHI030745.m1	O04705	Gibberellin 20 oxidase 1-D	27.4	328	609	361	0.5385878489326765	0.9085872576177285	6.94e-24	107	sp|O04705|GAO1D_WHEAT	sp|O04705|GAO1D_WHEAT Gibberellin 20 oxidase 1-D OS=Triticum aestivum OX=4565 GN=GA20ox1D PE=1 SV=1
LITCHI030745	LITCHI030745.m1	O04707	Gibberellin 20 oxidase 1-A	27.4	328	609	365	0.5385878489326765	0.8986301369863013	7.36e-24	107	sp|O04707|GAO1A_WHEAT	sp|O04707|GAO1A_WHEAT Gibberellin 20 oxidase 1-A OS=Triticum aestivum OX=4565 GN=GA20ox1A PE=2 SV=1
LITCHI030745	LITCHI030745.m1	O04706	Gibberellin 20 oxidase 1-B	27.4	328	609	365	0.5385878489326765	0.8986301369863013	9.94e-24	106	sp|O04706|GAO1B_WHEAT	sp|O04706|GAO1B_WHEAT Gibberellin 20 oxidase 1-B OS=Triticum aestivum OX=4565 GN=GA20ox1B PE=2 SV=1
LITCHI030745	LITCHI030745.m1	Q9FFF6	Jasmonate-induced oxygenase 2	26.7	326	609	371	0.535303776683087	0.8787061994609164	1.56e-18	91.3	sp|Q9FFF6|JOX2_ARATH	sp|Q9FFF6|JOX2_ARATH Jasmonate-induced oxygenase 2 OS=Arabidopsis thaliana OX=3702 GN=JOX2 PE=1 SV=1
