gene_id	canonical_transcript_id	protein_length	protein_md5	selection_rule	swissprot_accession	swissprot_description	swissprot_percent_identity	swissprot_query_coverage	swissprot_subject_coverage	swissprot_evalue	rice_ortholog_accession	rice_query_coverage	rice_subject_coverage	sequence_evidence_classes_70pct	interpro_status	architecture_conflict	annotation_status
LITCHI014858	LITCHI014858.m1	339	b758325df7ef1e77f6e2addb37b8e816	longest_CDS_then_lexicographic_transcript_ID	Q8LAX0	Homocysteine S-methyltransferase 3	74.3	0.9646017699115044	0.9423631123919308	4.20e-183				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI014914	LITCHI014914.m1	502	d79489bc4c9fdc20b2de5c368f260dda	longest_CDS_then_lexicographic_transcript_ID	Q9FG87	3-ketoacyl-CoA synthase 20	71.9	0.9920318725099602	0.941398865784499	1.69e-257				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI015464	LITCHI015464.m1	526	4dce5a4a38e0f54d5191c244fbaa37fd	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI015702	LITCHI015702.m1	301	00a725969346a17abf3f2fefd72c1698	longest_CDS_then_lexicographic_transcript_ID	F4J469	Protein TIC 22-like, chloroplastic	50.6	1.06312292358804	1.0223642172523961	4.30e-90				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI015740	LITCHI015740.m1	101	ea49e5ab102d4dcecc72fdfbed325301	longest_CDS_then_lexicographic_transcript_ID	Q8W453	Putative lipid-transfer protein DIR1	49.4	0.8613861386138614	0.8529411764705882	5.63e-24	Q8GVT9	0.752000	0.750000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI015950	LITCHI015950.m1	614	3ce266c3eebc76a887f90a59935e7b76	longest_CDS_then_lexicographic_transcript_ID	Q9LUW5	DEAD-box ATP-dependent RNA helicase 53, mitochondrial	72.1	0.747557003257329	0.7451298701298701	3.06e-231	Q0D8N0	0.721000	0.719000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI015982	LITCHI015982.m1	380	1fe94b779df378c4871e04d359c79f65	longest_CDS_then_lexicographic_transcript_ID	Q9M0B8	WAT1-related protein At4g30420	54.8	0.9078947368421053	0.9249329758713136	6.26e-125	A0A0P0XLX3	0.853000	0.869000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI016077	LITCHI016077.m1	471	06a1dd9d83078343ff763fcbfd2b1486	longest_CDS_then_lexicographic_transcript_ID	Q9M099	Serine carboxypeptidase 24	75.5	0.9532908704883227	0.9655913978494624	1.70e-259	Q6K673	0.913000	0.937000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI016297	LITCHI016297.m1	364	901959e052866cc8ca656e125d818fa1	longest_CDS_then_lexicographic_transcript_ID	O04249	Sugar transport protein 7	81.1	1.0054945054945055	0.7134502923976608	1.36e-204				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI016340	LITCHI016340.m1	195	3a1ac93649233025e97e5f806912f1dc	longest_CDS_then_lexicographic_transcript_ID	Q40374	Pathogenesis-related protein PR-1	55.1	0.7076923076923077	0.7976878612716763	4.14e-53	Q0DWY7	0.805000	0.819000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI016395	LITCHI016395.m1	810	04607334ae68e47b6c861def40f88be6	longest_CDS_then_lexicographic_transcript_ID	Q7ZVR1	WD repeat-containing protein 75	25.6	1.0209876543209877	0.9939903846153846	3.36e-53	Q2QMC2	1.000000	1.000000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI016580	LITCHI016580.m1	189	ed0664935218ed3ac3d233e7fd1a8d8c	longest_CDS_then_lexicographic_transcript_ID	Q8L9S3	Glutaredoxin-C6	67.3	0.7936507936507936	1.0416666666666667	2.63e-58				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI016665	LITCHI016665.m1	376	4724ce1480f965a1c9048814e264b0b2	longest_CDS_then_lexicographic_transcript_ID	Q9MAT5	Protein arginine N-methyltransferase PRMT10	71.8	0.9521276595744681	0.9347258485639687	5.64e-197	Q9SNQ2	1.000000	1.000000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI016846	LITCHI016846.m1	437	a9501835791458a7281525842a393f7e	longest_CDS_then_lexicographic_transcript_ID	Q8S9J6	Aspartyl protease family protein At5g10770	32.1	1.070938215102975	0.9873417721518988	7.29e-41				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI016911	LITCHI016911.m1	482	5263bf1b6d577dbd68d520b66ad144e5	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI016917	LITCHI016917.m1	325	aba78eab52953f9d2e6265d9c64678b4	longest_CDS_then_lexicographic_transcript_ID	Q39262	Zinc finger protein 3	44.0	0.7692307692307693	1.0638297872340425	1.06e-37				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI016983	LITCHI016983.m1	662	ef25a6ede6ad659d9a695f6195e6497d	longest_CDS_then_lexicographic_transcript_ID	Q8LF20	Putative clathrin assembly protein At2g25430	70.0	1.0060422960725075	1.0199081163859112	1.75e-286	Q10NB4	0.929000	0.931000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI016994	LITCHI016994.m1	645	78907ed9cde255b554c370181003987d	longest_CDS_then_lexicographic_transcript_ID	Q9SKK0	EIN3-binding F-box protein 1	55.0	1.0015503875968992	1.0286624203821657	3.37e-182				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI017301	LITCHI017301.m3	915	b9decde93bcea6765fec4641174cdb79	longest_CDS_then_lexicographic_transcript_ID	A0A3Q7HJG4	Cuscuta receptor 1	40.2	0.8349726775956284	0.6815343443354148	1.62e-51				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI017310	LITCHI017310.m1	197	d406fa93c5b80195a034268da284a5e7	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI017559	LITCHI017559.m1	107	ae76a2e5ba9b153380ccbd92de39251b	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI017561	LITCHI017561.m1	184	282258b8fb31a7674b9b417be061b8ec	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI017634	LITCHI017634.m1	477	69a367b962b7403d66559a7294b29665	longest_CDS_then_lexicographic_transcript_ID	Q9ZUN8	Protein HEAT STRESS TOLERANT DWD 1	67.8	0.9308176100628931	0.9466950959488273	1.47e-184	Q2RAX1	0.925000	0.938000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI017733	LITCHI017733.m1	570	27cb585f250a527ab84cdf409146110b	longest_CDS_then_lexicographic_transcript_ID	O94631	rRNA methyltransferase 1, mitochondrial	33.0	0.5947368421052631	1.1262458471760797	6.72e-34				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI017753	LITCHI017753.m1	160	3aab708aee46488e057df01a4b16227d	longest_CDS_then_lexicographic_transcript_ID							Q8S2Q8	0.950000	0.750000	1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI017862	LITCHI017862.m1	466	ee5689525ad146b3ce74ff9c4dd3ccbf	longest_CDS_then_lexicographic_transcript_ID	K4CI52	Abscisic acid 8'-hydroxylase CYP707A2	78.5	0.9978540772532188	0.9914712153518124	3.75e-272	Q05JG2	0.925000	0.911000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI017954	LITCHI017954.m1	434	159ad39b0e084f29cef4244aadb031e1	longest_CDS_then_lexicographic_transcript_ID	Q9FLD7	Beta-glucuronosyltransferase GlcAT14A	74.3	1.0299539170506913	1.0	1.69e-238	Q2QLJ7	0.947000	0.967000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI018073	LITCHI018073.m1	169	52d6f6edcac37494d080f48af31837a7	longest_CDS_then_lexicographic_transcript_ID	Q94AK6	Senescence associated gene 20	41.7	0.6804733727810651	1.0454545454545454	2.70e-16	Q5W6N6	0.834000	0.898000	1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI018309	LITCHI018309.m1	165	6e16ed3e748bcd64464ccdb02a83e1fb	longest_CDS_then_lexicographic_transcript_ID	Q8VYN9	Universal stress protein PHOS32	31.5	1.0	0.6818181818181818	8.79e-18				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI018384	LITCHI018384.m1	299	b54ba13dcf41b9a0f84b4110c564581e	longest_CDS_then_lexicographic_transcript_ID							Q10ND1	1.000000	1.000000	1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI018512	LITCHI018512.m1	662	1378e149512b621be11224b60f37f141	longest_CDS_then_lexicographic_transcript_ID	Q9ZUT5	Pentatricopeptide repeat-containing protein At2g37310	57.7	0.9924471299093656	1.0	2.40e-215	Q8H8U1	0.875000	0.973000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI018722	LITCHI018722.m1	378	e2c7a8b74df28fe8caf001fe50376348	longest_CDS_then_lexicographic_transcript_ID	Q6YYX9	Probable 2-oxoglutarate-dependent dioxygenase SLC1	55.9	0.8095238095238095	0.7989556135770235	9.91e-121	Q6YYX9	0.802000	0.773000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019041	LITCHI019041.m2	966	39cbba478027b20271b359eef689f4a2	longest_CDS_then_lexicographic_transcript_ID	Q8GZ99	Leucine-rich repeat receptor protein kinase HPCA1	54.9	0.9968944099378882	1.0104931794333682	2.43e-273	Q10LZ2	0.982000	0.981000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019076	LITCHI019076.m1	78	19b0f60ea31382fc93228fd4fc2d8bd1	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI019095	LITCHI019095.m4	196	55057da20d1019149906a3c82f475bae	longest_CDS_then_lexicographic_transcript_ID	Q9FG36	Thioredoxin-like 3-1, chloroplastic	51.0	0.7704081632653061	0.719047619047619	1.67e-45				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI019186	LITCHI019186.m1	853	1418d5491541701af6754976bd3f1e40	longest_CDS_then_lexicographic_transcript_ID	Q9LIE7	Pentatricopeptide repeat-containing protein At3g22150, chloroplastic	67.1	0.9003516998827668	0.9365853658536586	0.0	Q7XSS0	0.890000	0.943000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019319	LITCHI019319.m1	963	28b609501b2901ef6550a8e016707d3b	longest_CDS_then_lexicographic_transcript_ID	Q8VWF8	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial	75.1	1.0290758047767394	0.9715686274509804	0.0	Q6K326	0.808000	0.818000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019420	LITCHI019420.m1	790	339f80e472f546c5359de74aa2c168ad	longest_CDS_then_lexicographic_transcript_ID	Q9FLZ9	Pentatricopeptide repeat-containing protein At5g39350	59.0	0.8240506329113924	0.9615952732644018	3.70e-283	Q6EUH6	0.803000	0.945000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019626	LITCHI019626.m1	953	1ac198c0dcbdb031b366814b150644f0	longest_CDS_then_lexicographic_transcript_ID	C0LGD7	Probable LRR receptor-like serine/threonine-protein kinase At1g06840	61.7	0.9895068205666316	0.9895068205666316	1.16e-253				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI019664	LITCHI019664.m1	667	18109c1d2cf197814f561fd4e0b8c231	longest_CDS_then_lexicographic_transcript_ID	Q9ZVI7	Probable galacturonosyltransferase 7	58.2	0.9790104947526237	1.0549273021001615	1.32e-249	Q10LZ0	0.975000	0.987000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019822	LITCHI019822.m1	325	b3a16cf4b8b7dc91162167ad1c274171	longest_CDS_then_lexicographic_transcript_ID	Q9STT1	U-box domain-containing protein 39	28.7	0.8892307692307693	0.544256120527307	1.12e-12	C7IXD3	0.898000	0.884000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019823	LITCHI019823.m1	327	c6fa2b6fb6017255837897ada692a393	longest_CDS_then_lexicographic_transcript_ID							Q653S1	0.826000	0.842000	1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI019824	LITCHI019824.m1	184	92604187058c58ac246e30fef721b15b	longest_CDS_then_lexicographic_transcript_ID	Q6JE38	Thioredoxin-like protein CITRX1, chloroplastic	70.6	0.9782608695652174	0.994475138121547	2.68e-79				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI019857	LITCHI019857.m2	643	28b295407a6576f29f2a90f3a3171d5d	longest_CDS_then_lexicographic_transcript_ID	Q0WVD6	Probable protein arginine N-methyltransferase 3	62.2	0.9253499222395023	0.9900166389351082	2.74e-243	A3BMN9	0.908000	0.910000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI019897	LITCHI019897.m2	1076	bcb2a36e7386b5e5b560d0ee34a00275	longest_CDS_then_lexicographic_transcript_ID	Q9LET7	Calmodulin-interacting protein 111	60.0	0.9591078066914498	1.009784735812133	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI019913	LITCHI019913.m1	1277	997b5f2390a26b5da75e16969e039706	longest_CDS_then_lexicographic_transcript_ID	F4KD38	DNA-directed RNA polymerase III subunit 2	67.1	0.6640563821456539	0.7304048234280792	0.0				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI020058	LITCHI020058.m4	513	245aaeb26e1538e56689f2da4b6ef788	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI020557	LITCHI020557.m1	95	905240e9bc2e7bb97530400637c01b57	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI020645	LITCHI020645.m1	368	137012be6e577db20d9d562c6a9814e3	longest_CDS_then_lexicographic_transcript_ID	Q7ZVZ7	Alpha/beta hydrolase domain-containing protein 17C	50.0	0.717391304347826	0.8979591836734694	3.31e-78	Q2QTQ5	0.758000	0.740000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI020862	LITCHI020862.m1	821	d53a189a86debc2b27868160999f1eec	longest_CDS_then_lexicographic_transcript_ID	F4JFJ3	Probable ATP-dependent helicase At3g02060, chloroplastic	83.1	0.9415347137637028	0.9392466585662211	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI021120	LITCHI021120.m1	533	ed7b6b543314db641e20ead21fea476b	longest_CDS_then_lexicographic_transcript_ID	Q9SKT6	Probable galacturonosyltransferase 10	82.5	1.0056285178236397	1.0	0.0	Q7XQR7	0.989000	0.987000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI021264	LITCHI021264.m1	78	39ee5228a4b950444c3552c032823ba9	longest_CDS_then_lexicographic_transcript_ID	Q9LNI5	MYB-like transcription factor ETC1	56.7	0.7692307692307693	0.7228915662650602	1.50e-14				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI021309	LITCHI021309.m1	170	481395a78bcf278a56468acd331d6d4c	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI021546	LITCHI021546.m2	1163	ca0f5e7fce946f96243180c79fb59d09	longest_CDS_then_lexicographic_transcript_ID	F4JRF5	Homeobox-DDT domain protein RLT3	54.7	1.0120378331900257	1.0406719717064545	0.0	Q688X7	0.712000	0.724000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI021650	LITCHI021650.m3	273	e875b408e5e1159014b268085ec52ba4	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI021828	LITCHI021828.m1	160	e20f0f14844bb8ec416f4158ac21254b	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI021860	LITCHI021860.m1	582	072be087b77090ed70f79078b417ad93	longest_CDS_then_lexicographic_transcript_ID	Q9SGW8	Phosphatidylinositol 4-kinase gamma 2	63.5	1.0034364261168385	1.0618181818181818	9.12e-262	A0A0P0WRL6	0.947000	0.916000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI021914	LITCHI021914.m1	289	43edde0b46662ea8da5ef77faed92d59	longest_CDS_then_lexicographic_transcript_ID	Q8LAP8	Dof zinc finger protein DOF4.6	47.8	1.2006920415224913	1.0146198830409356	2.45e-65	Q9SXG8	0.997000	0.989000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI022018	LITCHI022018.m1	453	70ddae7a138c47efac0410d5d0ec5639	longest_CDS_then_lexicographic_transcript_ID	Q9SH58	Probable membrane-associated kinase regulator 2	48.4	0.6931567328918322	0.7639902676399026	5.49e-36				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI022605	LITCHI022605.m1	882	ec96fec158224f253e22423b28bebd88	longest_CDS_then_lexicographic_transcript_ID	Q84W56	Ribonuclease J	72.3	0.9988662131519275	0.9670691547749726	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI022789	LITCHI022789.m1	245	7e5fcdb190ed9794ecc721cc8be0cdd0	longest_CDS_then_lexicographic_transcript_ID	Q94EI3	Peroxisome biogenesis protein 19-2	69.5	1.0040816326530613	1.0040816326530613	8.56e-111	A0A0N7KFT8	0.971000	0.954000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI022817	LITCHI022817.m1	182	d3c94b2d65bf8e4fff3a39efb60dc1d6	longest_CDS_then_lexicographic_transcript_ID	Q9SUW2	Adenine phosphoribosyltransferase 3	86.3	0.9615384615384616	0.9562841530054644	3.08e-108	Q8H534	0.967000	0.941000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI023078	LITCHI023078.m1	764	2044db48cdb4d1483e2905195f520a8a	longest_CDS_then_lexicographic_transcript_ID	Q8W3Z1	Beta-amyrin synthase	82.3	0.993455497382199	0.9743260590500642	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI023108	LITCHI023108.m1	521	e26fc9f8327978a3c39376c1fe7888f0	longest_CDS_then_lexicographic_transcript_ID	Q9LV33	Beta-glucosidase 44	83.6	0.9155470249520153	0.931640625	9.92e-309	Q5QMT0	0.906000	0.907000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI023124	LITCHI023124.m1	908	ab38013312e0566f4b107947ffdadc57	longest_CDS_then_lexicographic_transcript_ID	Q9FHB6	Protein DETOXIFICATION 16	69.7	0.5165198237885462	0.9650205761316872	1.08e-220				0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI023129	LITCHI023129.m1	1187	215a509849db0261805cf7b702f9abd3	longest_CDS_then_lexicographic_transcript_ID	F4HYJ7	DExH-box ATP-dependent RNA helicase DExH3	73.3	1.0033698399326032	0.9949874686716792	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI023296	LITCHI023296.m1	479	100eb01f660c620d3aa596e763347a46	longest_CDS_then_lexicographic_transcript_ID	Q6VAA5	UDP-glycosyltransferase 89B2	60.6	0.9916492693110647	1.014957264957265	5.69e-204	Q5VN44	0.965000	0.929000	2	PENDING_TARGETED_QUERY	NOT_EVALUATED	PROVISIONAL_TWO_SEQUENCE_CLASSES_INTERPRO_PENDING
LITCHI023464	LITCHI023464.m1	241	98df98234274fde94c0384d5b234697c	longest_CDS_then_lexicographic_transcript_ID	Q9XFI1	Thioredoxin-like 1-2, chloroplastic	58.9	0.8672199170124482	0.8530612244897959	2.65e-82				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI023626	LITCHI023626.m1	167	1ff98f8cc66f41b59f38488a4ded7c5d	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI024578	LITCHI024578.m1	327	75e7a28e9fc21b3a33b5f100ae92b118	longest_CDS_then_lexicographic_transcript_ID	Q681X4	Zinc finger protein ZAT5	41.8	0.9938837920489296	1.1363636363636365	2.65e-51				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI024820	LITCHI024820.m1	525	ae75a80f5a7fe9a11689ff7f27132465	longest_CDS_then_lexicographic_transcript_ID	Q9SIB2	3-ketoacyl-CoA synthase 12	72.4	0.9047619047619048	0.9978991596638656	1.68e-257				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI025047	LITCHI025047.m1	164	7f0f68256677c78cffc28abf0ab496a1	longest_CDS_then_lexicographic_transcript_ID							Q10NL7	0.970000	0.988000	1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI025204	LITCHI025204.m2	226	d3cc5873054bdf6c6b2bedc3f0160cd8	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI025238	LITCHI025238.m1	764	b820457bbea1d2b3eecc589f174e93e3	longest_CDS_then_lexicographic_transcript_ID	Q8W3Z1	Beta-amyrin synthase	83.7	0.993455497382199	0.9743260590500642	0.0				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI025608	LITCHI025608.m1	1382	beb792b7bef05d6ee31c75e7d23df961	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI025819	LITCHI025819.m1	244	2925bdbe31c579de8af6254e02f536f6	longest_CDS_then_lexicographic_transcript_ID										0	PENDING_TARGETED_QUERY	NOT_EVALUATED	UNANNOTATED_INTERPRO_PENDING
LITCHI025875	LITCHI025875.m1	300	aaec15ef67dc7a21c9942b2c368dc230	longest_CDS_then_lexicographic_transcript_ID	Q8GXU5	Protein SULFUR DEFICIENCY-INDUCED 1	68.8	0.9733333333333334	0.954248366013072	1.25e-136				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
LITCHI026128	LITCHI026128.m2	198	76bf21e3e1241839fa32e33dcbf2f7b8	longest_CDS_then_lexicographic_transcript_ID	O24542	Auxin-induced protein 22D	72.3	0.9848484848484849	1.0103626943005182	3.27e-91				1	PENDING_TARGETED_QUERY	NOT_EVALUATED	FAMILY_LEVEL_SEQUENCE_SUPPORT_INTERPRO_PENDING
