gene_id	sample_id	cultivar	treatment	union_exon_bases	covered_exonic_bases	exonic_coverage_breadth	mean_exonic_depth	overlapping_primary_alignments	unique_alignments	multi_alignments	multi_alignment_fraction	nm_events	aligned_bases	alignment_mismatch_rate
LITCHI006923	GW_M1	Guiwei	mock	3618	2574	0.7114427860696517	51.51437258153676	1266	1264	2	0.001579778830963665	0	186734	0.0
LITCHI007095	GW_M1	Guiwei	mock	1547	1248	0.8067226890756303	90.93148028442145	1015	985	30	0.029556650246305417	0	145536	0.0
LITCHI007293	GW_M1	Guiwei	mock	870	650	0.7471264367816092	415.7712643678161	2908	2890	18	0.006189821182943604	0	431333	0.0
LITCHI007341	GW_M1	Guiwei	mock	291	290	0.9965635738831615	209.03436426116838	799	780	19	0.023779724655819776	0	118850	0.0
LITCHI007955	GW_M1	Guiwei	mock	1004	837	0.8336653386454184	283.24402390438246	1910	1904	6	0.0031413612565445027	0	284386	0.0
LITCHI008095	GW_M1	Guiwei	mock	3777	2758	0.7302091607095579	75.25893566322478	1932	1796	136	0.07039337474120083	0	285244	0.0
LITCHI008313	GW_M1	Guiwei	mock	2474	2218	0.8965238480194018	72.19037995149556	1224	1210	14	0.011437908496732025	0	180958	0.0
LITCHI008330	GW_M1	Guiwei	mock	429	429	1.0	26.91142191142191	94	86	8	0.0851063829787234	0	13575	0.0
LITCHI008721	GW_M1	Guiwei	mock	2552	903	0.3538401253918495	114.45728840125392	2145	2136	9	0.004195804195804196	0	318201	0.0
LITCHI008817	GW_M1	Guiwei	mock	2813	2536	0.9015286171347316	157.1859225026662	2968	2948	20	0.006738544474393531	0	442211	0.0
LITCHI008905	GW_M1	Guiwei	mock	3879	2854	0.7357566383088425	472.4364526939933	12577	12564	13	0.0010336328218176036	0	1871401	0.0
LITCHI009437	GW_M1	Guiwei	mock	1431	1081	0.7554157931516422	391.38644304682043	3856	2772	1084	0.28112033195020747	0	563291	0.0
LITCHI009639	GW_M1	Guiwei	mock	1861	1713	0.9204728640515851	59.54271896829661	772	750	22	0.02849740932642487	0	111662	0.0
LITCHI009696	GW_M1	Guiwei	mock	4017	3440	0.8563604680109534	47.66940502862833	1301	1301	0	0.0	0	192802	0.0
LITCHI010138	GW_M1	Guiwei	mock	2588	2462	0.9513137557959814	414.6263523956723	7355	6999	356	0.04840244731475187	0	1083915	0.0
LITCHI010273	GW_M1	Guiwei	mock	1982	1632	0.8234106962663976	756.2749747729566	10181	10069	112	0.011000883999607112	0	1506490	0.0
LITCHI010325	GW_M1	Guiwei	mock	1310	619	0.4725190839694656	46.29923664122138	450	450	0	0.0	0	66585	0.0
LITCHI010434	GW_M1	Guiwei	mock	3326	2334	0.7017438364401684	46.163559831629584	1061	1061	0	0.0	0	157200	0.0
LITCHI010541	GW_M1	Guiwei	mock	1482	1220	0.8232118758434548	55.65182186234818	552	552	0	0.0	0	82483	0.0
LITCHI010704	GW_M1	Guiwei	mock	999	901	0.9019019019019019	43.665665665665664	370	239	131	0.35405405405405405	0	54911	0.0
LITCHI010765	GW_M1	Guiwei	mock	1766	1097	0.6211778029445073	5.868629671574179	70	66	4	0.05714285714285714	0	10388	0.0
LITCHI010845	GW_M1	Guiwei	mock	2741	2335	0.85187887632251	724.8547975191536	15603	13314	2289	0.14670255720053835	0	2311990	0.0
LITCHI010877	GW_M1	Guiwei	mock	2475	1654	0.6682828282828283	61.8	1037	1035	2	0.0019286403085824494	0	153779	0.0
LITCHI010987	GW_M1	Guiwei	mock	1445	1224	0.8470588235294118	78.01107266435986	823	822	1	0.001215066828675577	0	121619	0.0
LITCHI011122	GW_M1	Guiwei	mock	3619	3296	0.9107488256424426	18.060513954130975	449	445	4	0.008908685968819599	0	66939	0.0
LITCHI011195	GW_M1	Guiwei	mock	767	635	0.8279009126466753	7.51238591916558	54	54	0	0.0	0	8076	0.0
LITCHI011255	GW_M1	Guiwei	mock	5221	4914	0.941199004022218	43.34437847155717	1549	1521	28	0.018076178179470628	0	229924	0.0
LITCHI011424	GW_M1	Guiwei	mock	1735	1036	0.5971181556195966	25.40922190201729	306	304	2	0.006535947712418301	0	45720	0.0
LITCHI011520	GW_M1	Guiwei	mock	6186	5198	0.8402845134173941	919.9723569350145	38285	37717	568	0.01483609768838971	0	5699352	0.0
LITCHI011536	GW_M1	Guiwei	mock	4299	3525	0.8199581297976274	55.38218190276809	1625	1585	40	0.024615384615384615	0	239509	0.0
LITCHI011959	GW_M1	Guiwei	mock	930	926	0.9956989247311828	205.58817204301076	1527	1368	159	0.10412573673870335	0	228277	0.0
LITCHI012432	GW_M1	Guiwei	mock	1787	1787	1.0	475.3128147733632	6172	6018	154	0.024951393389500972	0	877479	0.0
LITCHI012815	GW_M1	Guiwei	mock	690	528	0.7652173913043478	40.482608695652175	291	268	23	0.07903780068728522	0	40220	0.0
LITCHI013088	GW_M1	Guiwei	mock	1531	1342	0.8765512736773351	34.30437622468975	588	556	32	0.05442176870748299	0	80488	0.0
LITCHI013276	GW_M1	Guiwei	mock	1196	712	0.5953177257525084	13.267558528428093	106	106	0	0.0	0	15868	0.0
LITCHI013379	GW_M1	Guiwei	mock	252	252	1.0	198.6547619047619	511	506	5	0.009784735812133072	0	75967	0.0
LITCHI013895	GW_M1	Guiwei	mock	768	768	1.0	211.97526041666666	1228	1212	16	0.013029315960912053	0	182814	0.0
LITCHI013915	GW_M1	Guiwei	mock	3837	3543	0.9233776387802971	62.759447485014334	1750	1750	0	0.0	0	260061	0.0
LITCHI013925	GW_M1	Guiwei	mock	2388	2308	0.966499162479062	61.43299832495812	992	992	0	0.0	0	147570	0.0
LITCHI014256	GW_M1	Guiwei	mock	2797	1888	0.6750089381480158	72.29138362531283	1374	1368	6	0.004366812227074236	0	203257	0.0
LITCHI014400	GW_M1	Guiwei	mock	294	294	1.0	884.8333333333334	3071	3049	22	0.007163790296320417	0	457652	0.0
LITCHI014480	GW_M1	Guiwei	mock	4665	4319	0.9258306538049303	38.38263665594855	1211	1201	10	0.008257638315441783	0	180111	0.0
LITCHI014613	GW_M1	Guiwei	mock	2393	1978	0.8265775177601338	42.79565399080652	736	720	16	0.021739130434782608	0	108980	0.0
LITCHI014624	GW_M1	Guiwei	mock	3503	2197	0.6271767056808449	325.41050528118757	7698	7634	64	0.00831384775266303	0	1141032	0.0
LITCHI014759	GW_M1	Guiwei	mock	5413	3143	0.5806392019213006	15.907814520598558	582	568	14	0.024054982817869417	0	86181	0.0
LITCHI014813	GW_M1	Guiwei	mock	2107	2039	0.9677266255339345	22.463217845277647	338	338	0	0.0	0	49953	0.0
LITCHI014858	GW_M1	Guiwei	mock	2513	2339	0.9307600477516912	72.08436132113012	1228	944	284	0.23127035830618892	0	182456	0.0
LITCHI014914	GW_M1	Guiwei	mock	2253	1128	0.5006657789613849	1.4846870838881492	23	23	0	0.0	0	3442	0.0
LITCHI015464	GW_M1	Guiwei	mock	1989	1838	0.9240824534942182	30.96732026143791	437	427	10	0.02288329519450801	0	65192	0.0
LITCHI015702	GW_M1	Guiwei	mock	1431	1238	0.8651292802236199	62.77428371767994	609	609	0	0.0	0	90998	0.0
LITCHI015740	GW_M1	Guiwei	mock	1261	783	0.6209357652656622	32.28310864393339	274	274	0	0.0	0	40709	0.0
LITCHI015950	GW_M1	Guiwei	mock	4111	3799	0.9241060569204573	47.80442714667964	1326	1324	2	0.0015082956259426848	0	197156	0.0
LITCHI015982	GW_M1	Guiwei	mock	5419	3933	0.7257796641446761	10.098911238235837	376	374	2	0.005319148936170213	0	55438	0.0
LITCHI016077	GW_M1	Guiwei	mock	2713	2464	0.9082196830077405	15.450792480648728	290	288	2	0.006896551724137931	0	42945	0.0
LITCHI016297	GW_M1	Guiwei	mock	1487	1320	0.8876933422999328	56.001344989912575	598	596	2	0.0033444816053511705	0	87599	0.0
LITCHI016340	GW_M1	Guiwei	mock	1497	1220	0.8149632598530394	1356.9031396125586	13749	12939	810	0.058913375518219506	0	2034074	0.0
LITCHI016395	GW_M1	Guiwei	mock	3072	2548	0.8294270833333334	23.4609375	499	469	30	0.06012024048096192	0	73913	0.0
LITCHI016580	GW_M1	Guiwei	mock	696	642	0.9224137931034483	89.45114942528735	431	427	4	0.009280742459396751	0	63646	0.0
LITCHI016665	GW_M1	Guiwei	mock	2981	2059	0.6907078161690707	28.253941630325393	572	474	98	0.17132867132867133	0	84861	0.0
LITCHI016846	GW_M1	Guiwei	mock	1775	1412	0.7954929577464789	2.8912676056338027	39	35	4	0.10256410256410256	0	5366	0.0
LITCHI016911	GW_M1	Guiwei	mock	3096	3000	0.9689922480620154	374.5109819121447	8026	7958	68	0.00847246449040618	0	1187239	0.0
LITCHI016917	GW_M1	Guiwei	mock	1626	966	0.5940959409594095	2.7183271832718328	34	32	2	0.058823529411764705	0	4970	0.0
LITCHI016983	GW_M1	Guiwei	mock	2817	2382	0.845580404685836	228.94178203762868	4467	4425	42	0.009402283411685695	0	662449	0.0
LITCHI016994	GW_M1	Guiwei	mock	4056	3066	0.7559171597633136	257.75049309664695	7047	6985	62	0.008798070100752092	0	1048576	0.0
LITCHI017301	GW_M1	Guiwei	mock	3641	606	0.16643779181543533	0.33699533095303486	11	11	0	0.0	0	1647	0.0
LITCHI017310	GW_M1	Guiwei	mock	3101	1496	0.4824250241857465	160.26410835214446	3358	3350	8	0.0023823704586063135	0	499237	0.0
LITCHI017559	GW_M1	Guiwei	mock	820	540	0.6585365853658537	7.624390243902439	67	57	10	0.14925373134328357	0	9886	0.0
LITCHI017561	GW_M1	Guiwei	mock	555	555	1.0	14.762162162162163	82	82	0	0.0	0	12201	0.0
LITCHI017634	GW_M1	Guiwei	mock	1987	1956	0.984398590840463	88.64167086059386	1198	1198	0	0.0	0	177281	0.0
LITCHI017733	GW_M1	Guiwei	mock	2532	2081	0.8218799368088467	28.984992101105846	493	493	0	0.0	0	73434	0.0
LITCHI017753	GW_M1	Guiwei	mock	1184	1118	0.9442567567567568	302.9535472972973	2420	2404	16	0.006611570247933884	0	358872	0.0
LITCHI017862	GW_M1	Guiwei	mock	2965	1975	0.6661045531197302	4.513322091062395	90	88	2	0.022222222222222223	0	13419	0.0
LITCHI017954	GW_M1	Guiwei	mock	2669	2006	0.7515923566878981	48.809291869614086	881	843	38	0.043132803632236094	0	130812	0.0
LITCHI018073	GW_M1	Guiwei	mock	776	650	0.8376288659793815	21.858247422680414	114	114	0	0.0	0	16962	0.0
LITCHI018309	GW_M1	Guiwei	mock	1920	1261	0.6567708333333333	26.946875	352	348	4	0.011363636363636364	0	51981	0.0
LITCHI018384	GW_M1	Guiwei	mock	4289	2549	0.5943110282117043	76.5793891349965	2221	2218	3	0.0013507429085997298	0	329919	0.0
LITCHI018512	GW_M1	Guiwei	mock	3013	2436	0.808496515101228	7.914371058745436	160	160	0	0.0	0	23867	0.0
LITCHI018722	GW_M1	Guiwei	mock	1992	0	0.0	0.0	0	0	0	0.0	0	0	nan
LITCHI019041	GW_M1	Guiwei	mock	4315	3667	0.8498261877172654	26.52630359212051	776	768	8	0.010309278350515464	0	115553	0.0
LITCHI019076	GW_M1	Guiwei	mock	1043	0	0.0	0.0	0	0	0	0.0	0	0	nan
LITCHI019095	GW_M1	Guiwei	mock	1291	1177	0.9116963594113091	122.78001549186676	1108	1108	0	0.0	0	163529	0.0
LITCHI019186	GW_M1	Guiwei	mock	3764	3183	0.8456429330499469	10.32412327311371	266	252	14	0.05263157894736842	0	38915	0.0
LITCHI019319	GW_M1	Guiwei	mock	5978	4946	0.827367012378722	30.38825694212111	1244	1242	2	0.001607717041800643	0	185049	0.0
LITCHI019420	GW_M1	Guiwei	mock	2373	2373	1.0	14.548251158870627	285	281	4	0.014035087719298246	0	42322	0.0
LITCHI019626	GW_M1	Guiwei	mock	4585	3357	0.7321701199563795	7.382333696837514	235	231	4	0.01702127659574468	0	34728	0.0
LITCHI019664	GW_M1	Guiwei	mock	2391	2138	0.8941865328314513	138.31493099121707	2380	2357	23	0.009663865546218488	0	355709	0.0
LITCHI019822	GW_M1	Guiwei	mock	1180	876	0.7423728813559322	116.97796610169492	1004	1004	0	0.0	0	149545	0.0
LITCHI019823	GW_M1	Guiwei	mock	1724	1499	0.8694895591647331	168.1647331786543	1961	1951	10	0.005099439061703213	0	290567	0.0
LITCHI019824	GW_M1	Guiwei	mock	3001	2225	0.7414195268243918	35.44518493835388	732	714	18	0.02459016393442623	0	106555	0.0
LITCHI019857	GW_M1	Guiwei	mock	3099	2320	0.7486285898676993	34.09970958373669	710	708	2	0.0028169014084507044	0	105861	0.0
LITCHI019897	GW_M1	Guiwei	mock	6042	5002	0.8278715657067196	37.02714333002317	1560	1537	23	0.014743589743589743	0	231573	0.0
LITCHI019913	GW_M1	Guiwei	mock	16583	10450	0.6301634203702587	13.15003316649581	1509	1479	30	0.019880715705765408	0	223742	0.0
LITCHI020058	GW_M1	Guiwei	mock	4703	3646	0.7752498405273229	81.0967467573889	2696	2606	90	0.03338278931750742	0	382839	0.0
LITCHI020557	GW_M1	Guiwei	mock	947	796	0.8405491024287223	123.38753959873284	833	832	1	0.0012004801920768306	0	123692	0.0
LITCHI020645	GW_M1	Guiwei	mock	2590	1855	0.7162162162162162	84.06254826254826	1467	1291	176	0.11997273346966598	0	218897	0.0
LITCHI020862	GW_M1	Guiwei	mock	4830	4587	0.9496894409937888	47.75403726708075	1623	1599	24	0.014787430683918669	0	238190	0.0
LITCHI021120	GW_M1	Guiwei	mock	2449	2141	0.8742343813801552	66.40302164148632	1100	1098	2	0.0018181818181818182	0	162710	0.0
LITCHI021264	GW_M1	Guiwei	mock	1573	937	0.5956770502225047	64.99109980928162	701	695	6	0.008559201141226819	0	104386	0.0
LITCHI021309	GW_M1	Guiwei	mock	3010	1860	0.6179401993355482	90.07142857142857	1951	1819	132	0.06765761148129165	0	275073	0.0
LITCHI021546	GW_M1	Guiwei	mock	5195	4645	0.8941289701636189	53.829066410009624	1885	1881	4	0.002122015915119363	0	280346	0.0
LITCHI021650	GW_M1	Guiwei	mock	4056	2829	0.6974852071005917	52.586785009861934	1428	1424	4	0.0028011204481792717	0	213316	0.0
LITCHI021828	GW_M1	Guiwei	mock	2011	926	0.4604674291397315	528.8547986076579	7143	7117	26	0.003639927201455971	0	1064708	0.0
LITCHI021860	GW_M1	Guiwei	mock	2971	2779	0.9353752945136318	73.64220801077079	1477	1459	18	0.012186865267433988	0	218892	0.0
LITCHI021914	GW_M1	Guiwei	mock	1950	1466	0.7517948717948718	42.50615384615384	566	558	8	0.014134275618374558	0	84095	0.0
LITCHI022018	GW_M1	Guiwei	mock	2617	1644	0.6282002292701566	11.107374856706151	209	209	0	0.0	0	30549	0.0
LITCHI022605	GW_M1	Guiwei	mock	5633	5008	0.8890466891532043	87.9181608379194	3336	3334	2	0.0005995203836930455	0	497563	0.0
LITCHI022789	GW_M1	Guiwei	mock	1921	1115	0.5804268610098907	155.68089536699637	2037	2033	4	0.0019636720667648502	0	302922	0.0
LITCHI022817	GW_M1	Guiwei	mock	5043	3850	0.7634344636129288	21.247273448344238	728	720	8	0.01098901098901099	0	108458	0.0
LITCHI023078	GW_M1	Guiwei	mock	2911	2801	0.9622122981793199	32.731020267949155	641	641	0	0.0	0	95326	0.0
LITCHI023108	GW_M1	Guiwei	mock	1968	1939	0.9852642276422764	126.0579268292683	1699	1677	22	0.012948793407886992	0	251873	0.0
LITCHI023124	GW_M1	Guiwei	mock	3758	2296	0.6109632783395423	35.44411921234699	927	921	6	0.006472491909385114	0	137059	0.0
LITCHI023129	GW_M1	Guiwei	mock	5941	5335	0.8979969702070358	41.571452617404475	1664	1622	42	0.025240384615384616	0	248018	0.0
LITCHI023296	GW_M1	Guiwei	mock	2269	1962	0.8646981048920229	21.837814014984573	340	340	0	0.0	0	49738	0.0
LITCHI023464	GW_M1	Guiwei	mock	1773	1225	0.6909193457416808	5.178228990411731	62	60	2	0.03225806451612903	0	9266	0.0
LITCHI023626	GW_M1	Guiwei	mock	1163	770	0.6620808254514188	488.524505588994	3905	3090	815	0.2087067861715749	0	580065	0.0
LITCHI024578	GW_M1	Guiwei	mock	2337	1084	0.4638425331621737	5.1138211382113825	80	80	0	0.0	0	11993	0.0
LITCHI024820	GW_M1	Guiwei	mock	2380	1836	0.7714285714285715	230.52857142857144	3710	3690	20	0.005390835579514825	0	550088	0.0
LITCHI025047	GW_M1	Guiwei	mock	4988	4219	0.8458299919807538	339.11226944667203	11627	11464	163	0.014019093489292166	0	1722799	0.0
LITCHI025204	GW_M1	Guiwei	mock	1941	1840	0.9479649665121072	142.53065430190622	1926	1884	42	0.021806853582554516	0	280061	0.0
LITCHI025238	GW_M1	Guiwei	mock	4235	2883	0.6807556080283353	20.41227863046045	580	568	12	0.020689655172413793	0	86601	0.0
LITCHI025608	GW_M1	Guiwei	mock	4917	4135	0.8409599349196665	15.822452715070165	617	600	17	0.027552674230145867	0	91912	0.0
LITCHI025819	GW_M1	Guiwei	mock	1865	1497	0.8026809651474531	55.40965147453083	710	668	42	0.059154929577464786	0	104444	0.0
LITCHI025875	GW_M1	Guiwei	mock	1391	1201	0.8634076204169662	235.29547088425593	2315	2276	39	0.016846652267818573	0	337305	0.0
LITCHI026128	GW_M1	Guiwei	mock	1694	1398	0.8252656434474617	74.64344746162928	854	850	4	0.00468384074941452	0	127092	0.0
LITCHI026129	GW_M1	Guiwei	mock	1914	1787	0.9336468129571578	89.58881922675026	1154	1138	16	0.01386481802426343	0	171757	0.0
LITCHI026181	GW_M1	Guiwei	mock	1989	1686	0.8476621417797888	57.02161890397185	823	823	0	0.0	0	122419	0.0
LITCHI026900	GW_M1	Guiwei	mock	2660	2025	0.7612781954887218	44.733834586466166	798	776	22	0.02756892230576441	0	119223	0.0
LITCHI027034	GW_M1	Guiwei	mock	1692	1692	1.0	72.31678486997636	845	841	4	0.004733727810650888	0	124218	0.0
LITCHI027135	GW_M1	Guiwei	mock	1298	1204	0.9275808936825886	22.968412942989215	205	205	0	0.0	0	30721	0.0
LITCHI027173	GW_M1	Guiwei	mock	2897	1721	0.5940628236106317	5.175008629616845	100	100	0	0.0	0	15001	0.0
LITCHI027341	GW_M1	Guiwei	mock	2795	2566	0.9180679785330949	12.89731663685152	246	228	18	0.07317073170731707	0	36324	0.0
LITCHI027423	GW_M1	Guiwei	mock	4590	1531	0.3335511982570806	24.39128540305011	760	722	38	0.05	0	112968	0.0
LITCHI027669	GW_M1	Guiwei	mock	2734	2352	0.8602779809802488	44.96854425749817	873	863	10	0.011454753722794959	0	128882	0.0
LITCHI027763	GW_M1	Guiwei	mock	522	436	0.8352490421455939	33.25478927203065	150	150	0	0.0	0	22467	0.0
LITCHI027783	GW_M1	Guiwei	mock	2347	1862	0.7933532168726033	39.92074989348104	644	622	22	0.034161490683229816	0	94951	0.0
LITCHI028081	GW_M1	Guiwei	mock	1636	1553	0.9492665036674817	98.6497555012225	1151	1145	6	0.005212858384013901	0	170835	0.0
LITCHI028340	GW_M1	Guiwei	mock	687	687	1.0	115.6622998544396	775	674	101	0.13032258064516128	0	115163	0.0
LITCHI028428	GW_M1	Guiwei	mock	6349	5214	0.821231690029926	11.950385887541344	510	510	0	0.0	0	76096	0.0
LITCHI028584	GW_M1	Guiwei	mock	3998	3963	0.9912456228114057	195.0735367683842	5325	5295	30	0.005633802816901409	0	787336	0.0
LITCHI028716	GW_M1	Guiwei	mock	5125	4847	0.9457560975609756	12.499121951219513	448	444	4	0.008928571428571428	0	65453	0.0
LITCHI028717	GW_M1	Guiwei	mock	504	504	1.0	1099.2996031746031	5003	4927	76	0.015190885468718768	0	740030	0.0
LITCHI028799	GW_M1	Guiwei	mock	1551	481	0.31012250161186333	9.420373952288847	98	98	0	0.0	0	14611	0.0
LITCHI028926	GW_M1	Guiwei	mock	3078	2601	0.8450292397660819	9.496101364522417	205	203	2	0.00975609756097561	0	30472	0.0
LITCHI028928	GW_M1	Guiwei	mock	1659	1415	0.8529234478601567	71.71488848704038	818	818	0	0.0	0	121936	0.0
LITCHI029020	GW_M1	Guiwei	mock	4418	4147	0.9386600271616116	43.842462652784064	1308	1288	20	0.01529051987767584	0	194612	0.0
LITCHI029021	GW_M1	Guiwei	mock	2084	1910	0.9165067178502879	10.48320537428023	146	146	0	0.0	0	21847	0.0
LITCHI029066	GW_M1	Guiwei	mock	1657	1581	0.9541339770669885	217.15328907664454	2454	2443	11	0.004482477587612062	0	365345	0.0
LITCHI029373	GW_M1	Guiwei	mock	2488	2274	0.9139871382636656	45.588022508038584	786	766	20	0.02544529262086514	0	117165	0.0
LITCHI029443	GW_M1	Guiwei	mock	2738	0	0.0	0.0	0	0	0	0.0	0	0	nan
LITCHI029495	GW_M1	Guiwei	mock	1706	0	0.0	0.0	0	0	0	0.0	0	0	nan
LITCHI029534	GW_M1	Guiwei	mock	1621	1560	0.9623689080814312	1491.1542257865515	16533	16407	126	0.007621121393576484	0	2427389	0.0
LITCHI029667	GW_M1	Guiwei	mock	2760	1871	0.6778985507246377	1.6728260869565217	32	32	0	0.0	0	4626	0.0
LITCHI029789	GW_M1	Guiwei	mock	1861	1174	0.630843632455669	526.2971520687802	7229	6245	984	0.13611841195186056	0	1017696	0.0
LITCHI030216	GW_M1	Guiwei	mock	3030	2708	0.8937293729372937	271.34389438943896	5632	5524	108	0.019176136363636364	0	827063	0.0
LITCHI030334	GW_M1	Guiwei	mock	2007	1892	0.942700548081714	11.957648231190833	193	174	19	0.09844559585492228	0	25178	0.0
LITCHI030349	GW_M1	Guiwei	mock	4645	4124	0.8878363832077503	7.742303552206674	248	238	10	0.04032258064516129	0	36014	0.0
LITCHI030441	GW_M1	Guiwei	mock	3020	2362	0.7821192052980133	78.99271523178808	1628	1612	16	0.009828009828009828	0	242001	0.0
LITCHI030520	GW_M1	Guiwei	mock	3696	3198	0.8652597402597403	45.18290043290043	1162	1154	8	0.0068846815834767644	0	171941	0.0
LITCHI030689	GW_M1	Guiwei	mock	2773	971	0.3501622791200866	24.790479624954923	606	486	120	0.19801980198019803	0	74146	0.0
LITCHI030690	GW_M1	Guiwei	mock	2490	550	0.22088353413654618	0.3457831325301205	6	6	0	0.0	0	875	0.0
LITCHI030745	GW_M1	Guiwei	mock	1833	885	0.4828150572831424	14.24822695035461	194	194	0	0.0	0	28979	0.0
LITCHI030761	GW_M1	Guiwei	mock	1869	1364	0.7298020331728197	252.19850187265916	3174	3170	4	0.001260239445494644	0	472672	0.0
LITCHI030763	GW_M1	Guiwei	mock	2712	2582	0.9520648967551623	26.9070796460177	645	549	96	0.14883720930232558	0	91941	0.0
LITCHI030858	GW_M1	Guiwei	mock	2243	1654	0.7374052608114133	59.308961212661615	904	892	12	0.01327433628318584	0	134337	0.0
LITCHI030862	GW_M1	Guiwei	mock	954	892	0.9350104821802935	142.79559748427673	1013	1005	8	0.007897334649555774	0	150273	0.0
LITCHI030869	GW_M1	Guiwei	mock	3350	835	0.24925373134328357	0.2734328358208955	10	4	6	0.6	0	1500	0.0
LITCHI031005	GW_M1	Guiwei	mock	2922	1576	0.5393566050650239	5.291581108829569	105	105	0	0.0	0	15701	0.0
LITCHI031010	GW_M1	Guiwei	mock	2544	2162	0.8498427672955975	5.535770440251572	99	97	2	0.020202020202020204	0	14630	0.0
LITCHI031097	GW_M1	Guiwei	mock	1894	1713	0.9044350580781415	193.60084477296726	2460	2376	84	0.03414634146341464	0	367066	0.0
LITCHI031200	GW_M1	Guiwei	mock	1002	827	0.8253493013972056	5.192614770459082	48	48	0	0.0	0	7198	0.0
LITCHI031372	GW_M1	Guiwei	mock	1993	1924	0.9653788258906172	162.94681384846965	2239	2202	37	0.01652523447967843	0	331441	0.0
LITCHI031448	GW_M1	Guiwei	mock	2706	1200	0.4434589800443459	0.9101995565410199	18	18	0	0.0	0	2469	0.0
LITCHI031732	GW_M1	Guiwei	mock	5382	4909	0.9121144555927164	16.189149015235973	588	582	6	0.01020408163265306	0	87285	0.0
LITCHI000271	GW_M2	Guiwei	mock	9167	7722	0.8423693683866041	21.464055852514456	1353	1317	36	0.026607538802660754	0	199369	0.0
LITCHI001129	GW_M2	Guiwei	mock	4899	3958	0.8079199836701367	42.77566850377628	1424	1418	6	0.004213483146067416	0	211313	0.0
LITCHI001375	GW_M2	Guiwei	mock	1462	1155	0.7900136798905609	4.253077975376197	46	46	0	0.0	0	6859	0.0
LITCHI001603	GW_M2	Guiwei	mock	4354	3546	0.8144235186035829	23.9232889297198	710	674	36	0.05070422535211268	0	104486	0.0
LITCHI001700	GW_M2	Guiwei	mock	1251	1041	0.8321342925659473	59.82174260591527	584	573	11	0.018835616438356163	0	87138	0.0
LITCHI001879	GW_M2	Guiwei	mock	3265	3098	0.9488514548238898	88.3301684532925	1980	1954	26	0.013131313131313131	0	294050	0.0
LITCHI001963	GW_M2	Guiwei	mock	1735	775	0.44668587896253603	8.48414985590778	102	100	2	0.0196078431372549	0	14898	0.0
LITCHI001999	GW_M2	Guiwei	mock	2280	1061	0.46535087719298246	97.50438596491227	1496	1496	0	0.0	0	222382	0.0
LITCHI002015	GW_M2	Guiwei	mock	3840	3587	0.9341145833333333	6.97109375	184	168	16	0.08695652173913043	0	26958	0.0
LITCHI002040	GW_M2	Guiwei	mock	2779	1585	0.5703490464195754	2399.119107592659	45326	45022	304	0.006706967303534395	0	6688116	0.0
LITCHI002263	GW_M2	Guiwei	mock	594	555	0.9343434343434344	70.28787878787878	284	280	4	0.014084507042253521	0	41820	0.0
LITCHI002571	GW_M2	Guiwei	mock	1298	755	0.5816640986132512	3.8959938366718028	38	36	2	0.05263157894736842	0	5497	0.0
LITCHI003414	GW_M2	Guiwei	mock	2392	2263	0.9460702341137124	94.31814381270902	1529	1515	14	0.009156311314584695	0	227318	0.0
LITCHI003497	GW_M2	Guiwei	mock	4799	3672	0.7651594082100438	19.913106897270264	668	642	26	0.038922155688622756	0	98213	0.0
LITCHI003742	GW_M2	Guiwei	mock	3145	2400	0.7631160572337043	110.43434022257551	2459	2435	24	0.009760065067100447	0	357264	0.0
LITCHI004207	GW_M2	Guiwei	mock	1939	1356	0.6993295513151109	14.288808664259928	189	187	2	0.010582010582010581	0	28241	0.0
LITCHI004438	GW_M2	Guiwei	mock	2296	2150	0.936411149825784	162.95078397212544	2536	2520	16	0.006309148264984227	0	375305	0.0
LITCHI004751	GW_M2	Guiwei	mock	2643	1699	0.6428301172909573	41.86000756715853	748	748	0	0.0	0	111662	0.0
LITCHI004929	GW_M2	Guiwei	mock	4026	2703	0.6713859910581222	254.68007948335818	7048	6960	88	0.012485811577752554	0	1029015	0.0
LITCHI005008	GW_M2	Guiwei	mock	2428	1143	0.47075782537067545	3303.7677100494234	53964	53776	188	0.0034838040174931437	0	8043209	0.0
LITCHI005012	GW_M2	Guiwei	mock	4017	3094	0.7702265372168284	136.69977595220314	3700	3698	2	0.0005405405405405405	0	549915	0.0
LITCHI005048	GW_M2	Guiwei	mock	4711	4591	0.9745277011250265	77.63341116535767	2486	2469	17	0.006838294448913918	0	369490	0.0
LITCHI005234	GW_M2	Guiwei	mock	1852	1691	0.9130669546436285	199.0048596112311	2540	2520	20	0.007874015748031496	0	373257	0.0
LITCHI005254	GW_M2	Guiwei	mock	2523	367	0.14546175188267935	0.23622671422909236	4	4	0	0.0	0	596	0.0
LITCHI005454	GW_M2	Guiwei	mock	367	341	0.9291553133514986	911.8855585831062	2688	2686	2	0.000744047619047619	0	401283	0.0
LITCHI005518	GW_M2	Guiwei	mock	4337	3392	0.7821074475443855	278.521558681116	8125	8117	8	0.0009846153846153846	0	1210510	0.0
LITCHI005805	GW_M2	Guiwei	mock	2410	2044	0.8481327800829875	51.39585062240664	903	901	2	0.0022148394241417496	0	134257	0.0
LITCHI005866	GW_M2	Guiwei	mock	5857	5511	0.9409253884241079	102.27693358374594	4044	3978	66	0.016320474777448073	0	599977	0.0
