gene_id	guiwei_alignments	yurong1_alignments	guiwei_mismatch_rate	yurong1_mismatch_rate	absolute_cultivar_mismatch_rate_difference	cultivar_mismatch_rate_ratio	higher_mismatch_cultivar	guiwei_mean_coverage_breadth	yurong1_mean_coverage_breadth	breadth_loss_in_higher_mismatch_cultivar	guiwei_multi_alignment_fraction	yurong1_multi_alignment_fraction	observed_bias_evaluable	severe_composite_cultivar_bias	severe_bilateral_multimapping	observed_mapping_sensitivity_status
LITCHI019857	3735	3262	0.0	0.0	0.0	nan	Guiwei	0.7303431214370226	0.7279229859094332	-0.002420135527589462	0.020883534136546186	0.015328019619865114	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019897	8267	7229	0.0	0.0	0.0	nan	Guiwei	0.7767847291183935	0.7657232704402516	-0.0110614586781419	0.00979799201645095	0.011204869276525108	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019913	9616	11487	0.0	0.0	0.0	nan	Guiwei	0.6574504010130857	0.6971697923576353	0.039719391344549604	0.013519134775374376	0.010794811526072952	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI020058	17692	10517	0.0	0.0	0.0	nan	Guiwei	0.8478985045006734	0.8850024806860869	0.0371039761854135	0.032217951616549854	0.03594180850052296	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI020557	3341	656	0.0	0.0	0.0	nan	Guiwei	0.6469552974304822	0.5103836677226329	-0.1365716297078493	0.00149655791679138	0.006097560975609756	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI020645	9208	10072	0.0	0.0	0.0	nan	Guiwei	0.7279279279279279	0.8692406692406692	0.1413127413127413	0.1197871416159861	0.10276012708498809	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI020862	10329	9274	0.0	0.0	0.0	nan	Guiwei	0.9650103519668737	0.9601104209799862	-0.004899930986887457	0.010262368089844128	0.007008841923657537	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021120	6763	5124	0.0	0.0	0.0	nan	Guiwei	0.8947869878862121	0.8897509187423439	-0.005036069143868227	0.0020700872393908027	0.00624512099921936	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021264	5685	4099	0.0	0.0	0.0	nan	Guiwei	0.6357279084551811	0.5840220385674931	-0.051705869887687994	0.013016710642040458	0.024396194193705784	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021309	9239	1281	0.0	0.0	0.0	nan	Guiwei	0.6591362126245847	0.6177187153931339	-0.04141749723145072	0.04935599090810694	0.03747072599531616	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021546	10607	7974	0.0	0.0	0.0	nan	Guiwei	0.8991337824831569	0.9076997112608277	0.008565928777670817	0.0015084378240784388	0.006019563581640331	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021650	5502	3263	0.0	0.0	0.0	nan	Guiwei	0.5999753451676528	0.6246712689020382	0.02469592373438534	0.0010905125408942203	0.0006129328838492185	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021828	43930	31759	0.0	0.0	0.0	nan	Guiwei	0.5547820321564727	0.6243991380739268	0.06961710591745407	0.002595037559754154	0.0036839950880065493	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021860	9181	7937	0.0	0.0	0.0	nan	Guiwei	0.9171995960955907	0.9188825311342983	0.0016829350387076447	0.00588171223178303	0.003401789089076477	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI021914	3879	3678	0.0	0.0	0.0	nan	Guiwei	0.7933333333333333	0.8082905982905983	0.014957264957265015	0.013405516885795308	0.015769439912996192	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI022018	793	898	0.0	0.0	0.0	nan	Guiwei	0.6117055152209909	0.6155903706534199	0.003884855432429002	0.05926860025220681	0.036748329621380846	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI022605	17945	13684	0.0	0.0	0.0	nan	Guiwei	0.8683649920113616	0.853009053790165	-0.01535593822119663	0.00011145165784341042	0.0010230926629640456	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI022789	11557	7158	0.0	0.0	0.0	nan	Guiwei	0.6114870727051883	0.6665799062988027	0.05509283359361439	0.004672492861469239	0.0019558535903883767	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI022817	3266	2548	0.0	0.0	0.0	nan	Guiwei	0.7430762112499174	0.7181902306827946	-0.024885980567122767	0.011941212492345376	0.017660910518053376	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023078	2624	582	0.0	0.0	0.0	nan	Guiwei	0.9513340203824573	0.6395282262681782	-0.3118057941142791	0.007621951219512195	0.003436426116838488	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023108	8712	40214	0.0	0.0	0.0	nan	Guiwei	0.9546070460704607	0.9889058265582656	0.03429878048780499	0.009412304866850322	0.0087283035758691	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023124	6673	4236	0.0	0.0	0.0	nan	Guiwei	0.7936402341671102	0.8400745077168706	0.046434273549760485	0.026075228532893752	0.08380547686496695	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023129	9602	6635	0.0	0.0	0.0	nan	Guiwei	0.8789766032654436	0.8638276384447062	-0.015148964820737354	0.022287023536763175	0.001808590806330068	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023296	1952	3168	0.0	0.0	0.0	nan	Guiwei	0.8152636991332453	0.863155575143235	0.04789187600998979	0.0010245901639344263	0.005681818181818182	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023464	326	522	0.0	0.0	0.0	nan	Guiwei	0.805132543711224	0.7319984959578868	-0.0731340477533372	0.018404907975460124	0.038314176245210725	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI023626	23417	10454	0.0	0.0	0.0	nan	Guiwei	0.7335912869016911	0.7366007451991975	0.003009458297506429	0.2279540504761498	0.20901090491677826	True	False	True	FAIL_SEVERE_BILATERAL_MULTIMAPPING
LITCHI024578	968	1927	0.0	0.0	0.0	nan	Guiwei	0.5061332192269291	0.5835116245899301	0.077378405363001	0.0	0.013492475350285417	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI024820	18904	5368	0.0	0.0	0.0	nan	Guiwei	0.8041316526610643	0.7645658263305323	-0.03956582633053207	0.006242065171392298	0.004843517138599106	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI025047	62688	37994	0.0	0.0	0.0	nan	Guiwei	0.841018444266239	0.7521718791766908	-0.08884656508954814	0.009970010209290454	0.007659104069063536	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI025204	8379	2677	0.0	0.0	0.0	nan	Guiwei	0.9166237334707197	0.865533230293663	-0.051090503177056656	0.019811433345267932	0.01867762420620097	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI025238	4068	1894	0.0	0.0	0.0	nan	Guiwei	0.767650531286895	0.699685163321527	-0.067965367965368	0.009341199606686333	0.012671594508975714	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI025608	4089	4268	0.0	0.0	0.0	nan	Guiwei	0.8544844417327639	0.8320791810724697	-0.022405260660294246	0.01760821716801174	0.01569821930646673	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI025819	5406	5705	0.0	0.0	0.0	nan	Guiwei	0.8482573726541555	0.904468275245755	0.056210902591599554	0.07787643359230485	0.08992112182296232	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI025875	12925	2622	0.0	0.0	0.0	nan	Guiwei	0.8975557153127247	0.8698777857656363	-0.027677929547088365	0.013307543520309478	0.009534706331045004	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI026128	6954	10943	0.0	0.0	0.0	nan	Guiwei	0.8460251869342779	0.8292994883903976	-0.016725698543880285	0.006614897900488927	0.010052088092844741	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI026129	5808	3902	0.0	0.0	0.0	nan	Guiwei	0.9119644723092998	0.8556252176941833	-0.05633925461511646	0.010330578512396695	0.011019989748846746	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI026181	5997	6329	0.0	0.0	0.0	nan	Guiwei	0.8156527568292274	0.8495894084129377	0.03393665158371029	0.0015007503751875938	0.0011060199083583505	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI026900	5374	5194	0.0	0.0	0.0	nan	Guiwei	0.7950501253132832	0.8087719298245615	0.013721804511278246	0.016002977298101972	0.011551790527531768	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027034	4672	3702	0.0	0.0	0.0	nan	Guiwei	0.9979314420803781	0.9965524034672972	-0.001379038613080863	0.003424657534246575	0.016747703943814155	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027135	1394	1519	0.0	0.0	0.0	nan	Guiwei	0.9590395480225989	0.9653312788906009	0.0062917308680019435	0.00430416068866571	0.01184990125082291	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027173	582	278	0.0	0.0	0.0	nan	Guiwei	0.686169600736394	0.6215625359567368	-0.06460706477965716	0.003436426116838488	0.007194244604316547	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027341	1672	4806	0.0	0.0	0.0	nan	Guiwei	0.8510435301132976	0.9494931425163983	0.09844961240310068	0.08373205741626795	0.06824802330420308	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027423	3354	343	0.0	0.0	0.0	nan	Guiwei	0.34313725490196084	0.28503994190268694	-0.0580973129992739	0.056648777579010136	0.0058309037900874635	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027669	7408	8520	0.0	0.0	0.0	nan	Guiwei	0.8509509875640088	0.8552182394537917	0.0042672518897829415	0.008639308855291577	0.00539906103286385	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027763	882	1414	0.0	0.0	0.0	nan	Guiwei	0.8901660280970626	0.8799489144316731	-0.010217113665389466	0.0011337868480725624	0.014144271570014143	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI027783	3731	2640	0.0	0.0	0.0	nan	Guiwei	0.8285044737963357	0.7323533588978838	-0.09615111489845196	0.023586169927633342	0.025757575757575757	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028081	6547	5291	0.0	0.0	0.0	nan	Guiwei	0.9454971475142625	0.922881010594947	-0.02261613691931552	0.03299221017259814	0.08278208278208278	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028340	4266	3258	0.0	0.0	0.0	nan	Guiwei	0.9395924308588063	0.9577874818049491	0.01819505094614282	0.12611345522737927	0.120012277470841	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028428	2800	2010	0.0	0.0	0.0	nan	Guiwei	0.7633223079750092	0.6184963511314119	-0.14482595684359734	0.004285714285714286	0.003980099502487562	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028584	36181	31134	0.0	0.0	0.0	nan	Guiwei	0.9796148074037018	0.9764465566116391	-0.0031682507920626213	0.006909703988281142	0.006488083766942892	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028716	2409	2296	0.0	0.0	0.0	nan	Guiwei	0.9358048780487805	0.952130081300813	0.01632520325203246	0.005811540058115401	0.018728222996515678	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028717	42884	41694	0.0	0.0	0.0	nan	Guiwei	1.0	1.0	0.0	0.01937785654323291	0.015038134983450857	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028799	1052	1493	0.0	0.0	0.0	nan	Guiwei	0.3965183752417795	0.40253599828067915	0.006017623038899633	0.0038022813688212928	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028926	1049	1829	0.0	0.0	0.0	nan	Guiwei	0.7757201646090536	0.785899935022742	0.01017977041368845	0.019065776930409915	0.017495899398578457	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI028928	5047	3642	0.0	0.0	0.0	nan	Guiwei	0.8706047819971872	0.8371508941129194	-0.03345388788426773	0.006340400237765009	0.0054914881933003845	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029020	9074	11228	0.0	0.0	0.0	nan	Guiwei	0.9191564810623208	0.8571374679342085	-0.06201901312811231	0.015428697377121445	0.019593872461702886	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029021	1958	1344	0.0	0.0	0.0	nan	Guiwei	0.926663467690339	0.9478566858605246	0.0211932181701856	0.0	0.001488095238095238	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029066	20435	57844	0.0	0.0	0.0	nan	Guiwei	0.9690203178434921	0.9785757392878697	0.009555421444377599	0.002936138977244923	0.00200539381785492	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029373	5667	6259	0.0	0.0	0.0	nan	Guiwei	0.9464094319399785	0.9568595927116829	0.010450160771704353	0.028939474148579496	0.02748042818341588	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029443	165	234	0.0	0.0	0.0	nan	Guiwei	0.29187971755539327	0.6194302410518627	0.32755052349646946	0.0	0.021367521367521368	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029495	158	360	0.0	0.0	0.0	nan	Guiwei	0.28419304415787416	0.626611957796014	0.3424189136381398	0.05063291139240506	0.14444444444444443	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029534	99804	72195	0.0	0.0	0.0	nan	Guiwei	0.9889985605593253	0.9879703886489821	-0.0010281719103432119	0.007144002244399022	0.007452039614931782	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029667	453	355	0.0	0.0	0.0	nan	Guiwei	0.7558574879227052	0.6341787439613528	-0.12167874396135248	0.013245033112582781	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI029789	64274	82238	0.0	0.0	0.0	nan	Guiwei	0.6872649113379903	0.7583736342468207	0.07110872290883041	0.11600336061237826	0.12426129040103115	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030216	27815	32358	0.0	0.0	0.0	nan	Guiwei	0.8991749174917492	0.9152915291529155	0.01611661166116629	0.01700521301456049	0.017213672044007665	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030334	758	179	0.0	0.0	0.0	nan	Guiwei	0.9104799867131707	0.3977744560704202	-0.5127055306427504	0.059366754617414245	0.01675977653631285	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030349	1740	105	0.0	0.0	0.0	nan	Guiwei	0.7785073555794763	0.23616792249730892	-0.5423394330821674	0.006896551724137931	0.009523809523809525	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030441	8845	7310	0.0	0.0	0.0	nan	Guiwei	0.7752759381898455	0.7790286975717439	0.0037527593818983407	0.0078010175240248725	0.0024623803009575923	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030520	6327	5068	0.0	0.0	0.0	nan	Guiwei	0.8721590909090909	0.8836580086580087	0.011498917748917759	0.005847953216374269	0.02722967640094712	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030689	2870	1754	0.0	0.0	0.0	nan	Guiwei	0.26938333934367115	0.16654645991104702	-0.10283687943262412	0.19303135888501743	0.07354618015963511	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030690	404	604	0.0	0.0	0.0	nan	Guiwei	0.3782463186077644	0.6180722891566265	0.23982597054886207	0.04950495049504951	0.09933774834437085	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030745	1667	1058	0.0	0.0	0.0	nan	Guiwei	0.4828150572831424	0.41243862520458263	-0.07037643207855976	0.003599280143971206	0.001890359168241966	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030761	22987	25805	0.0	0.0	0.0	nan	Guiwei	0.7176743356518637	0.73764936686285	0.019975031210986316	0.0005655370426762953	0.040069753923658205	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030763	3862	6877	0.0	0.0	0.0	nan	Guiwei	0.9402040314650933	0.9941002949852508	0.05389626352015742	0.16649404453650957	0.10484222771557365	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030858	10404	18675	0.0	0.0	0.0	nan	Guiwei	0.7501114578689254	0.786149502154852	0.03603804428592661	0.009034986543637063	0.014886211512717537	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030862	36691	304	0.0	0.0	0.0	nan	Guiwei	0.8819007686932215	0.7611809923130678	-0.12071977638015374	0.007195224987054046	0.14144736842105263	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI030869	273	1165	0.0	0.0	0.0	nan	Guiwei	0.46681592039801	0.9494029850746268	0.48258706467661683	0.02197802197802198	0.03776824034334764	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031005	736	365	0.0	0.0	0.0	nan	Guiwei	0.5582934063426876	0.44495779146703174	-0.11333561487565591	0.043478260869565216	0.005479452054794521	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031010	723	3887	0.0	0.0	0.0	nan	Guiwei	0.849253144654088	0.985587002096436	0.13633385744234805	0.019363762102351315	0.01595060457936712	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031097	20012	46401	0.0	0.0	0.0	nan	Guiwei	0.9408658922914467	0.9781766983456529	0.037310806054206225	0.04387367579452329	0.03954656149651947	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031200	1124	620	0.0	0.0	0.0	nan	Guiwei	0.8253493013972055	0.8393213572854291	0.013972055888223589	0.0071174377224199285	0.06774193548387097	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031372	14839	25823	0.0	0.0	0.0	nan	Guiwei	0.9542565646429169	0.9770028432848301	0.022746278641913253	0.011523687580025609	0.015102815319676258	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031448	863	712	0.0	0.0	0.0	nan	Guiwei	0.6801552106430155	0.4604582409460458	-0.21969696969696972	0.013904982618771726	0.06601123595505617	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI031732	3171	2420	0.0	0.0	0.0	nan	Guiwei	0.9009661835748792	0.8657252570296049	-0.03524092654527433	0.007568590350047304	0.004132231404958678	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
