gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status	composite_null_log2fc	composite_null_lfc_se	composite_null_p	composite_null_q	composite_null_pass	apeglm_threshold_log2fc	apeglm_threshold_lfc_se	apeglm_fsos_svalue	apeglm_fsos_svalue_lt_0_05
LITCHI026933	25.8769591384063	-0.720069620270672	0.527356336098092	-1.36543276525028	0.172117071598573	0.544743908082112	-1.36543276525028	-0.0697670308553009	FALSE	5450	5450	5282	1	0.96917431	PASS	1	LITCHI026932	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	-0.720069620270673	0.527356336098093	0.797798712833898	1	FALSE	-0.0697670308229716	0.177714887178706	0.86558091185056	FALSE
LITCHI009968	59.1955671035289	-0.922372398817735	0.675523825510711	-1.36541801189677	0.172121705901594	0.544743908082112	-1.36541801189677	-0.0542334228582217	FALSE	2219	2146	339	0.9671023	0.15796831	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.922372398817736	0.675523825510714	0.61744204688282	1	FALSE	-0.0542334228191316	0.173257757685955	0.885704016530955	FALSE
LITCHI017238	1737.8831719294	0.22688701202719	0.166212295424085	1.36504349120681	0.172239381091163	0.54481695675189	1.36504349120681	0.125108769497847	FALSE	8244	8244	8244	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.226887012027191	0.166212295424106	1	1	FALSE	0.125108769469105	0.1387292567615	0.914537667964068	FALSE
LITCHI004101	19.2790065474285	-1.50689114517102	1.10395736656373	-1.36499034365928	0.172256085037787	0.54481695675189	-1.36499034365928	-0.0334452278695191	FALSE	3267	3267	3267	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-1.50689114517102	1.10395736656373	0.403654344746726	1	FALSE	-0.0334452278536987	0.168663572899633	0.909741269831258	FALSE
LITCHI020010	507.089173722102	0.360226715614363	0.26391100388629	1.36495527018484	0.172267109078378	0.54481695675189	1.36495527018484	0.120686083255036	FALSE	3526	3526	727	1	0.20618264	FAIL	1	LITCHI020011	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.360226715614359	0.26391100388629	1	1	FALSE	0.120686083219929	0.179434199008897	0.825097523849966	FALSE
LITCHI002218	419.169363188376	0.254902693981248	0.18675502289947	1.36490408677502	0.172283197624318	0.54481695675189	1.36490408677502	0.124203899296163	FALSE	8333	8333	8332	1	0.99988	PASS	2	LITCHI002217;LITCHI002219	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.254902693981251	0.186755022899464	1	1	FALSE	0.124203899262766	0.14968679032992	0.887373429444407	FALSE
LITCHI003776	1233.90620163516	0.290146673507107	0.212585990001129	1.36484381452215	0.172302144518892	0.54481695675189	1.36484381452215	0.127621744136743	FALSE	3087	3087	3087	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.290146673507107	0.212585990001134	1	1	FALSE	0.127621744099727	0.163605176750666	0.852020950219812	FALSE
LITCHI024895	874.429579709402	-0.394027583091505	0.288705164265402	-1.36480961154294	0.172312897095609	0.54481695675189	-1.36480961154294	-0.116554608441032	FALSE	4471	4471	4471	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.394027583091505	0.288705164265402	1	1	FALSE	-0.116554608388723	0.183784106487363	0.819440541018176	FALSE
LITCHI003945	21.5220067506691	-0.912857583199727	0.668981176388072	-1.36454898197342	0.172394849118032	0.544987455877115	-1.36454898197342	-0.055302479454492	FALSE	273	273	273	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.912857583199728	0.668981176388071	0.624034148661732	1	FALSE	-0.0553024794284319	0.173664643026808	0.884215747342826	FALSE
LITCHI012918	1313.70063504024	0.440363118165841	0.322772662045151	1.36431355547776	0.172468901377296	0.545082296388103	1.36431355547776	0.105375151095501	FALSE	807	807	802	1	0.99380421	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.440363118165838	0.322772662045151	1	1	FALSE	0.105375151051595	0.183508477505404	0.828166578806943	FALSE
LITCHI029114	37.8199110443813	1.18916681970604	0.871668333188519	1.36424230917754	0.172491316243314	0.545082296388103	1.36424230917754	0.0423022218117124	FALSE	7755	7755	7535	1	0.97163121	PASS	1	LITCHI029115	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	1.18916681970604	0.871668333188519	0.488210085344197	1	FALSE	0.0423022218097987	0.170455050570544	0.899673026758326	FALSE
LITCHI022598	26.4524458094332	-1.23031506941786	0.901867354482827	-1.36418627784058	0.172508945845841	0.545082296388103	-1.36418627784058	-0.0410739604646793	FALSE	4219	4219	4219	1	1	PASS	1	LITCHI022597	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	-1.23031506941786	0.901867354482829	0.474254611853645	1	FALSE	-0.0410739604452968	0.170199597609603	0.901261090038395	FALSE
LITCHI024072	3276.65471114272	1.2946336860969	0.949104382434316	1.36405827436636	0.172549225692533	0.545101261299517	1.36405827436636	0.0378296300201717	FALSE	7090	7090	7090	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	1.2946336860969	0.949104382434316	0.45462470660573	1	FALSE	0.0378296300023229	0.169412507577379	0.905418960345764	FALSE
LITCHI007257	119.52084582182	0.423307269918898	0.310363780980593	1.36390679537883	0.1725969018481	0.545101261299517	1.36390679537883	0.109388187217152	FALSE	3747	3747	3747	1	1	PASS	1	LITCHI007258	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.4233072699189	0.310363780980593	1	1	FALSE	0.10938818717323	0.183826700656419	0.825017436102142	FALSE
LITCHI001759	22.8253348014514	-1.03452024153128	0.758501544093106	-1.36389998093965	0.172599046840891	0.545101261299517	-1.36389998093965	-0.0500674196118536	FALSE	2384	2384	2384	1	1	PASS	1	LITCHI001758	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	-1.03452024153128	0.758501544093105	0.553387346051593	1	FALSE	-0.050067419593134	0.172535208394787	0.889868895524254	FALSE
LITCHI000207	920.763598391935	-0.308498525769808	0.226227302319394	-1.36366620035216	0.172672646434588	0.545110396868852	-1.36366620035216	-0.124646333320319	FALSE	759	759	669	1	0.88142292	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.308498525769808	0.226227302319394	1	1	FALSE	-0.124646333284767	0.168046407014827	0.844859957872676	FALSE
LITCHI004662	35049.1864425207	-0.327209889400797	0.239953368209426	-1.36363949313358	0.172681055984818	0.545110396868852	-1.36363949313358	-0.124016095092418	FALSE	4152	4152	4152	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.327209889400797	0.239953368209423	1	1	FALSE	-0.124016091371235	0.173138638800254	0.834397495425561	FALSE
LITCHI015065	277.527488817937	-0.325299894436904	0.238555477295328	-1.36362366576136	0.1726860398412	0.545110396868852	-1.36362366576136	-0.122781402216269	FALSE	666	666	666	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.325299894436905	0.23855547729533	1	1	FALSE	-0.122781402174207	0.171911935682058	0.838161960007723	FALSE
LITCHI028248	741.025935039765	-0.330064722476468	0.242076976389512	-1.36347011351208	0.172734397251959	0.545174542211385	-1.36347011351208	-0.124123650068808	FALSE	3212	3212	1774	1	0.55230386	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.330064722476468	0.242076976389521	1	1	FALSE	-0.124123650025229	0.174022943843896	0.832578888442833	FALSE
LITCHI011297	658.717355352229	-0.199050036557315	0.146049352689166	-1.36289571225249	0.172915380240843	0.545657184158258	-1.36289571225249	-0.123315948119278	FALSE	889	889	889	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.199050036557314	0.146049352689138	1	1	FALSE	-0.123315948098741	0.125943016651978	0.947333264055644	FALSE
LITCHI017302	2678.97369300402	0.335130378007057	0.245965179830275	1.36251146702273	0.173036527773852	0.545950881480213	1.36251146702273	0.122427614851357	FALSE	7118	7118	7118	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.335130378007062	0.245965179830267	1	1	FALSE	0.122427614874979	0.174443689307208	0.833018913994665	FALSE
LITCHI009151	42.9809977982547	3.34518479731093	2.45591212819358	1.36209466084255	0.173168013086247	0.546277095143101	1.36209466084255	0.0144510544368647	FALSE	1227	1227	1072	1	0.87367563	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	3.34518479731093	2.45591212819358	0.261051537407529	1	FALSE	0.0144510542896084	0.166089636760138	0.927699475070219	FALSE
LITCHI017025	63.1058211324177	-0.499199364869917	0.366533180681418	-1.36194863434154	0.173214096139907	0.546293544295613	-1.36194863434154	-0.0963770967662787	FALSE	924	924	0	1	0	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.499199364869913	0.366533180681421	1	1	FALSE	-0.0963770967255561	0.183688895286142	0.834145212057646	FALSE
LITCHI027720	318.759507616059	-0.33256422571997	0.244194873677537	-1.36188045519385	0.173235615258988	0.546293544295613	-1.36188045519385	-0.136735419575226	FALSE	2086	1989	342	0.95349952	0.1719457	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.332564225719972	0.244194873677536	1	1	FALSE	-0.136735419553109	0.182247788470508	0.805464774601126	FALSE
LITCHI031346	4310.56470795349	-0.198451594321774	0.145728339433776	-1.36179136530927	0.173263737364038	0.546293544295613	-1.36179136530927	-0.123203247705591	FALSE	5529	5529	5206	1	0.94158076	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.198451594321776	0.145728339433775	1	1	FALSE	-0.123203247684649	0.125717998081543	0.947622576656644	FALSE
LITCHI026965	1863.74237175711	0.276087756192443	0.202761504516039	1.36163793443643	0.173312177337949	0.546293544295613	1.36163793443643	0.126407808680808	FALSE	4896	4896	4896	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.276087756192447	0.202761504516031	1	1	FALSE	0.126407808649836	0.158530735235375	0.864547599808273	FALSE
LITCHI018461	2145.71077114335	-0.173353599470914	0.127316234191924	-1.36159854688752	0.173324614093927	0.546293544295613	-1.36159854688752	-0.119194029485611	FALSE	1935	1935	1935	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.173353599470914	0.127316234191917	1	1	FALSE	-0.119194029467573	0.112700395021948	0.956241453432707	FALSE
LITCHI010981	482.535304435654	0.38625319368719	0.283687851122756	1.36154294996599	0.173342170151082	0.546293544295613	1.36154294996599	0.117044209149152	FALSE	2053	2053	2053	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.38625319368719	0.283687851122756	1	1	FALSE	0.117044209119386	0.182783752644269	0.821337617044259	FALSE
LITCHI022364	1414.84193362802	-0.33365197201843	0.245070110466335	-1.36145518269664	0.173369887469695	0.546293544295613	-1.36145518269664	-0.123166749287395	FALSE	1926	1926	1926	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.333651972018428	0.245070110466337	1	1	FALSE	-0.123166749248408	0.174530515343029	0.832247376971475	FALSE
LITCHI009959	105.792968183304	0.380466295868436	0.279504527443709	1.361216933937	0.173445144253811	0.546354807374606	1.361216933937	0.115627996002611	FALSE	2273	2273	74	1	0.03255609	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	0.380466295868438	0.279504527443698	1	1	FALSE	0.115627995961652	0.180683413543515	0.826132264459977	FALSE
LITCHI014081	53.9836011277811	0.772503543644878	0.567510003455109	1.36121573001661	0.173445524603931	0.546354807374606	1.36121573001661	0.0645958846122139	FALSE	660	660	101	1	0.1530303	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	0.77250354364488	0.567510003455114	0.74105016586144	1	FALSE	0.064595884582282	0.176124618719442	0.872848436547132	FALSE
LITCHI030126	596.545288087646	0.229169610194498	0.168383442475685	1.36099848551077	0.1735141680627	0.546459826829006	1.36099848551077	0.127368863599062	FALSE	3478	3478	3478	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.229169610194507	0.168383442475693	1	1	FALSE	0.127368863573097	0.140641881853444	0.907946057615484	FALSE
LITCHI016888	811.009603244026	-0.279999925820477	0.205747164892725	-1.36089323984837	0.173547430178528	0.546459826829006	-1.36089323984837	-0.127962275668708	FALSE	2565	2522	1229	0.98323587	0.48731166	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.279999925820485	0.205747164892732	1	1	FALSE	-0.127962275634777	0.160571825534023	0.858505119098122	FALSE
LITCHI027425	1435.75459564277	0.35269193880177	0.259171576943578	1.36084343414923	0.173563172563432	0.546459826829006	1.36084343414923	0.123113154430253	FALSE	4205	4205	4198	1	0.99833532	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.352691938801774	0.259171576943578	1	1	FALSE	0.123113154396314	0.179335504008679	0.823196263824406	FALSE
LITCHI004471	1418.21734601929	-0.201823921102347	0.148319556611456	-1.36073708493515	0.173596790566674	0.54647718837121	-1.36073708493515	-0.122823108168734	FALSE	2403	2403	2403	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.201823921102341	0.148319556611458	1	1	FALSE	-0.122823108146277	0.127281346324265	0.946116523445792	FALSE
LITCHI030238	23.5806130638118	0.846593360929538	0.622309842188963	1.3604049036918	0.173701827566736	0.546622999881812	1.3604049036918	0.0598347190837267	FALSE	525	525	239	1	0.4552381	FAIL	1	LITCHI030239	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.846593360929539	0.622309842188966	0.674179415557527	1	FALSE	0.0598347190558299	0.174911231073032	0.878543033366583	FALSE
LITCHI005221	107.09252358094	0.541135841503376	0.397787601738978	1.3603637698554	0.173714837548989	0.546622999881812	1.3603637698554	0.0894322095936447	FALSE	1380	1380	1380	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.541135841503375	0.397787601738974	1	1	FALSE	0.0894322095584442	0.182430922370844	0.842221193862842	FALSE
LITCHI027781	5.71593816557786	-2.56642283574898	1.88662627066842	-1.36032391557852	0.173727443521193	0.546622999881812	-1.36032391557852	-0.0203646072403125	FALSE	958	958	958	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-2.56642283574898	1.88662627066843	0.293595611259047	1	FALSE	-0.0203646072307407	0.166666901850448	0.92264731018296	FALSE
LITCHI025629	964.983264387003	0.209503583785633	0.154021052434624	1.36022693309773	0.173758122091782	0.546631076536919	1.36022693309773	0.122667321343257	FALSE	2930	2930	2930	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.209503583785638	0.154021052434639	1	1	FALSE	0.12266732131209	0.130790587916712	0.939585476368026	FALSE
LITCHI021456	343.377922028442	0.52540628500291	0.386414685046896	1.35969543947106	0.173926321907136	0.547071712954426	1.35969543947106	0.0895904632872873	FALSE	2724	2724	2724	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.52540628500291	0.386414685046896	1	1	FALSE	0.0895904632581426	0.181457582538607	0.843904649958919	FALSE
LITCHI004402	658.497810284006	-0.180779709141568	0.132984756364483	-1.35940173959555	0.17401932017623	0.547107710097067	-1.35940173959555	-0.118128457576384	FALSE	3119	3119	3119	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.180779709141564	0.132984756364449	1	1	FALSE	-0.118128457558873	0.11636772792551	0.954819289815332	FALSE
LITCHI020826	344.439868376187	0.333019117037971	0.244976294033564	1.35939323578936	0.174022013407621	0.547107710097067	1.35939323578936	0.121936952269206	FALSE	4509	4509	264	1	0.05854957	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	0.333019117037971	0.244976294033564	1	1	FALSE	0.121936952229163	0.173798352869395	0.834577236768811	FALSE
LITCHI010590	77.3842386771056	-0.630254713986509	0.463629605842374	-1.3593927265309	0.174022174695313	0.547107710097067	-1.3593927265309	-0.0784683145439146	FALSE	2460	2460	2406	1	0.97804878	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.630254713986508	0.463629605842374	0.922178050373044	1	FALSE	-0.0784683145215447	0.180099383850246	0.854488728684687	FALSE
LITCHI012562	106.676768561437	0.754630782369198	0.555244408926147	1.35909658924557	0.174115983505707	0.547283956313884	1.35909658924557	0.0652655133298448	FALSE	3771	3771	3771	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.754630782369199	0.555244408926149	0.75992898259095	1	FALSE	0.0652655132973214	0.176197632283662	0.8722044677803	FALSE
LITCHI002244	624.371179115058	0.265210325963014	0.195158120196529	1.35895101723639	0.174162110884411	0.547283956313884	1.35895101723639	0.128020719709903	FALSE	5413	5413	5413	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.265210325963011	0.195158120196531	1	1	FALSE	0.128020719678104	0.155399262216884	0.871028888491829	FALSE
LITCHI005100	340.501681729726	0.30418680222969	0.223840393334656	1.35894508447772	0.174163990990217	0.547283956313884	1.35894508447772	0.12579745347438	FALSE	2645	2645	2645	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.304186802229689	0.22384039333466	1	1	FALSE	0.125797453438781	0.16766144728006	0.844733241319776	FALSE
LITCHI022059	1081.45848061341	-0.223021656058295	0.164130503201324	-1.35880687445852	0.174207794374923	0.547283956313884	-1.35880687445852	-0.126611176347992	FALSE	3759	3759	2939	1	0.78185688	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.223021656058296	0.164130503201312	1	1	FALSE	-0.126611176322751	0.137919149102758	0.915599342947811	FALSE
LITCHI030594	1596.04087783042	0.351922811012555	0.259033015789578	1.35860214552123	0.174272694952499	0.547283956313884	1.35860214552123	0.126127638873856	FALSE	2717	2717	2717	1	1	PASS	1	LITCHI030593	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.351922811012557	0.259033015789578	1	1	FALSE	0.126127638825092	0.18137889976267	0.816012415503257	FALSE
LITCHI004198	545.806815816923	-0.24498819282041	0.180341104072585	-1.35847118204292	0.174314220805922	0.547283956313884	-1.35847118204292	-0.128765414087558	FALSE	1958	1958	1958	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.244988192820411	0.180341104072581	1	1	FALSE	-0.128765414059568	0.147839125760328	0.888239696107702	FALSE
LITCHI022967	54.3595634847212	-0.877505845154734	0.645961485201	-1.35844917268045	0.174321200251967	0.547283956313884	-1.35844917268045	-0.0569554228004148	FALSE	8062	8062	8062	1	1	PASS	1	LITCHI022968	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	-0.877505845154734	0.645961485201	0.650634810957812	1	FALSE	-0.0569554227735144	0.174098354826073	0.88201106672168	FALSE
LITCHI002624	1201.3994113332	-0.201269702547139	0.148164502809719	-1.35842053076384	0.174330283276948	0.547283956313884	-1.35842053076384	-0.123967793099216	FALSE	2137	2137	2137	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.201269702547138	0.148164502809744	1	1	FALSE	-0.123967793078936	0.127446535500304	0.945477058688061	FALSE
LITCHI024892	327.387183446379	0.340408456327679	0.250592097871717	1.35841656308708	0.174331541548377	0.547283956313884	1.35841656308708	0.121219642415826	FALSE	5017	5017	5017	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.340408456327687	0.250592097871724	1	1	FALSE	0.121219642375598	0.175342409625286	0.832062643456457	FALSE
LITCHI024972	522.951547005526	0.649211013567563	0.477964345372978	1.35828335283243	0.17437379052307	0.547328225459417	1.35828335283243	0.0764978942670967	FALSE	2646	2646	948	1	0.35827664	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	0.649211013567563	0.477964345372977	0.893069564937692	1	FALSE	0.0764978942035578	0.17970741774515	0.856551715551532	FALSE
LITCHI014272	2262.04479756173	-0.769381786775144	0.566530622287881	-1.35805860531964	0.174445088792229	0.547389035153627	-1.35805860531964	-0.0645416453688434	FALSE	3572	3572	3572	1	1	PASS	2	LITCHI014271;LITCHI014273	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	-0.769381786775145	0.566530622287879	0.744784559209068	1	FALSE	-0.06454165015785	0.176182735642829	0.87278433018939	FALSE
LITCHI023276	938.500596657582	0.350423433851344	0.258051884925957	1.35795727263101	0.174477242408225	0.547389035153627	1.35795727263101	0.119816759496565	FALSE	4902	4902	4902	1	1	PASS	1	LITCHI023275	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.350423433851343	0.258051884925967	1	1	FALSE	0.119816759456158	0.177012089074043	0.829776302663166	FALSE
LITCHI008038	575.249682683424	0.283695673852687	0.208913730508887	1.35795609585661	0.174477615833488	0.547389035153627	1.35795609585661	0.131408195763151	FALSE	8537	8537	8537	1	1	PASS	2	LITCHI008037;LITCHI008039	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.283695673852684	0.208913730508897	1	1	FALSE	0.131408195739645	0.163610700756001	0.849050476510237	FALSE
LITCHI023678	39.2210467877722	1.14138066848538	0.840596304694475	1.35782261010561	0.174519978676694	0.547433615965207	1.35782261010561	0.0435531574506165	FALSE	312	312	312	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	1.14138066848538	0.840596304694475	0.508014364392884	1	FALSE	0.0435531574305144	0.170700083822906	0.898280513045708	FALSE
LITCHI029025	386.962055489645	-0.459611819659613	0.338564022081312	-1.35753296181373	0.174611927445892	0.547604998991641	-1.35753296181373	-0.10334027378697	FALSE	3628	3628	3628	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.459611819659613	0.338564022081312	1	1	FALSE	-0.103340273754495	0.184771552972007	0.827272494374259	FALSE
LITCHI016683	5201.29964272979	-0.156964935276545	0.115630865741904	-1.35746571012364	0.174633281648709	0.547604998991641	-1.35746571012364	-0.113948175995081	FALSE	4773	4773	4773	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.156964935276545	0.115630865741936	1	1	FALSE	-0.113948175982096	0.10370857826135	0.959166962311472	FALSE
LITCHI005158	643.498536800585	0.246998004916058	0.181966142882063	1.35738440681322	0.174659100218368	0.547604998991641	1.35738440681322	0.127615974119667	FALSE	1121	1121	1121	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.246998004916058	0.18196614288207	1	1	FALSE	0.127615974090586	0.148354097426263	0.887874819644978	FALSE
LITCHI012787	291.862061167912	0.293755391951597	0.216469247038122	1.3570305989001	0.174771488165116	0.547672729009034	1.3570305989001	0.126291054733024	FALSE	3115	3115	2670	1	0.85714286	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.293755391951595	0.216469247038125	1	1	FALSE	0.126291054696386	0.164711494808355	0.85079981270706	FALSE
LITCHI002084	515.599118205711	-0.267468776816277	0.197099164143949	-1.35702643883834	0.174772809939901	0.547672729009034	-1.35702643883834	-0.126400364358628	FALSE	2660	2660	2660	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.267468776816273	0.197099164143935	1	1	FALSE	-0.12640036432448	0.155726363855592	0.871662872635831	FALSE
LITCHI017564	29.8509959088679	-0.736385448415436	0.542654789845894	-1.35700534150737	0.17477951330144	0.547672729009034	-1.35700534150737	-0.0675091741277146	FALSE	300	300	300	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.736385448415436	0.542654789845894	0.780213342785133	1	FALSE	-0.0675091740965477	0.176960226258025	0.86881689880466	FALSE
LITCHI007779	900.406048076142	0.393649698045346	0.290096384300597	1.35696175253756	0.17479336365287	0.547672729009034	1.35696175253756	0.111876106883878	FALSE	4441	4441	4441	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.393649698045346	0.290096384300597	1	1	FALSE	0.111876106840559	0.181007102245562	0.828243896048391	FALSE
LITCHI013330	137.329559296505	0.427510304490244	0.315104945116013	1.35672356501053	0.174869061970886	0.547821638476539	1.35672356501053	0.106898522915609	FALSE	1598	1598	1598	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.427510304490243	0.315104945116011	1	1	FALSE	0.106898522866175	0.183030999767884	0.827895423545205	FALSE
LITCHI006601	2079.62420783342	-0.275051064493472	0.202750002337109	-1.35660202871983	0.174907696815627	0.547829561229592	-1.35660202871983	-0.126353794179556	FALSE	1462	1462	1462	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.27505106449347	0.202750002337112	1	1	FALSE	-0.126353794145711	0.158395605343163	0.865030166387418	FALSE
LITCHI031471	60.0732353189821	-2.31258824963392	1.70478760975217	-1.35652572578827	0.174931955804649	0.547829561229592	-1.35652572578827	-0.0199352098855173	FALSE	5675	5675	5621	1	0.99048458	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-2.31258824963391	1.70478760975217	0.310870823973177	1	FALSE	-0.0199352098760676	0.166629177753339	0.923104906096894	FALSE
LITCHI024051	38.1534060532456	0.989186385222533	0.729246608376791	1.3564497576812	0.17495611083753	0.547829561229592	1.3564497576812	0.0501577249083252	FALSE	330	330	330	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.989186385222533	0.729246608376791	0.57937121440988	1	FALSE	0.0501577248902123	0.172249201270121	0.890332572336495	FALSE
LITCHI020926	637.117926260691	0.498218743454924	0.367473546813584	1.35579485319433	0.175164449348229	0.548263855294365	1.35579485319433	0.0943664626611829	FALSE	3769	3769	3742	1	0.9928363	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.498218743454926	0.367473546813587	1	1	FALSE	0.0943664626585307	0.182569996079367	0.837989805637873	FALSE
LITCHI030089	273.757963649571	0.425766466621675	0.31408665297406	1.35557007147591	0.175235999667684	0.548263855294365	1.35557007147591	0.106140850798443	FALSE	6211	6211	6211	1	1	PASS	1	LITCHI030090	FAIL	FAIL	NOT_STATISTICAL_DISCOVERY	0.425766466621675	0.31408665297406	1	1	FALSE	0.106140850758389	0.182352662655207	0.829548135813742	FALSE
LITCHI029710	18.6844447853273	0.844614599728765	0.62307702701107	1.35555406974387	0.175241094013965	0.548263855294365	1.35555406974387	0.0588683822420382	FALSE	3357	3357	3357	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	0.844614599728768	0.623077027011069	0.676879184615669	1	FALSE	0.0588683822145209	0.174500615986598	0.879835983424003	FALSE
LITCHI021041	953.961858802894	-0.214297356546712	0.158096198617353	-1.35548709216839	0.175262418340115	0.548263855294365	-1.35548709216839	-0.124677436395172	FALSE	4267	4267	4267	1	1	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.214297356546709	0.158096198617377	1	1	FALSE	-0.124677436370903	0.133750228474486	0.928352342017831	FALSE
LITCHI009816	368.28855828458	-0.482328979572321	0.355835198006256	-1.35548417434478	0.175263347361051	0.548263855294365	-1.35548417434478	-0.0977355103407667	FALSE	1775	1775	187	1	0.10535211	FAIL	0		PASS	FAIL	NOT_STATISTICAL_DISCOVERY	-0.482328979572321	0.355835198006256	1	1	FALSE	-0.097735510299922	0.183390382547751	0.833819765875402	FALSE
