gene_id	contig	strand	tss_1based	window_bp	start_0based	end_0based	sequence_length	fraction_non_n	gc_fraction	mean_normalized_count	uniform_gene_qc_status	frozen_gene
LITCHI009592	HOST_Chr7	-	28148465	2000	28148465	28150465	2000	1.0	0.3545	nan	FAIL	False
LITCHI009593	HOST_Chr7	-	28155834	1000	28155834	28156834	1000	0.5	0.288	nan	FAIL	False
LITCHI009593	HOST_Chr7	-	28155834	2000	28155834	28157834	2000	0.75	0.274	nan	FAIL	False
LITCHI009594	HOST_Chr7	+	28182668	1000	28181667	28182667	1000	1.0	0.283	nan	FAIL	False
LITCHI009594	HOST_Chr7	+	28182668	2000	28180667	28182667	2000	1.0	0.3125	nan	FAIL	False
LITCHI009595	HOST_Chr7	-	28205837	1000	28205837	28206837	1000	1.0	0.416	nan	FAIL	False
LITCHI009595	HOST_Chr7	-	28205837	2000	28205837	28207837	2000	1.0	0.3715	nan	FAIL	False
LITCHI009596	HOST_Chr7	-	28267541	1000	28267541	28268541	1000	1.0	0.312	nan	FAIL	False
LITCHI009596	HOST_Chr7	-	28267541	2000	28267541	28269541	2000	1.0	0.325	nan	FAIL	False
LITCHI009597	HOST_Chr7	-	28311146	1000	28311146	28312146	1000	1.0	0.326	nan	FAIL	False
LITCHI009597	HOST_Chr7	-	28311146	2000	28311146	28313146	2000	1.0	0.288	nan	FAIL	False
LITCHI009598	HOST_Chr7	-	28354650	1000	28354650	28355650	1000	1.0	0.223	nan	FAIL	False
LITCHI009598	HOST_Chr7	-	28354650	2000	28354650	28356650	2000	1.0	0.264	nan	FAIL	False
LITCHI009599	HOST_Chr7	+	28377535	1000	28376534	28377534	1000	1.0	0.35	nan	FAIL	False
LITCHI009599	HOST_Chr7	+	28377535	2000	28375534	28377534	2000	1.0	0.2945	nan	FAIL	False
LITCHI009600	HOST_Chr7	-	28386141	1000	28386141	28387141	1000	1.0	0.252	nan	FAIL	False
LITCHI009600	HOST_Chr7	-	28386141	2000	28386141	28388141	2000	1.0	0.2645	nan	FAIL	False
LITCHI009601	HOST_Chr7	-	28397242	1000	28397242	28398242	1000	1.0	0.325	nan	PASS	False
LITCHI009601	HOST_Chr7	-	28397242	2000	28397242	28399242	2000	1.0	0.328	nan	PASS	False
LITCHI009602	HOST_Chr7	+	28423259	1000	28422258	28423258	1000	1.0	0.293	nan	FAIL	False
LITCHI009602	HOST_Chr7	+	28423259	2000	28421258	28423258	2000	1.0	0.291	nan	FAIL	False
LITCHI009603	HOST_Chr7	-	28476778	1000	28476778	28477778	1000	1.0	0.327	nan	FAIL	False
LITCHI009603	HOST_Chr7	-	28476778	2000	28476778	28478778	2000	1.0	0.2905	nan	FAIL	False
LITCHI009604	HOST_Chr7	-	28510187	1000	28510187	28511187	1000	1.0	0.355	nan	FAIL	False
LITCHI009604	HOST_Chr7	-	28510187	2000	28510187	28512187	2000	1.0	0.404	nan	FAIL	False
LITCHI009605	HOST_Chr7	-	28536330	1000	28536330	28537330	1000	1.0	0.283	nan	FAIL	False
LITCHI009605	HOST_Chr7	-	28536330	2000	28536330	28538330	2000	1.0	0.29	nan	FAIL	False
LITCHI009606	HOST_Chr7	-	28564079	1000	28564079	28565079	1000	1.0	0.283	nan	FAIL	False
LITCHI009606	HOST_Chr7	-	28564079	2000	28564079	28566079	2000	1.0	0.29	nan	FAIL	False
LITCHI009607	HOST_Chr7	+	28582158	1000	28581157	28582157	1000	1.0	0.345	nan	FAIL	False
LITCHI009607	HOST_Chr7	+	28582158	2000	28580157	28582157	2000	1.0	0.3355	nan	FAIL	False
LITCHI009608	HOST_Chr7	-	28631677	1000	28631677	28632677	1000	1.0	0.297	nan	PASS	False
LITCHI009608	HOST_Chr7	-	28631677	2000	28631677	28633677	2000	1.0	0.3065	nan	PASS	False
LITCHI009609	HOST_Chr7	+	28682382	1000	28681381	28682381	1000	1.0	0.288	nan	FAIL	False
LITCHI009609	HOST_Chr7	+	28682382	2000	28680381	28682381	2000	1.0	0.2745	nan	FAIL	False
LITCHI009610	HOST_Chr7	-	28707753	1000	28707753	28708753	1000	1.0	0.43	nan	FAIL	False
LITCHI009610	HOST_Chr7	-	28707753	2000	28707753	28709753	2000	1.0	0.4255	nan	FAIL	False
LITCHI009611	HOST_Chr7	-	28755262	1000	28755262	28756262	1000	1.0	0.356	nan	FAIL	False
LITCHI009611	HOST_Chr7	-	28755262	2000	28755262	28757262	2000	1.0	0.356	nan	FAIL	False
LITCHI009612	HOST_Chr7	-	28758569	1000	28758569	28759569	1000	1.0	0.365	65.04220692684356	FAIL	False
LITCHI009612	HOST_Chr7	-	28758569	2000	28758569	28760569	2000	1.0	0.357	65.04220692684356	FAIL	False
LITCHI009613	HOST_Chr7	-	28770148	1000	28770148	28771148	1000	1.0	0.306	188.288532442646	FAIL	False
LITCHI009613	HOST_Chr7	-	28770148	2000	28770148	28772148	2000	1.0	0.2885	188.288532442646	FAIL	False
LITCHI009614	HOST_Chr7	+	28772671	1000	28771670	28772670	1000	0.5	0.306	5.71469496898259	FAIL	False
LITCHI009614	HOST_Chr7	+	28772671	2000	28770670	28772670	2000	0.75	0.2773333333333333	5.71469496898259	FAIL	False
LITCHI009615	HOST_Chr7	+	28791783	1000	28790782	28791782	1000	1.0	0.234	355.1438114518102	FAIL	True
LITCHI009615	HOST_Chr7	+	28791783	2000	28789782	28791782	2000	1.0	0.226	355.1438114518102	FAIL	True
LITCHI009616	HOST_Chr7	+	28823200	1000	28822199	28823199	1000	1.0	0.321	nan	PASS	False
LITCHI009616	HOST_Chr7	+	28823200	2000	28821199	28823199	2000	1.0	0.294	nan	PASS	False
LITCHI009617	HOST_Chr7	-	28829585	1000	28829585	28830585	1000	1.0	0.322	nan	PASS	False
LITCHI009617	HOST_Chr7	-	28829585	2000	28829585	28831585	2000	1.0	0.3405	nan	PASS	False
LITCHI009618	HOST_Chr7	+	28854596	1000	28853595	28854595	1000	1.0	0.266	nan	PASS	False
LITCHI009618	HOST_Chr7	+	28854596	2000	28852595	28854595	2000	1.0	0.2615	nan	PASS	False
LITCHI009619	HOST_Chr7	+	28872555	1000	28871554	28872554	1000	1.0	0.246	nan	PASS	False
LITCHI009619	HOST_Chr7	+	28872555	2000	28870554	28872554	2000	1.0	0.276	nan	PASS	False
LITCHI009620	HOST_Chr7	-	28887662	1000	28887662	28888662	1000	1.0	0.317	nan	PASS	False
LITCHI009620	HOST_Chr7	-	28887662	2000	28887662	28889662	2000	1.0	0.284	nan	PASS	False
LITCHI009621	HOST_Chr7	-	28904155	1000	28904155	28905155	1000	1.0	0.338	nan	FAIL	False
LITCHI009621	HOST_Chr7	-	28904155	2000	28904155	28906155	2000	1.0	0.282	nan	FAIL	False
LITCHI009622	HOST_Chr7	+	28923699	1000	28922698	28923698	1000	1.0	0.314	nan	FAIL	False
LITCHI009622	HOST_Chr7	+	28923699	2000	28921698	28923698	2000	1.0	0.307	nan	FAIL	False
LITCHI009623	HOST_Chr7	-	28929118	1000	28929118	28930118	1000	1.0	0.311	nan	FAIL	False
LITCHI009623	HOST_Chr7	-	28929118	2000	28929118	28931118	2000	1.0	0.3115	nan	FAIL	False
LITCHI009624	HOST_Chr7	-	28942292	1000	28942292	28943292	1000	1.0	0.267	nan	PASS	False
LITCHI009624	HOST_Chr7	-	28942292	2000	28942292	28944292	2000	1.0	0.2685	nan	PASS	False
LITCHI009625	HOST_Chr7	-	28963361	1000	28963361	28964361	1000	1.0	0.276	370.1158863575653	FAIL	False
LITCHI009625	HOST_Chr7	-	28963361	2000	28963361	28965361	2000	1.0	0.28	370.1158863575653	FAIL	False
LITCHI009626	HOST_Chr7	-	28996990	1000	28996990	28997990	1000	1.0	0.29	192.76327716950374	PASS	False
LITCHI009626	HOST_Chr7	-	28996990	2000	28996990	28998990	2000	1.0	0.273	192.76327716950374	PASS	False
LITCHI009627	HOST_Chr7	-	29003993	1000	29003993	29004993	1000	1.0	0.223	34.72125053144767	PASS	False
LITCHI009627	HOST_Chr7	-	29003993	2000	29003993	29005993	2000	1.0	0.276	34.72125053144767	PASS	False
LITCHI009628	HOST_Chr7	-	29009760	1000	29009760	29010760	1000	1.0	0.281	nan	FAIL	False
LITCHI009628	HOST_Chr7	-	29009760	2000	29009760	29011760	2000	1.0	0.327	nan	FAIL	False
LITCHI009629	HOST_Chr7	-	29023408	1000	29023408	29024408	1000	1.0	0.26	nan	FAIL	False
LITCHI009629	HOST_Chr7	-	29023408	2000	29023408	29025408	2000	1.0	0.3065	nan	FAIL	False
LITCHI009630	HOST_Chr7	+	29024701	1000	29023700	29024700	1000	1.0	0.267	192.5815207196448	PASS	False
LITCHI009630	HOST_Chr7	+	29024701	2000	29022700	29024700	2000	1.0	0.3255	192.5815207196448	PASS	False
LITCHI009631	HOST_Chr7	-	29039893	1000	29039893	29040893	1000	1.0	0.315	7651.781941157232	PASS	False
LITCHI009631	HOST_Chr7	-	29039893	2000	29039893	29041893	2000	1.0	0.3665	7651.781941157232	PASS	False
LITCHI009632	HOST_Chr7	-	29065722	1000	29065722	29066722	1000	1.0	0.378	33.457165666593426	PASS	False
LITCHI009632	HOST_Chr7	-	29065722	2000	29065722	29067722	2000	1.0	0.3625	33.457165666593426	PASS	False
LITCHI009633	HOST_Chr7	+	29066229	1000	29065228	29066228	1000	1.0	0.338	673.1940719841464	PASS	False
LITCHI009633	HOST_Chr7	+	29066229	2000	29064228	29066228	2000	1.0	0.3345	673.1940719841464	PASS	False
LITCHI009634	HOST_Chr7	-	29075994	1000	29075994	29076994	1000	1.0	0.282	593.540134907646	PASS	False
LITCHI009634	HOST_Chr7	-	29075994	2000	29075994	29077994	2000	1.0	0.2695	593.540134907646	PASS	False
LITCHI009635	HOST_Chr7	+	29079641	1000	29078640	29079640	1000	1.0	0.273	1433.7407909757767	PASS	False
LITCHI009635	HOST_Chr7	+	29079641	2000	29077640	29079640	2000	1.0	0.2425	1433.7407909757767	PASS	False
LITCHI009636	HOST_Chr7	-	29094138	1000	29094138	29095138	1000	1.0	0.301	13883.62131397169	PASS	False
LITCHI009636	HOST_Chr7	-	29094138	2000	29094138	29096138	2000	1.0	0.2765	13883.62131397169	PASS	False
LITCHI009637	HOST_Chr7	-	29101219	1000	29101219	29102219	1000	1.0	0.263	nan	PASS	False
LITCHI009637	HOST_Chr7	-	29101219	2000	29101219	29103219	2000	1.0	0.2675	nan	PASS	False
LITCHI009638	HOST_Chr7	-	29130356	1000	29130356	29131356	1000	1.0	0.317	nan	PASS	False
LITCHI009638	HOST_Chr7	-	29130356	2000	29130356	29132356	2000	1.0	0.323	nan	PASS	False
LITCHI009639	HOST_Chr7	-	29136261	1000	29136261	29137261	1000	1.0	0.23	nan	PASS	False
LITCHI009639	HOST_Chr7	-	29136261	2000	29136261	29138261	2000	1.0	0.2485	nan	PASS	False
LITCHI009640	HOST_Chr7	-	29146042	1000	29146042	29147042	1000	1.0	0.317	nan	FAIL	False
LITCHI009640	HOST_Chr7	-	29146042	2000	29146042	29148042	2000	1.0	0.3835	nan	FAIL	False
LITCHI009641	HOST_Chr7	-	29176179	1000	29176179	29177179	1000	1.0	0.311	14.397514614751524	FAIL	False
LITCHI009641	HOST_Chr7	-	29176179	2000	29176179	29178179	2000	1.0	0.331	14.397514614751524	FAIL	False
LITCHI009642	HOST_Chr7	-	29177633	1000	29177633	29178633	1000	1.0	0.313	6.882860102590033	PASS	False
LITCHI009642	HOST_Chr7	-	29177633	2000	29177633	29179633	2000	1.0	0.285	6.882860102590033	PASS	False
LITCHI009643	HOST_Chr7	-	29194530	1000	29194530	29195530	1000	1.0	0.281	184.5836403325632	PASS	False
LITCHI009643	HOST_Chr7	-	29194530	2000	29194530	29196530	2000	1.0	0.248	184.5836403325632	PASS	False
LITCHI009644	HOST_Chr7	-	29202320	1000	29202320	29203320	1000	1.0	0.419	23.64518692585569	PASS	False
LITCHI009644	HOST_Chr7	-	29202320	2000	29202320	29204320	2000	1.0	0.379	23.64518692585569	PASS	False
LITCHI009645	HOST_Chr7	-	29212230	1000	29212230	29213230	1000	1.0	0.416	99.14277082969089	PASS	False
LITCHI009645	HOST_Chr7	-	29212230	2000	29212230	29214230	2000	1.0	0.437	99.14277082969089	PASS	False
LITCHI009646	HOST_Chr7	-	29213812	1000	29213812	29214812	1000	1.0	0.265	878.68426465608	PASS	False
LITCHI009646	HOST_Chr7	-	29213812	2000	29213812	29215812	2000	1.0	0.2955	878.68426465608	PASS	False
LITCHI009647	HOST_Chr7	+	29217366	1000	29216365	29217365	1000	1.0	0.341	nan	PASS	False
LITCHI009647	HOST_Chr7	+	29217366	2000	29215365	29217365	2000	1.0	0.312	nan	PASS	False
LITCHI009648	HOST_Chr7	-	29222183	1000	29222183	29223183	1000	1.0	0.277	nan	PASS	False
LITCHI009648	HOST_Chr7	-	29222183	2000	29222183	29224183	2000	1.0	0.286	nan	PASS	False
LITCHI009649	HOST_Chr7	-	29229816	1000	29229816	29230816	1000	1.0	0.344	23.245440679986736	FAIL	False
LITCHI009649	HOST_Chr7	-	29229816	2000	29229816	29231816	2000	1.0	0.353	23.245440679986736	FAIL	False
LITCHI009650	HOST_Chr7	-	29241655	1000	29241655	29242655	1000	1.0	0.403	30.814870610671555	FAIL	False
LITCHI009650	HOST_Chr7	-	29241655	2000	29241655	29243655	2000	1.0	0.413	30.814870610671555	FAIL	False
LITCHI009651	HOST_Chr7	-	29244284	1000	29244284	29245284	1000	1.0	0.245	324.165182643479	PASS	False
LITCHI009651	HOST_Chr7	-	29244284	2000	29244284	29246284	2000	1.0	0.217	324.165182643479	PASS	False
LITCHI009652	HOST_Chr7	-	29247409	1000	29247409	29248409	1000	1.0	0.345	nan	PASS	False
LITCHI009652	HOST_Chr7	-	29247409	2000	29247409	29249409	2000	1.0	0.307	nan	PASS	False
LITCHI009653	HOST_Chr7	-	29258699	1000	29258699	29259699	1000	1.0	0.35	11.248315906444969	PASS	False
LITCHI009653	HOST_Chr7	-	29258699	2000	29258699	29260699	2000	1.0	0.345	11.248315906444969	PASS	False
LITCHI009654	HOST_Chr7	-	29262184	1000	29262184	29263184	1000	1.0	0.357	7.615180604503688	PASS	False
LITCHI009654	HOST_Chr7	-	29262184	2000	29262184	29264184	2000	1.0	0.349	7.615180604503688	PASS	False
LITCHI009655	HOST_Chr7	-	29269832	1000	29269832	29270832	1000	1.0	0.302	105.08351541256711	FAIL	False
LITCHI009655	HOST_Chr7	-	29269832	2000	29269832	29271832	2000	1.0	0.264	105.08351541256711	FAIL	False
LITCHI009656	HOST_Chr7	-	29287736	1000	29287736	29288736	1000	1.0	0.459	nan	PASS	False
LITCHI009656	HOST_Chr7	-	29287736	2000	29287736	29289736	2000	1.0	0.3955	nan	PASS	False
LITCHI009657	HOST_Chr7	-	29291686	1000	29291686	29292686	1000	1.0	0.263	nan	PASS	False
LITCHI009657	HOST_Chr7	-	29291686	2000	29291686	29293686	2000	1.0	0.2595	nan	PASS	False
LITCHI009658	HOST_Chr7	-	29296004	1000	29296004	29297004	1000	1.0	0.289	6.633972385827652	PASS	False
LITCHI009658	HOST_Chr7	-	29296004	2000	29296004	29298004	2000	1.0	0.2765	6.633972385827652	PASS	False
LITCHI009659	HOST_Chr7	-	29309899	1000	29309899	29310899	1000	1.0	0.31	232.4284672038093	PASS	False
LITCHI009659	HOST_Chr7	-	29309899	2000	29309899	29311899	2000	1.0	0.286	232.4284672038093	PASS	False
LITCHI009660	HOST_Chr7	-	29323700	1000	29323700	29324700	1000	1.0	0.288	nan	PASS	False
LITCHI009660	HOST_Chr7	-	29323700	2000	29323700	29325700	2000	1.0	0.283	nan	PASS	False
LITCHI009661	HOST_Chr7	+	29338151	1000	29337150	29338150	1000	1.0	0.308	42.91428960585687	PASS	False
LITCHI009661	HOST_Chr7	+	29338151	2000	29336150	29338150	2000	1.0	0.2825	42.91428960585687	PASS	False
LITCHI009662	HOST_Chr7	-	29345466	1000	29345466	29346466	1000	1.0	0.369	6.527130080434115	PASS	False
LITCHI009662	HOST_Chr7	-	29345466	2000	29345466	29347466	2000	1.0	0.378	6.527130080434115	PASS	False
LITCHI009663	HOST_Chr7	-	29347895	1000	29347895	29348895	1000	1.0	0.227	29.439717638254322	PASS	False
LITCHI009663	HOST_Chr7	-	29347895	2000	29347895	29349895	2000	1.0	0.276	29.439717638254322	PASS	False
LITCHI009664	HOST_Chr7	+	29349037	1000	29348036	29349036	1000	1.0	0.229	1884.0433596610123	PASS	False
LITCHI009664	HOST_Chr7	+	29349037	2000	29347036	29349036	2000	1.0	0.321	1884.0433596610123	PASS	False
LITCHI009665	HOST_Chr7	-	29365630	1000	29365630	29366630	1000	1.0	0.317	nan	PASS	False
LITCHI009665	HOST_Chr7	-	29365630	2000	29365630	29367630	2000	1.0	0.309	nan	PASS	False
LITCHI009666	HOST_Chr7	-	29370892	1000	29370892	29371892	1000	1.0	0.377	32.88763586079405	PASS	False
LITCHI009666	HOST_Chr7	-	29370892	2000	29370892	29372892	2000	1.0	0.355	32.88763586079405	PASS	False
LITCHI009667	HOST_Chr7	-	29376003	1000	29376003	29377003	1000	1.0	0.3	193.34660799033844	PASS	False
LITCHI009667	HOST_Chr7	-	29376003	2000	29376003	29378003	2000	1.0	0.335	193.34660799033844	PASS	False
LITCHI009668	HOST_Chr7	+	29376796	1000	29375795	29376795	1000	1.0	0.278	558.5934505725303	PASS	False
LITCHI009668	HOST_Chr7	+	29376796	2000	29374795	29376795	2000	1.0	0.3365	558.5934505725303	PASS	False
LITCHI009669	HOST_Chr7	-	29391358	1000	29391358	29392358	1000	1.0	0.302	940.0070973165142	PASS	False
LITCHI009669	HOST_Chr7	-	29391358	2000	29391358	29393358	2000	1.0	0.2745	940.0070973165142	PASS	False
LITCHI009670	HOST_Chr7	-	29396403	1000	29396403	29397403	1000	1.0	0.266	196.44435600084844	PASS	False
LITCHI009670	HOST_Chr7	-	29396403	2000	29396403	29398403	2000	1.0	0.2965	196.44435600084844	PASS	False
LITCHI009671	HOST_Chr7	-	29398355	1000	29398355	29399355	1000	1.0	0.337	nan	PASS	False
LITCHI009671	HOST_Chr7	-	29398355	2000	29398355	29400355	2000	1.0	0.34	nan	PASS	False
LITCHI009672	HOST_Chr7	-	29402894	1000	29402894	29403894	1000	1.0	0.248	nan	PASS	False
LITCHI009672	HOST_Chr7	-	29402894	2000	29402894	29404894	2000	1.0	0.2985	nan	PASS	False
LITCHI009673	HOST_Chr7	+	29415941	1000	29414940	29415940	1000	1.0	0.266	nan	PASS	False
LITCHI009673	HOST_Chr7	+	29415941	2000	29413940	29415940	2000	1.0	0.289	nan	PASS	False
LITCHI009674	HOST_Chr7	-	29426630	1000	29426630	29427630	1000	1.0	0.365	12.453986470883905	PASS	False
LITCHI009674	HOST_Chr7	-	29426630	2000	29426630	29428630	2000	1.0	0.3795	12.453986470883905	PASS	False
LITCHI009675	HOST_Chr7	-	29430814	1000	29430814	29431814	1000	1.0	0.252	42.33136255014474	PASS	False
LITCHI009675	HOST_Chr7	-	29430814	2000	29430814	29432814	2000	1.0	0.253	42.33136255014474	PASS	False
LITCHI009676	HOST_Chr7	-	29436821	1000	29436821	29437821	1000	1.0	0.326	33.69062547971254	PASS	False
LITCHI009676	HOST_Chr7	-	29436821	2000	29436821	29438821	2000	1.0	0.3085	33.69062547971254	PASS	False
LITCHI009677	HOST_Chr7	-	29455318	1000	29455318	29456318	1000	1.0	0.289	nan	PASS	False
LITCHI009677	HOST_Chr7	-	29455318	2000	29455318	29457318	2000	1.0	0.292	nan	PASS	False
LITCHI009678	HOST_Chr7	-	29467288	1000	29467288	29468288	1000	1.0	0.252	636.2233648810167	PASS	False
LITCHI009678	HOST_Chr7	-	29467288	2000	29467288	29469288	2000	1.0	0.264	636.2233648810167	PASS	False
LITCHI009679	HOST_Chr7	+	29470826	1000	29469825	29470825	1000	1.0	0.231	34.38493442505442	PASS	False
LITCHI009679	HOST_Chr7	+	29470826	2000	29468825	29470825	2000	1.0	0.2125	34.38493442505442	PASS	False
LITCHI009680	HOST_Chr7	+	29473911	1000	29472910	29473910	1000	1.0	0.387	29.040749007425088	PASS	False
LITCHI009680	HOST_Chr7	+	29473911	2000	29471910	29473910	2000	1.0	0.368	29.040749007425088	PASS	False
LITCHI009681	HOST_Chr7	+	29475550	1000	29474549	29475549	1000	1.0	0.343	271.94398921181494	FAIL	False
LITCHI009681	HOST_Chr7	+	29475550	2000	29473549	29475549	2000	1.0	0.355	271.94398921181494	FAIL	False
LITCHI009682	HOST_Chr7	-	29488644	1000	29488644	29489644	1000	1.0	0.47	nan	FAIL	False
LITCHI009682	HOST_Chr7	-	29488644	2000	29488644	29490644	2000	1.0	0.3735	nan	FAIL	False
LITCHI009683	HOST_Chr7	-	29489865	1000	29489865	29490865	1000	1.0	0.262	nan	PASS	False
LITCHI009683	HOST_Chr7	-	29489865	2000	29489865	29491865	2000	1.0	0.3145	nan	PASS	False
LITCHI009684	HOST_Chr7	-	29498433	1000	29498433	29499433	1000	1.0	0.472	386.523194323588	FAIL	False
LITCHI009684	HOST_Chr7	-	29498433	2000	29498433	29500433	2000	1.0	0.418	386.523194323588	FAIL	False
LITCHI009685	HOST_Chr7	+	29498475	1000	29497474	29498474	1000	1.0	0.354	141.47219965426245	PASS	False
LITCHI009685	HOST_Chr7	+	29498475	2000	29496474	29498474	2000	1.0	0.364	141.47219965426245	PASS	False
LITCHI009686	HOST_Chr7	-	29507648	1000	29507648	29508648	1000	1.0	0.24	32.525421398728724	PASS	False
LITCHI009686	HOST_Chr7	-	29507648	2000	29507648	29509648	2000	1.0	0.273	32.525421398728724	PASS	False
LITCHI009687	HOST_Chr7	-	29571480	1000	29571480	29572480	1000	1.0	0.264	nan	PASS	False
LITCHI009687	HOST_Chr7	-	29571480	2000	29571480	29573480	2000	1.0	0.289	nan	PASS	False
LITCHI009688	HOST_Chr7	-	29580245	1000	29580245	29581245	1000	1.0	0.367	nan	PASS	False
LITCHI009688	HOST_Chr7	-	29580245	2000	29580245	29582245	2000	1.0	0.3795	nan	PASS	False
LITCHI009689	HOST_Chr7	-	29591501	1000	29591501	29592501	1000	1.0	0.321	nan	PASS	False
LITCHI009689	HOST_Chr7	-	29591501	2000	29591501	29593501	2000	1.0	0.3275	nan	PASS	False
LITCHI009690	HOST_Chr7	-	29594209	1000	29594209	29595209	1000	1.0	0.284	nan	PASS	False
LITCHI009690	HOST_Chr7	-	29594209	2000	29594209	29596209	2000	1.0	0.3205	nan	PASS	False
LITCHI009691	HOST_Chr7	-	29598466	1000	29598466	29599466	1000	1.0	0.432	5.345932703635541	PASS	False
LITCHI009691	HOST_Chr7	-	29598466	2000	29598466	29600466	2000	1.0	0.374	5.345932703635541	PASS	False
LITCHI009692	HOST_Chr7	-	29652678	1000	29652678	29653678	1000	1.0	0.245	1269.6716723379245	PASS	False
LITCHI009692	HOST_Chr7	-	29652678	2000	29652678	29654678	2000	1.0	0.274	1269.6716723379245	PASS	False
LITCHI009693	HOST_Chr7	-	29629653	1000	29629653	29630653	1000	1.0	0.256	nan	PASS	False
LITCHI009693	HOST_Chr7	-	29629653	2000	29629653	29631653	2000	1.0	0.252	nan	PASS	False
LITCHI009694	HOST_Chr7	+	29662110	1000	29661109	29662109	1000	1.0	0.276	nan	PASS	False
LITCHI009694	HOST_Chr7	+	29662110	2000	29660109	29662109	2000	1.0	0.2765	nan	PASS	False
LITCHI009695	HOST_Chr7	+	29680202	1000	29679201	29680201	1000	1.0	0.258	160.98348934602276	PASS	False
LITCHI009695	HOST_Chr7	+	29680202	2000	29678201	29680201	2000	1.0	0.2585	160.98348934602276	PASS	False
LITCHI009696	HOST_Chr7	-	29703709	1000	29703709	29704709	1000	1.0	0.29	581.3940387696672	PASS	False
LITCHI009696	HOST_Chr7	-	29703709	2000	29703709	29705709	2000	1.0	0.276	581.3940387696672	PASS	False
LITCHI009697	HOST_Chr7	-	29719360	1000	29719360	29720360	1000	1.0	0.246	243.51217839082892	PASS	False
LITCHI009697	HOST_Chr7	-	29719360	2000	29719360	29721360	2000	1.0	0.2635	243.51217839082892	PASS	False
LITCHI009698	HOST_Chr7	+	29727999	1000	29726998	29727998	1000	1.0	0.286	nan	FAIL	False
LITCHI009698	HOST_Chr7	+	29727999	2000	29725998	29727998	2000	1.0	0.323	nan	FAIL	False
LITCHI009699	HOST_Chr7	+	29742804	1000	29741803	29742803	1000	1.0	0.247	82.07146727989108	PASS	True
LITCHI009699	HOST_Chr7	+	29742804	2000	29740803	29742803	2000	1.0	0.3	82.07146727989108	PASS	True
LITCHI009700	HOST_Chr7	+	29750785	1000	29749784	29750784	1000	1.0	0.341	283.6950068613105	PASS	False
LITCHI009700	HOST_Chr7	+	29750785	2000	29748784	29750784	2000	1.0	0.399	283.6950068613105	PASS	False
LITCHI009701	HOST_Chr7	-	29763740	1000	29763740	29764740	1000	1.0	0.405	nan	PASS	False
LITCHI009701	HOST_Chr7	-	29763740	2000	29763740	29765740	2000	1.0	0.394	nan	PASS	False
LITCHI009702	HOST_Chr7	-	29766047	1000	29766047	29767047	1000	1.0	0.298	nan	PASS	False
LITCHI009702	HOST_Chr7	-	29766047	2000	29766047	29768047	2000	1.0	0.32	nan	PASS	False
LITCHI009703	HOST_Chr7	+	29785447	1000	29784446	29785446	1000	1.0	0.319	nan	PASS	False
LITCHI009703	HOST_Chr7	+	29785447	2000	29783446	29785446	2000	1.0	0.3005	nan	PASS	False
LITCHI009704	HOST_Chr7	+	29810420	1000	29809419	29810419	1000	1.0	0.334	nan	PASS	False
LITCHI009704	HOST_Chr7	+	29810420	2000	29808419	29810419	2000	1.0	0.3125	nan	PASS	False
LITCHI009705	HOST_Chr7	+	29817997	1000	29816996	29817996	1000	1.0	0.308	7.556210762961334	FAIL	False
LITCHI009705	HOST_Chr7	+	29817997	2000	29815996	29817996	2000	1.0	0.324	7.556210762961334	FAIL	False
LITCHI009706	HOST_Chr7	+	29835917	1000	29834916	29835916	1000	1.0	0.304	483.84043794589564	PASS	False
LITCHI009706	HOST_Chr7	+	29835917	2000	29833916	29835916	2000	1.0	0.252	483.84043794589564	PASS	False
LITCHI009707	HOST_Chr7	-	29848418	1000	29848418	29849418	1000	1.0	0.354	605.9489563412326	PASS	False
LITCHI009707	HOST_Chr7	-	29848418	2000	29848418	29850418	2000	1.0	0.378	605.9489563412326	PASS	False
LITCHI009708	HOST_Chr7	+	29849655	1000	29848654	29849654	1000	1.0	0.388	172.35824441624266	PASS	False
LITCHI009708	HOST_Chr7	+	29849655	2000	29847654	29849654	2000	1.0	0.358	172.35824441624266	PASS	False
LITCHI009709	HOST_Chr7	+	29857940	1000	29856939	29857939	1000	1.0	0.243	667.8831458464836	PASS	False
LITCHI009709	HOST_Chr7	+	29857940	2000	29855939	29857939	2000	1.0	0.2605	667.8831458464836	PASS	False
LITCHI009710	HOST_Chr7	+	29871720	1000	29870719	29871719	1000	1.0	0.358	190.82338848834087	PASS	True
LITCHI009710	HOST_Chr7	+	29871720	2000	29869719	29871719	2000	1.0	0.3735	190.82338848834087	PASS	True
LITCHI009711	HOST_Chr7	+	29889897	1000	29888896	29889896	1000	1.0	0.342	1052.3617576276029	PASS	True
LITCHI009711	HOST_Chr7	+	29889897	2000	29887896	29889896	2000	1.0	0.353	1052.3617576276029	PASS	True
LITCHI009712	HOST_Chr7	+	29909150	1000	29908149	29909149	1000	1.0	0.373	nan	FAIL	False
LITCHI009712	HOST_Chr7	+	29909150	2000	29907149	29909149	2000	1.0	0.3785	nan	FAIL	False
LITCHI009713	HOST_Chr7	+	29923216	1000	29922215	29923215	1000	1.0	0.314	15.225418123208962	PASS	False
LITCHI009713	HOST_Chr7	+	29923216	2000	29921215	29923215	2000	1.0	0.288	15.225418123208962	PASS	False
