window_bp	replicate	candidate_gene_id	background_gene_id	candidate_expression_bin	background_expression_bin	candidate_gc_bin	background_gc_bin	manhattan_bin_distance
1000	14	LITCHI013501	LITCHI010223	3	3	2	2	0
1000	14	LITCHI013515	LITCHI021107	4	4	2	2	0
1000	14	LITCHI013911	LITCHI006426	4	4	1	1	0
1000	14	LITCHI014370	LITCHI016416	2	2	2	2	0
1000	14	LITCHI014409	LITCHI019950	1	1	2	2	0
1000	14	LITCHI014536	LITCHI014347	2	2	3	3	0
1000	14	LITCHI014631	LITCHI018076	2	2	2	2	0
1000	14	LITCHI014755	LITCHI029050	4	4	1	1	0
1000	14	LITCHI014829	LITCHI027130	3	3	5	5	0
1000	14	LITCHI014864	LITCHI004164	2	2	4	4	0
1000	14	LITCHI014901	LITCHI025439	3	3	4	4	0
1000	14	LITCHI014978	LITCHI022930	5	5	2	2	0
1000	14	LITCHI015086	LITCHI018921	2	2	4	4	0
1000	14	LITCHI015122	LITCHI001129	3	3	2	2	0
1000	14	LITCHI015333	LITCHI001654	4	4	5	5	0
1000	14	LITCHI015336	LITCHI029608	2	2	4	4	0
1000	14	LITCHI015376	LITCHI026280	4	4	4	4	0
1000	14	LITCHI015377	LITCHI022973	3	3	5	5	0
1000	14	LITCHI015508	LITCHI019770	5	5	1	1	0
1000	14	LITCHI015531	LITCHI021215	2	2	2	2	0
1000	14	LITCHI015548	LITCHI026211	4	4	2	2	0
1000	14	LITCHI015963	LITCHI025922	3	3	3	3	0
1000	14	LITCHI015971	LITCHI009828	3	3	3	3	0
1000	14	LITCHI016018	LITCHI029141	3	3	1	1	0
1000	14	LITCHI016216	LITCHI007140	2	2	2	2	0
1000	14	LITCHI016296	LITCHI007565	2	2	4	4	0
1000	14	LITCHI016360	LITCHI017341	2	2	2	2	0
1000	14	LITCHI016365	LITCHI001826	1	1	3	3	0
1000	14	LITCHI016611	LITCHI024167	5	5	1	1	0
1000	14	LITCHI016642	LITCHI013640	3	3	2	2	0
1000	14	LITCHI016685	LITCHI014209	4	4	5	5	0
1000	14	LITCHI016839	LITCHI020588	2	2	4	4	0
1000	14	LITCHI016859	LITCHI016333	4	4	3	3	0
1000	14	LITCHI016977	LITCHI011518	5	5	3	3	0
1000	14	LITCHI017049	LITCHI023621	3	3	1	1	0
1000	14	LITCHI017106	LITCHI025836	2	2	2	2	0
1000	14	LITCHI017126	LITCHI017557	5	5	1	1	0
1000	14	LITCHI017190	LITCHI002008	3	3	2	2	0
1000	14	LITCHI017389	LITCHI003459	2	2	5	5	0
1000	14	LITCHI017520	LITCHI009210	3	3	4	4	0
1000	14	LITCHI017545	LITCHI006480	4	4	5	5	0
1000	14	LITCHI017551	LITCHI028063	3	3	3	3	0
1000	14	LITCHI017609	LITCHI005667	2	2	1	1	0
1000	14	LITCHI017676	LITCHI008638	5	5	3	3	0
1000	14	LITCHI017913	LITCHI019830	4	4	4	4	0
1000	14	LITCHI018075	LITCHI022957	2	2	4	4	0
1000	14	LITCHI018147	LITCHI018081	4	4	2	2	0
1000	14	LITCHI018219	LITCHI011209	3	3	2	2	0
1000	14	LITCHI018281	LITCHI010391	4	4	1	1	0
1000	14	LITCHI018353	LITCHI020780	5	5	4	4	0
1000	14	LITCHI018359	LITCHI027667	5	5	3	3	0
1000	14	LITCHI018600	LITCHI007886	5	5	1	1	0
1000	14	LITCHI018602	LITCHI022843	5	5	4	4	0
1000	14	LITCHI018616	LITCHI011287	3	3	3	3	0
1000	14	LITCHI018664	LITCHI020755	4	4	5	5	0
1000	14	LITCHI018672	LITCHI000268	3	3	1	1	0
1000	14	LITCHI018759	LITCHI016690	2	2	4	4	0
1000	14	LITCHI018804	LITCHI022306	5	5	2	2	0
1000	14	LITCHI018831	LITCHI012554	3	3	4	4	0
1000	14	LITCHI018863	LITCHI007609	4	4	2	2	0
1000	14	LITCHI018926	LITCHI004495	3	3	2	2	0
1000	14	LITCHI019061	LITCHI029469	3	3	5	5	0
1000	14	LITCHI019196	LITCHI007983	4	4	1	1	0
1000	14	LITCHI019253	LITCHI028008	5	5	1	1	0
1000	14	LITCHI019308	LITCHI028565	5	5	4	4	0
1000	14	LITCHI019332	LITCHI012886	2	2	1	1	0
1000	14	LITCHI019379	LITCHI014314	5	5	3	3	0
1000	14	LITCHI019480	LITCHI029269	2	2	2	2	0
1000	14	LITCHI019499	LITCHI021043	5	5	2	2	0
1000	14	LITCHI019504	LITCHI029261	5	5	2	2	0
1000	14	LITCHI019532	LITCHI024773	4	4	2	2	0
1000	14	LITCHI019601	LITCHI028049	2	2	5	5	0
1000	14	LITCHI019645	LITCHI030504	4	4	5	5	0
1000	14	LITCHI020277	LITCHI028867	3	3	3	3	0
1000	14	LITCHI020311	LITCHI018440	2	2	5	5	0
1000	14	LITCHI020383	LITCHI028819	2	2	3	3	0
1000	14	LITCHI020477	LITCHI010557	4	4	5	5	0
1000	14	LITCHI020505	LITCHI014330	4	4	1	1	0
1000	14	LITCHI020520	LITCHI007163	5	5	2	2	0
1000	14	LITCHI020527	LITCHI025777	5	5	2	2	0
1000	14	LITCHI020651	LITCHI030121	3	3	2	2	0
1000	14	LITCHI020695	LITCHI026888	4	4	1	1	0
1000	14	LITCHI020807	LITCHI024224	4	4	3	3	0
1000	14	LITCHI020829	LITCHI005687	3	3	2	2	0
1000	14	LITCHI020876	LITCHI013691	5	5	4	4	0
1000	14	LITCHI020918	LITCHI014636	3	3	4	4	0
1000	14	LITCHI021302	LITCHI005327	3	3	4	4	0
1000	14	LITCHI021494	LITCHI001560	1	1	3	3	0
1000	14	LITCHI021496	LITCHI010530	2	2	4	4	0
1000	14	LITCHI021534	LITCHI027466	3	3	5	5	0
1000	14	LITCHI021682	LITCHI022319	5	5	4	4	0
1000	14	LITCHI021696	LITCHI013180	4	4	2	2	0
1000	14	LITCHI021856	LITCHI015907	3	3	4	4	0
1000	14	LITCHI021860	LITCHI018070	2	2	2	2	0
1000	14	LITCHI021911	LITCHI008096	1	1	1	1	0
1000	14	LITCHI021946	LITCHI022135	5	5	2	2	0
1000	14	LITCHI021972	LITCHI022673	2	2	3	3	0
1000	14	LITCHI022002	LITCHI001480	4	4	2	2	0
1000	14	LITCHI022037	LITCHI007308	4	4	4	4	0
1000	14	LITCHI022038	LITCHI015337	5	5	3	3	0
1000	14	LITCHI022101	LITCHI002995	3	3	2	2	0
1000	14	LITCHI022112	LITCHI025729	5	5	4	4	0
1000	14	LITCHI022178	LITCHI023248	4	4	5	5	0
1000	14	LITCHI022463	LITCHI025916	3	3	4	4	0
1000	14	LITCHI022465	LITCHI029282	3	3	5	5	0
1000	14	LITCHI022489	LITCHI002681	2	2	1	1	0
1000	14	LITCHI022791	LITCHI002898	4	4	2	2	0
1000	14	LITCHI022796	LITCHI023766	2	2	5	5	0
1000	14	LITCHI022826	LITCHI025632	5	5	1	1	0
1000	14	LITCHI022837	LITCHI001569	5	5	5	5	0
1000	14	LITCHI022910	LITCHI009346	3	3	2	2	0
1000	14	LITCHI022926	LITCHI020123	3	3	2	2	0
1000	14	LITCHI022938	LITCHI007264	5	5	2	2	0
1000	14	LITCHI022975	LITCHI023111	5	5	4	4	0
1000	14	LITCHI023056	LITCHI021522	2	2	2	2	0
1000	14	LITCHI023057	LITCHI014741	5	5	3	3	0
1000	14	LITCHI023140	LITCHI010135	1	1	5	5	0
1000	14	LITCHI023310	LITCHI026762	3	3	5	5	0
1000	14	LITCHI023330	LITCHI014618	5	5	1	1	0
1000	14	LITCHI023391	LITCHI013794	5	5	2	2	0
1000	14	LITCHI023433	LITCHI011255	4	4	1	1	0
1000	14	LITCHI023544	LITCHI011994	2	2	2	2	0
1000	14	LITCHI024008	LITCHI006167	4	4	2	2	0
1000	14	LITCHI024062	LITCHI027846	2	2	3	3	0
1000	14	LITCHI024146	LITCHI020580	2	2	1	1	0
1000	14	LITCHI024182	LITCHI024517	5	5	2	2	0
1000	14	LITCHI024211	LITCHI005162	2	2	3	3	0
1000	14	LITCHI024298	LITCHI019706	2	2	2	2	0
1000	14	LITCHI024307	LITCHI007160	3	3	3	3	0
1000	14	LITCHI024365	LITCHI030449	3	3	1	1	0
1000	14	LITCHI024750	LITCHI004394	5	5	3	3	0
1000	14	LITCHI024918	LITCHI016950	5	5	4	4	0
1000	14	LITCHI024935	LITCHI011243	3	3	3	3	0
1000	14	LITCHI025120	LITCHI026931	1	1	1	1	0
1000	14	LITCHI025141	LITCHI007249	4	4	2	2	0
1000	14	LITCHI025328	LITCHI021916	2	2	1	1	0
1000	14	LITCHI025528	LITCHI014317	5	5	2	2	0
1000	14	LITCHI025577	LITCHI011960	1	1	4	4	0
1000	14	LITCHI025618	LITCHI014878	5	5	3	3	0
1000	14	LITCHI025666	LITCHI007673	4	4	5	5	0
1000	14	LITCHI025695	LITCHI031027	3	3	2	2	0
1000	14	LITCHI025727	LITCHI002056	1	1	4	4	0
1000	14	LITCHI025940	LITCHI021379	3	3	2	2	0
1000	14	LITCHI026126	LITCHI003742	4	4	1	1	0
1000	14	LITCHI026165	LITCHI021010	5	5	4	4	0
1000	14	LITCHI026286	LITCHI001475	3	3	4	4	0
1000	14	LITCHI026424	LITCHI010807	4	4	3	3	0
1000	14	LITCHI026453	LITCHI024390	5	5	3	3	0
1000	14	LITCHI026454	LITCHI015549	5	5	5	5	0
1000	14	LITCHI026528	LITCHI026801	3	3	5	5	0
1000	14	LITCHI026579	LITCHI011803	4	4	1	1	0
1000	14	LITCHI026584	LITCHI028587	2	2	4	4	0
1000	14	LITCHI026665	LITCHI011555	5	5	5	5	0
1000	14	LITCHI026773	LITCHI002011	5	5	3	3	0
1000	14	LITCHI026781	LITCHI016691	2	2	2	2	0
1000	14	LITCHI026812	LITCHI022610	5	5	5	5	0
1000	14	LITCHI026831	LITCHI031099	3	3	3	3	0
1000	14	LITCHI027172	LITCHI010897	4	4	1	1	0
1000	14	LITCHI027179	LITCHI016910	4	4	5	5	0
1000	14	LITCHI027304	LITCHI011220	3	3	1	1	0
1000	14	LITCHI027338	LITCHI022736	4	4	1	1	0
1000	14	LITCHI027345	LITCHI030246	4	4	2	2	0
1000	14	LITCHI027396	LITCHI027975	2	2	3	3	0
1000	14	LITCHI027658	LITCHI002793	5	5	2	2	0
1000	14	LITCHI027700	LITCHI027331	5	5	2	2	0
1000	14	LITCHI027772	LITCHI028554	2	2	1	1	0
1000	14	LITCHI027835	LITCHI016579	4	4	3	3	0
1000	14	LITCHI027843	LITCHI006487	5	5	3	3	0
1000	14	LITCHI027850	LITCHI030948	5	5	1	1	0
1000	14	LITCHI027861	LITCHI010453	5	5	3	3	0
1000	14	LITCHI027909	LITCHI006869	3	3	3	3	0
1000	14	LITCHI028227	LITCHI029508	2	2	2	2	0
1000	14	LITCHI028586	LITCHI024269	5	5	1	1	0
1000	14	LITCHI028644	LITCHI018718	5	5	3	3	0
1000	14	LITCHI028775	LITCHI020521	4	4	4	4	0
1000	14	LITCHI028800	LITCHI018347	4	4	3	3	0
1000	14	LITCHI028842	LITCHI027459	2	2	3	3	0
1000	14	LITCHI028872	LITCHI017631	4	4	2	2	0
1000	14	LITCHI028940	LITCHI022613	3	3	1	1	0
1000	14	LITCHI028944	LITCHI020797	1	1	2	2	0
1000	14	LITCHI028954	LITCHI018901	1	1	3	3	0
1000	14	LITCHI028979	LITCHI011172	3	3	4	4	0
1000	14	LITCHI029074	LITCHI016295	5	5	1	1	0
1000	14	LITCHI029086	LITCHI002919	5	5	4	4	0
1000	14	LITCHI029103	LITCHI026568	3	3	2	2	0
1000	14	LITCHI029117	LITCHI021804	2	2	3	3	0
1000	14	LITCHI029133	LITCHI004745	5	5	2	2	0
1000	14	LITCHI029205	LITCHI031656	1	1	3	3	0
1000	14	LITCHI029254	LITCHI012581	4	4	4	4	0
1000	14	LITCHI029305	LITCHI023638	3	3	2	2	0
1000	14	LITCHI029340	LITCHI003066	3	3	3	3	0
1000	14	LITCHI029342	LITCHI021938	4	4	4	4	0
1000	14	LITCHI029394	LITCHI016928	3	3	2	2	0
1000	14	LITCHI029472	LITCHI016844	2	2	4	4	0
1000	14	LITCHI029473	LITCHI008045	2	2	3	3	0
1000	14	LITCHI029534	LITCHI027867	3	3	4	4	0
1000	14	LITCHI029631	LITCHI010751	4	4	5	5	0
1000	14	LITCHI029641	LITCHI010981	2	2	2	2	0
1000	14	LITCHI029907	LITCHI023906	1	1	4	4	0
1000	14	LITCHI029915	LITCHI000636	5	5	1	1	0
1000	14	LITCHI030483	LITCHI006599	5	5	1	1	0
1000	14	LITCHI030761	LITCHI030903	5	5	2	2	0
1000	14	LITCHI030820	LITCHI026503	3	3	4	4	0
1000	14	LITCHI030932	LITCHI031088	5	5	3	3	0
1000	14	LITCHI031057	LITCHI019513	5	5	1	1	0
1000	14	LITCHI031193	LITCHI018285	3	3	5	5	0
1000	14	LITCHI031585	LITCHI010576	2	2	5	5	0
1000	14	LITCHI031673	LITCHI010555	5	5	2	2	0
1000	14	LITCHI031747	LITCHI007723	2	2	5	5	0
1000	14	LITCHI031773	LITCHI024854	3	3	4	4	0
1000	15	LITCHI000113	LITCHI021809	1	1	4	4	0
1000	15	LITCHI000429	LITCHI026026	3	3	3	3	0
1000	15	LITCHI000477	LITCHI017543	2	2	4	4	0
1000	15	LITCHI000484	LITCHI020487	2	2	5	5	0
1000	15	LITCHI000485	LITCHI013845	3	3	5	5	0
1000	15	LITCHI000487	LITCHI029803	3	3	5	5	0
1000	15	LITCHI000600	LITCHI020645	3	3	4	4	0
1000	15	LITCHI000698	LITCHI020558	2	2	3	3	0
1000	15	LITCHI001292	LITCHI006445	1	1	2	2	0
1000	15	LITCHI001564	LITCHI024756	3	3	3	3	0
1000	15	LITCHI001586	LITCHI027277	5	5	1	1	0
1000	15	LITCHI001700	LITCHI029176	5	5	4	4	0
1000	15	LITCHI001720	LITCHI008331	2	2	4	4	0
1000	15	LITCHI001740	LITCHI027580	3	3	5	5	0
1000	15	LITCHI001907	LITCHI022555	5	5	2	2	0
1000	15	LITCHI001963	LITCHI018490	3	3	1	1	0
1000	15	LITCHI002037	LITCHI017488	3	3	5	5	0
1000	15	LITCHI002054	LITCHI027415	4	4	5	5	0
1000	15	LITCHI002106	LITCHI018234	4	4	1	1	0
1000	15	LITCHI002257	LITCHI008918	5	5	3	3	0
1000	15	LITCHI002320	LITCHI012915	4	4	3	3	0
1000	15	LITCHI002792	LITCHI023398	3	3	2	2	0
1000	15	LITCHI002968	LITCHI019095	2	2	3	3	0
1000	15	LITCHI003043	LITCHI021068	1	1	4	4	0
1000	15	LITCHI003044	LITCHI003605	2	2	5	5	0
1000	15	LITCHI003307	LITCHI004031	3	3	4	4	0
1000	15	LITCHI003370	LITCHI007431	3	3	1	1	0
1000	15	LITCHI003383	LITCHI016651	5	5	1	1	0
1000	15	LITCHI003388	LITCHI008598	5	5	2	2	0
1000	15	LITCHI003396	LITCHI025716	5	5	4	4	0
1000	15	LITCHI003441	LITCHI017130	2	2	1	1	0
1000	15	LITCHI003595	LITCHI016559	3	3	1	1	0
1000	15	LITCHI003607	LITCHI011436	5	5	3	3	0
1000	15	LITCHI003679	LITCHI024453	4	4	4	4	0
1000	15	LITCHI003689	LITCHI026804	4	4	3	3	0
1000	15	LITCHI003717	LITCHI001979	4	4	5	5	0
1000	15	LITCHI003760	LITCHI012567	3	3	2	2	0
1000	15	LITCHI003790	LITCHI004325	5	5	1	1	0
1000	15	LITCHI003915	LITCHI017629	4	4	1	1	0
1000	15	LITCHI003959	LITCHI017823	5	5	1	1	0
1000	15	LITCHI003963	LITCHI005162	2	2	3	3	0
1000	15	LITCHI003969	LITCHI015949	5	5	1	1	0
1000	15	LITCHI004148	LITCHI028930	2	2	2	2	0
1000	15	LITCHI004175	LITCHI015749	4	4	1	1	0
1000	15	LITCHI004176	LITCHI006532	3	3	4	4	0
1000	15	LITCHI004252	LITCHI025505	4	4	2	2	0
1000	15	LITCHI004269	LITCHI022424	3	3	5	5	0
1000	15	LITCHI004270	LITCHI016615	3	3	3	3	0
1000	15	LITCHI004342	LITCHI027765	2	2	1	1	0
1000	15	LITCHI004353	LITCHI004756	5	5	2	2	0
1000	15	LITCHI004354	LITCHI028257	5	5	4	4	0
1000	15	LITCHI004419	LITCHI013921	3	3	2	2	0
1000	15	LITCHI004561	LITCHI008518	2	2	1	1	0
1000	15	LITCHI004615	LITCHI023203	4	4	1	1	0
1000	15	LITCHI004785	LITCHI027987	4	4	4	4	0
1000	15	LITCHI004913	LITCHI020832	4	4	4	4	0
1000	15	LITCHI004951	LITCHI030058	4	4	4	4	0
1000	15	LITCHI005027	LITCHI026409	5	5	5	5	0
1000	15	LITCHI005164	LITCHI020929	4	4	1	1	0
1000	15	LITCHI005223	LITCHI011081	4	4	5	5	0
1000	15	LITCHI005329	LITCHI010205	2	2	2	2	0
1000	15	LITCHI005480	LITCHI024079	4	4	4	4	0
1000	15	LITCHI005487	LITCHI005933	2	2	1	1	0
1000	15	LITCHI005503	LITCHI010595	3	3	1	1	0
1000	15	LITCHI005518	LITCHI011394	5	5	4	4	0
1000	15	LITCHI005578	LITCHI029393	4	4	3	3	0
1000	15	LITCHI005661	LITCHI001883	4	4	4	4	0
1000	15	LITCHI005733	LITCHI011480	3	3	4	4	0
1000	15	LITCHI005742	LITCHI014612	5	5	2	2	0
1000	15	LITCHI005838	LITCHI024580	3	3	1	1	0
1000	15	LITCHI005897	LITCHI012494	3	3	2	2	0
1000	15	LITCHI005930	LITCHI024148	1	1	1	1	0
1000	15	LITCHI005940	LITCHI010967	3	3	5	5	0
1000	15	LITCHI005980	LITCHI002550	5	5	4	4	0
1000	15	LITCHI006075	LITCHI023863	3	3	2	2	0
1000	15	LITCHI006325	LITCHI005049	5	5	3	3	0
1000	15	LITCHI006361	LITCHI030486	3	3	3	3	0
1000	15	LITCHI006468	LITCHI002793	5	5	2	2	0
1000	15	LITCHI006597	LITCHI026065	4	4	5	5	0
1000	15	LITCHI006733	LITCHI027526	5	5	4	4	0
1000	15	LITCHI006889	LITCHI006566	2	2	3	3	0
1000	15	LITCHI006896	LITCHI023892	1	1	2	2	0
1000	15	LITCHI006931	LITCHI006321	5	5	1	1	0
1000	15	LITCHI006951	LITCHI020791	4	4	1	1	0
1000	15	LITCHI006954	LITCHI015225	3	3	3	3	0
1000	15	LITCHI006962	LITCHI011187	5	5	2	2	0
1000	15	LITCHI007091	LITCHI030817	2	2	3	3	0
1000	15	LITCHI007169	LITCHI001415	1	1	5	5	0
1000	15	LITCHI007195	LITCHI018937	4	4	1	1	0
1000	15	LITCHI007215	LITCHI030171	3	3	3	3	0
1000	15	LITCHI007459	LITCHI028573	1	1	5	5	0
1000	15	LITCHI007647	LITCHI020835	4	4	1	1	0
1000	15	LITCHI007692	LITCHI005879	5	5	1	1	0
1000	15	LITCHI007923	LITCHI011078	5	5	5	5	0
1000	15	LITCHI007954	LITCHI029325	1	1	3	3	0
1000	15	LITCHI008053	LITCHI006521	3	3	2	2	0
1000	15	LITCHI008116	LITCHI015177	4	4	3	3	0
1000	15	LITCHI008251	LITCHI023486	2	2	2	2	0
1000	15	LITCHI008313	LITCHI015929	2	2	3	3	0
1000	15	LITCHI008323	LITCHI023872	2	2	4	4	0
1000	15	LITCHI008324	LITCHI016577	3	3	3	3	0
1000	15	LITCHI008481	LITCHI006505	5	5	1	1	0
1000	15	LITCHI008540	LITCHI011071	3	3	2	2	0
1000	15	LITCHI008665	LITCHI008591	3	3	2	2	0
1000	15	LITCHI008680	LITCHI005431	4	4	2	2	0
1000	15	LITCHI008794	LITCHI002050	5	5	3	3	0
1000	15	LITCHI008825	LITCHI022925	4	4	2	2	0
1000	15	LITCHI009008	LITCHI003224	1	1	5	5	0
1000	15	LITCHI009073	LITCHI008095	3	3	2	2	0
1000	15	LITCHI009126	LITCHI023342	5	5	2	2	0
1000	15	LITCHI009142	LITCHI023484	3	3	5	5	0
1000	15	LITCHI009341	LITCHI031474	3	3	5	5	0
1000	15	LITCHI009348	LITCHI003912	5	5	5	5	0
1000	15	LITCHI009350	LITCHI014243	4	4	5	5	0
1000	15	LITCHI009353	LITCHI017238	5	5	4	4	0
1000	15	LITCHI009467	LITCHI010823	3	3	5	5	0
1000	15	LITCHI009699	LITCHI030649	2	2	1	1	0
1000	15	LITCHI009710	LITCHI021595	3	3	5	5	0
1000	15	LITCHI009711	LITCHI005479	5	5	4	4	0
1000	15	LITCHI009755	LITCHI019238	3	3	2	2	0
1000	15	LITCHI009827	LITCHI001267	4	4	3	3	0
1000	15	LITCHI009937	LITCHI005516	5	5	1	1	0
1000	15	LITCHI010045	LITCHI018097	3	3	4	4	0
1000	15	LITCHI010048	LITCHI008837	4	4	5	5	0
1000	15	LITCHI010247	LITCHI004194	5	5	2	2	0
1000	15	LITCHI010280	LITCHI010589	1	1	4	4	0
1000	15	LITCHI010370	LITCHI026027	5	5	2	2	0
1000	15	LITCHI010540	LITCHI010000	5	5	4	4	0
1000	15	LITCHI010548	LITCHI019063	5	5	1	1	0
1000	15	LITCHI010569	LITCHI001229	4	4	4	4	0
1000	15	LITCHI010675	LITCHI026194	1	1	4	4	0
1000	15	LITCHI010839	LITCHI027993	5	5	1	1	0
1000	15	LITCHI010862	LITCHI025047	5	5	3	3	0
1000	15	LITCHI010900	LITCHI017541	4	4	5	5	0
1000	15	LITCHI010945	LITCHI031732	2	2	5	5	0
1000	15	LITCHI011033	LITCHI023504	3	3	3	3	0
1000	15	LITCHI011075	LITCHI024406	2	2	5	5	0
1000	15	LITCHI011142	LITCHI027283	3	3	4	4	0
1000	15	LITCHI011244	LITCHI021616	2	2	5	5	0
1000	15	LITCHI011273	LITCHI000289	3	3	1	1	0
1000	15	LITCHI011349	LITCHI018095	4	4	2	2	0
1000	15	LITCHI011380	LITCHI002915	3	3	3	3	0
1000	15	LITCHI011490	LITCHI000636	5	5	1	1	0
1000	15	LITCHI011750	LITCHI015408	2	2	5	5	0
1000	15	LITCHI011826	LITCHI011975	4	4	3	3	0
1000	15	LITCHI012315	LITCHI003048	2	2	3	3	0
1000	15	LITCHI012388	LITCHI012378	5	5	1	1	0
1000	15	LITCHI012392	LITCHI011333	3	3	3	3	0
1000	15	LITCHI012463	LITCHI023799	3	3	3	3	0
1000	15	LITCHI012558	LITCHI017166	5	5	4	4	0
1000	15	LITCHI012577	LITCHI010078	3	3	4	4	0
1000	15	LITCHI012621	LITCHI023621	3	3	1	1	0
1000	15	LITCHI012746	LITCHI007836	5	5	4	4	0
1000	15	LITCHI013117	LITCHI019529	1	1	1	1	0
1000	15	LITCHI013195	LITCHI004079	2	2	3	3	0
1000	15	LITCHI013258	LITCHI026180	5	5	5	5	0
1000	15	LITCHI013278	LITCHI013722	3	3	2	2	0
1000	15	LITCHI013501	LITCHI023202	3	3	2	2	0
1000	15	LITCHI013515	LITCHI013508	4	4	2	2	0
1000	15	LITCHI013911	LITCHI021767	4	4	1	1	0
1000	15	LITCHI014370	LITCHI001438	2	2	2	2	0
1000	15	LITCHI014409	LITCHI019467	1	1	2	2	0
1000	15	LITCHI014536	LITCHI017550	2	2	3	3	0
1000	15	LITCHI014631	LITCHI017786	2	2	2	2	0
1000	15	LITCHI014755	LITCHI022147	4	4	1	1	0
1000	15	LITCHI014829	LITCHI017424	3	3	5	5	0
1000	15	LITCHI014864	LITCHI031600	2	2	4	4	0
1000	15	LITCHI014901	LITCHI017063	3	3	4	4	0
1000	15	LITCHI014978	LITCHI011649	5	5	2	2	0
1000	15	LITCHI015086	LITCHI018927	2	2	4	4	0
1000	15	LITCHI015122	LITCHI020655	3	3	2	2	0
1000	15	LITCHI015333	LITCHI004196	4	4	5	5	0
1000	15	LITCHI015336	LITCHI001509	2	2	4	4	0
1000	15	LITCHI015376	LITCHI019350	4	4	4	4	0
1000	15	LITCHI015377	LITCHI006365	3	3	5	5	0
1000	15	LITCHI015508	LITCHI006469	5	5	1	1	0
1000	15	LITCHI015531	LITCHI029201	2	2	2	2	0
1000	15	LITCHI015548	LITCHI027634	4	4	2	2	0
1000	15	LITCHI015963	LITCHI005364	3	3	3	3	0
1000	15	LITCHI015971	LITCHI024891	3	3	3	3	0
1000	15	LITCHI016018	LITCHI020170	3	3	1	1	0
1000	15	LITCHI016216	LITCHI017198	2	2	2	2	0
1000	15	LITCHI016296	LITCHI019002	2	2	4	4	0
1000	15	LITCHI016360	LITCHI022748	2	2	2	2	0
1000	15	LITCHI016365	LITCHI001845	1	1	3	3	0
1000	15	LITCHI016611	LITCHI003439	5	5	1	1	0
1000	15	LITCHI016642	LITCHI011815	3	3	2	2	0
1000	15	LITCHI016685	LITCHI000851	4	4	5	5	0
1000	15	LITCHI016839	LITCHI020592	2	2	4	4	0
1000	15	LITCHI016859	LITCHI029888	4	4	3	3	0
1000	15	LITCHI016977	LITCHI024781	5	5	3	3	0
1000	15	LITCHI017049	LITCHI010694	3	3	1	1	0
1000	15	LITCHI017106	LITCHI013780	2	2	2	2	0
1000	15	LITCHI017126	LITCHI029048	5	5	1	1	0
1000	15	LITCHI017190	LITCHI018641	3	3	2	2	0
1000	15	LITCHI017389	LITCHI023122	2	2	5	5	0
1000	15	LITCHI017520	LITCHI025916	3	3	4	4	0
1000	15	LITCHI017545	LITCHI028801	4	4	5	5	0
1000	15	LITCHI017551	LITCHI030914	3	3	3	3	0
1000	15	LITCHI017609	LITCHI025140	2	2	1	1	0
1000	15	LITCHI017676	LITCHI021858	5	5	3	3	0
1000	15	LITCHI017913	LITCHI010646	4	4	4	4	0
1000	15	LITCHI018075	LITCHI016324	2	2	4	4	0
1000	15	LITCHI018147	LITCHI007609	4	4	2	2	0
1000	15	LITCHI018219	LITCHI026391	3	3	2	2	0
1000	15	LITCHI018281	LITCHI009394	4	4	1	1	0
1000	15	LITCHI018353	LITCHI021130	5	5	4	4	0
1000	15	LITCHI018359	LITCHI001514	5	5	3	3	0
1000	15	LITCHI018600	LITCHI025050	5	5	1	1	0
1000	15	LITCHI018602	LITCHI022234	5	5	4	4	0
1000	15	LITCHI018616	LITCHI017604	3	3	3	3	0
1000	15	LITCHI018664	LITCHI024575	4	4	5	5	0
1000	15	LITCHI018672	LITCHI017075	3	3	1	1	0
1000	15	LITCHI018759	LITCHI001256	2	2	4	4	0
1000	15	LITCHI018804	LITCHI013914	5	5	2	2	0
1000	15	LITCHI018831	LITCHI002908	3	3	4	4	0
1000	15	LITCHI018863	LITCHI010386	4	4	2	2	0
1000	15	LITCHI018926	LITCHI019216	3	3	2	2	0
1000	15	LITCHI019061	LITCHI027647	3	3	5	5	0
1000	15	LITCHI019196	LITCHI020232	4	4	1	1	0
1000	15	LITCHI019253	LITCHI016095	5	5	1	1	0
1000	15	LITCHI019308	LITCHI024676	5	5	4	4	0
1000	15	LITCHI019332	LITCHI023847	2	2	1	1	0
1000	15	LITCHI019379	LITCHI019654	5	5	3	3	0
1000	15	LITCHI019480	LITCHI014533	2	2	2	2	0
1000	15	LITCHI019499	LITCHI016373	5	5	2	2	0
1000	15	LITCHI019504	LITCHI016881	5	5	2	2	0
1000	15	LITCHI019532	LITCHI008730	4	4	2	2	0
1000	15	LITCHI019601	LITCHI020352	2	2	5	5	0
1000	15	LITCHI019645	LITCHI007885	4	4	5	5	0
1000	15	LITCHI020277	LITCHI025053	3	3	3	3	0
1000	15	LITCHI020311	LITCHI031690	2	2	5	5	0
1000	15	LITCHI020383	LITCHI020427	2	2	3	3	0
1000	15	LITCHI020477	LITCHI026627	4	4	5	5	0
1000	15	LITCHI020505	LITCHI023491	4	4	1	1	0
1000	15	LITCHI020520	LITCHI024340	5	5	2	2	0
1000	15	LITCHI020527	LITCHI013063	5	5	2	2	0
1000	15	LITCHI020651	LITCHI003659	3	3	2	2	0
1000	15	LITCHI020695	LITCHI007246	4	4	1	1	0
