gene_id	matrix_id	window_bp	fimo_p_threshold	site_present
LITCHI020862	MA2448.1	1000	0.0001	False
LITCHI020862	MA2449.1	1000	0.0001	False
LITCHI020862	MA2450.1	1000	0.0001	False
LITCHI020862	MA2451.1	1000	0.0001	False
LITCHI020862	MA2452.1	1000	0.0001	False
LITCHI020862	MA2453.1	1000	0.0001	False
LITCHI020862	MA2454.1	1000	0.0001	False
LITCHI020862	MA2455.1	1000	0.0001	False
LITCHI020862	MA2005.2	1000	0.0001	False
LITCHI020862	MA1376.2	1000	0.0001	False
LITCHI020862	MA1751.2	1000	0.0001	False
LITCHI020862	MA0571.2	1000	0.0001	False
LITCHI020862	MA1377.2	1000	0.0001	False
LITCHI020862	MA0971.2	1000	0.0001	False
LITCHI020862	MA0976.3	1000	0.0001	True
LITCHI020862	MA0980.3	1000	0.0001	False
LITCHI020862	MA0992.3	1000	0.0001	False
LITCHI020862	MA0993.2	1000	0.0001	False
LITCHI020862	MA0994.3	1000	0.0001	False
LITCHI020862	MA0995.3	1000	0.0001	False
LITCHI020862	MA0997.2	1000	0.0001	False
LITCHI020862	MA0998.2	1000	0.0001	False
LITCHI020862	MA1000.3	1000	0.0001	True
LITCHI020862	MA1001.4	1000	0.0001	True
LITCHI020862	MA1004.2	1000	0.0001	False
LITCHI020862	MA1005.3	1000	0.0001	False
LITCHI020862	MA1008.2	1000	0.0001	False
LITCHI020862	MA1010.2	1000	0.0001	False
LITCHI020862	MA1032.2	1000	0.0001	False
LITCHI020862	MA1049.2	1000	0.0001	False
LITCHI020862	MA1218.2	1000	0.0001	False
LITCHI020862	MA1219.3	1000	0.0001	False
LITCHI020862	MA1220.2	1000	0.0001	False
LITCHI020862	MA1223.2	1000	0.0001	False
LITCHI020862	MA1226.2	1000	0.0001	True
LITCHI020862	MA1227.3	1000	0.0001	False
LITCHI020862	MA1228.2	1000	0.0001	True
LITCHI020862	MA1229.2	1000	0.0001	False
LITCHI020862	MA1230.2	1000	0.0001	False
LITCHI020862	MA1231.3	1000	0.0001	False
LITCHI020862	MA1232.2	1000	0.0001	False
LITCHI020862	MA1233.3	1000	0.0001	False
LITCHI020862	MA1234.2	1000	0.0001	False
LITCHI020862	MA1238.3	1000	0.0001	False
LITCHI020862	MA1239.2	1000	0.0001	True
LITCHI020862	MA1240.2	1000	0.0001	True
LITCHI020862	MA1241.2	1000	0.0001	False
LITCHI020862	MA1243.2	1000	0.0001	False
LITCHI020862	MA1244.2	1000	0.0001	False
LITCHI020862	MA1245.3	1000	0.0001	False
LITCHI020862	MA1246.2	1000	0.0001	False
LITCHI020862	MA1247.2	1000	0.0001	False
LITCHI020862	MA1248.2	1000	0.0001	False
LITCHI020862	MA1250.2	1000	0.0001	False
LITCHI020862	MA1251.2	1000	0.0001	False
LITCHI020862	MA1252.2	1000	0.0001	True
LITCHI020862	MA1253.2	1000	0.0001	True
LITCHI020862	MA1256.2	1000	0.0001	False
LITCHI020862	MA1257.2	1000	0.0001	True
LITCHI020862	MA1258.2	1000	0.0001	False
LITCHI020862	MA1259.2	1000	0.0001	False
LITCHI020862	MA1260.2	1000	0.0001	False
LITCHI020862	MA1261.2	1000	0.0001	False
LITCHI020862	MA1262.2	1000	0.0001	True
LITCHI020862	MA1263.2	1000	0.0001	False
LITCHI020862	MA1264.2	1000	0.0001	False
LITCHI020862	MA1265.3	1000	0.0001	False
LITCHI020862	MA1266.2	1000	0.0001	False
LITCHI020862	MA1424.2	1000	0.0001	False
LITCHI020862	MA1669.2	1000	0.0001	False
LITCHI020862	MA1670.2	1000	0.0001	False
LITCHI020862	MA1671.2	1000	0.0001	False
LITCHI020862	MA1679.2	1000	0.0001	False
LITCHI020862	MA1748.2	1000	0.0001	False
LITCHI020862	MA1752.2	1000	0.0001	False
LITCHI020862	MA1753.2	1000	0.0001	False
LITCHI020862	MA1754.2	1000	0.0001	False
LITCHI020862	MA1795.2	1000	0.0001	False
LITCHI020862	MA1804.2	1000	0.0001	False
LITCHI020862	MA1817.2	1000	0.0001	False
LITCHI020862	MA1819.2	1000	0.0001	False
LITCHI020862	MA1820.2	1000	0.0001	False
LITCHI020862	MA1821.2	1000	0.0001	False
LITCHI020862	MA1831.2	1000	0.0001	False
LITCHI020862	MA1832.2	1000	0.0001	False
LITCHI020862	MA1833.2	1000	0.0001	False
LITCHI020862	MA2011.2	1000	0.0001	False
LITCHI020862	MA2013.2	1000	0.0001	False
LITCHI020862	MA0564.2	1000	0.0001	False
LITCHI020862	MA0565.3	1000	0.0001	False
LITCHI020862	MA0581.2	1000	0.0001	False
LITCHI020862	MA1810.2	1000	0.0001	False
LITCHI020862	MA0942.2	1000	0.0001	False
LITCHI020862	MA0943.2	1000	0.0001	False
LITCHI020862	MA0944.2	1000	0.0001	False
LITCHI020862	MA1206.2	1000	0.0001	False
LITCHI020862	MA1685.2	1000	0.0001	True
LITCHI020862	MA1688.2	1000	0.0001	False
LITCHI020862	MA1689.2	1000	0.0001	False
LITCHI020862	MA1690.2	1000	0.0001	True
LITCHI020862	MA1691.2	1000	0.0001	False
LITCHI020862	MA1692.2	1000	0.0001	False
LITCHI020862	MA1693.2	1000	0.0001	False
LITCHI020862	MA1694.2	1000	0.0001	False
LITCHI020862	MA1695.2	1000	0.0001	True
LITCHI020862	MA1696.2	1000	0.0001	True
LITCHI020862	MA1697.2	1000	0.0001	False
LITCHI020862	MA1698.2	1000	0.0001	False
LITCHI020862	MA0582.2	1000	0.0001	False
LITCHI020862	MA0552.2	1000	0.0001	False
LITCHI020862	MA0560.2	1000	0.0001	False
LITCHI020862	MA0568.2	1000	0.0001	False
LITCHI020862	MA0569.2	1000	0.0001	False
LITCHI020862	MA0956.2	1000	0.0001	False
LITCHI020862	MA0961.2	1000	0.0001	False
LITCHI020862	MA0962.2	1000	0.0001	False
LITCHI020862	MA0964.3	1000	0.0001	False
LITCHI020862	MA0965.3	1000	0.0001	False
LITCHI020862	MA0966.2	1000	0.0001	False
LITCHI020862	MA1025.2	1000	0.0001	False
LITCHI020862	MA1061.2	1000	0.0001	False
LITCHI020862	MA1074.2	1000	0.0001	False
LITCHI020862	MA1357.2	1000	0.0001	False
LITCHI020862	MA1358.2	1000	0.0001	False
LITCHI020862	MA1359.3	1000	0.0001	False
LITCHI020862	MA1360.3	1000	0.0001	False
LITCHI020862	MA1361.2	1000	0.0001	False
LITCHI020862	MA1362.2	1000	0.0001	False
LITCHI020862	MA1364.2	1000	0.0001	False
LITCHI020862	MA1411.2	1000	0.0001	False
LITCHI020862	MA1412.2	1000	0.0001	False
LITCHI020862	MA1739.2	1000	0.0001	False
LITCHI020862	MA1740.2	1000	0.0001	False
LITCHI020862	MA1816.2	1000	0.0001	False
LITCHI020862	MA1834.2	1000	0.0001	False
LITCHI020862	MA0549.2	1000	0.0001	False
LITCHI020862	MA0550.3	1000	0.0001	False
LITCHI020862	MA1331.2	1000	0.0001	False
LITCHI020862	MA1332.2	1000	0.0001	False
LITCHI020862	MA1333.2	1000	0.0001	False
LITCHI020862	MA2014.2	1000	0.0001	False
LITCHI020862	MA0587.2	1000	0.0001	False
LITCHI020862	MA1019.2	1000	0.0001	False
LITCHI020862	MA1031.2	1000	0.0001	False
LITCHI020862	MA1054.2	1000	0.0001	True
LITCHI020862	MA1062.3	1000	0.0001	False
LITCHI020862	MA1063.2	1000	0.0001	False
LITCHI020862	MA1064.2	1000	0.0001	False
LITCHI020862	MA1065.3	1000	0.0001	False
LITCHI020862	MA1282.2	1000	0.0001	False
LITCHI020862	MA1283.2	1000	0.0001	False
LITCHI020862	MA1284.2	1000	0.0001	False
LITCHI020862	MA1285.2	1000	0.0001	False
LITCHI020862	MA1286.2	1000	0.0001	False
LITCHI020862	MA1287.2	1000	0.0001	False
LITCHI020862	MA1288.2	1000	0.0001	False
LITCHI020862	MA1289.2	1000	0.0001	False
LITCHI020862	MA1410.2	1000	0.0001	False
LITCHI020862	MA1428.2	1000	0.0001	False
LITCHI020862	MA1430.2	1000	0.0001	False
LITCHI020862	MA1828.2	1000	0.0001	False
LITCHI020862	MA1822.2	1000	0.0001	False
LITCHI020862	MA0570.3	1000	0.0001	False
LITCHI020862	MA0930.3	1000	0.0001	False
LITCHI020862	MA0931.2	1000	0.0001	False
LITCHI020862	MA0941.2	1000	0.0001	False
LITCHI020862	MA1338.3	1000	0.0001	False
LITCHI020862	MA1659.2	1000	0.0001	False
LITCHI020862	MA1344.2	1000	0.0001	False
LITCHI020862	MA1417.2	1000	0.0001	False
LITCHI020862	MA1745.2	1000	0.0001	False
LITCHI020862	MA0588.2	1000	0.0001	False
LITCHI020862	MA1047.3	1000	0.0001	False
LITCHI020862	MA1068.3	1000	0.0001	False
LITCHI020862	MA1069.3	1000	0.0001	False
LITCHI020862	MA1070.3	1000	0.0001	False
LITCHI020862	MA1336.2	1000	0.0001	False
LITCHI020862	MA1346.2	1000	0.0001	False
LITCHI020862	MA1835.2	1000	0.0001	False
LITCHI020862	MA0968.3	1000	0.0001	False
LITCHI020862	MA1349.2	1000	0.0001	False
LITCHI020862	MA1351.3	1000	0.0001	False
LITCHI020862	MA0551.2	1000	0.0001	False
LITCHI020862	MA1425.2	1000	0.0001	False
LITCHI020862	MA1343.2	1000	0.0001	False
LITCHI020862	MA1744.2	1000	0.0001	False
LITCHI020862	MA1803.2	1000	0.0001	False
LITCHI020862	MA1334.2	1000	0.0001	False
LITCHI020862	MA1337.2	1000	0.0001	False
LITCHI020862	MA1340.2	1000	0.0001	False
LITCHI020862	MA1341.2	1000	0.0001	False
LITCHI020862	MA1345.2	1000	0.0001	False
LITCHI020862	MA1743.2	1000	0.0001	False
LITCHI020862	MA2015.2	1000	0.0001	False
LITCHI020862	MA1156.2	1000	0.0001	False
LITCHI020862	MA1157.2	1000	0.0001	False
LITCHI020862	MA1158.2	1000	0.0001	False
LITCHI020862	MA1159.2	1000	0.0001	False
LITCHI020862	MA1160.2	1000	0.0001	False
LITCHI020862	MA1370.2	1000	0.0001	False
LITCHI020862	MA1371.2	1000	0.0001	False
LITCHI020862	MA1372.2	1000	0.0001	True
LITCHI020862	MA1374.2	1000	0.0001	False
LITCHI020862	MA1381.2	1000	0.0001	False
LITCHI020862	MA1405.2	1000	0.0001	False
LITCHI020862	MA1415.2	1000	0.0001	False
LITCHI020862	MA1736.2	1000	0.0001	False
LITCHI020862	MA1801.2	1000	0.0001	False
LITCHI020862	MA2052.2	1000	0.0001	False
LITCHI020862	MA2016.2	1000	0.0001	False
LITCHI020862	MA0969.2	1000	0.0001	False
LITCHI020862	MA0970.2	1000	0.0001	False
LITCHI020862	MA1197.2	1000	0.0001	False
LITCHI020862	MA1756.2	1000	0.0001	False
LITCHI020862	MA1809.2	1000	0.0001	False
LITCHI020862	MA1682.2	1000	0.0001	False
LITCHI020862	MA1813.2	1000	0.0001	False
LITCHI020862	MA1414.2	1000	0.0001	False
LITCHI020862	MA0938.3	1000	0.0001	False
LITCHI020862	MA1043.2	1000	0.0001	False
LITCHI020862	MA1044.2	1000	0.0001	False
LITCHI020862	MA1045.2	1000	0.0001	False
LITCHI020862	MA1427.3	1000	0.0001	False
LITCHI020862	MA1660.2	1000	0.0001	False
LITCHI020862	MA1663.3	1000	0.0001	False
LITCHI020862	MA1674.3	1000	0.0001	False
LITCHI020862	MA1675.2	1000	0.0001	False
LITCHI020862	MA1676.3	1000	0.0001	False
LITCHI020862	MA1677.2	1000	0.0001	False
LITCHI020862	MA1678.3	1000	0.0001	False
LITCHI020862	MA1785.2	1000	0.0001	False
LITCHI020862	MA1786.2	1000	0.0001	False
LITCHI020862	MA1787.2	1000	0.0001	False
LITCHI020862	MA2006.2	1000	0.0001	False
LITCHI020862	MA2009.2	1000	0.0001	False
LITCHI020862	MA2010.2	1000	0.0001	False
LITCHI020862	MA2017.2	1000	0.0001	False
LITCHI020862	MA2018.2	1000	0.0001	False
LITCHI020862	MA2033.2	1000	0.0001	False
LITCHI020862	MA2034.2	1000	0.0001	False
LITCHI020862	MA2035.2	1000	0.0001	False
LITCHI020862	MA2036.2	1000	0.0001	False
LITCHI020862	MA2037.2	1000	0.0001	False
LITCHI020862	MA2038.2	1000	0.0001	False
LITCHI020862	MA2043.2	1000	0.0001	False
LITCHI020862	MA2044.2	1000	0.0001	False
LITCHI020862	MA2045.2	1000	0.0001	False
LITCHI020862	MA2046.2	1000	0.0001	False
LITCHI020862	MA2047.2	1000	0.0001	False
LITCHI020862	MA2048.2	1000	0.0001	True
LITCHI020862	MA2049.2	1000	0.0001	False
LITCHI020862	MA2050.2	1000	0.0001	False
LITCHI020862	MA2051.2	1000	0.0001	True
LITCHI020862	MA2053.2	1000	0.0001	False
LITCHI020862	MA0589.2	1000	0.0001	False
LITCHI020862	MA1076.3	1000	0.0001	False
LITCHI020862	MA1077.2	1000	0.0001	False
LITCHI020862	MA1078.2	1000	0.0001	False
LITCHI020862	MA1079.3	1000	0.0001	False
LITCHI020862	MA1081.3	1000	0.0001	False
LITCHI020862	MA1083.3	1000	0.0001	False
LITCHI020862	MA1085.3	1000	0.0001	False
LITCHI020862	MA1086.2	1000	0.0001	False
LITCHI020862	MA1087.3	1000	0.0001	False
LITCHI020862	MA1088.2	1000	0.0001	False
LITCHI020862	MA1089.2	1000	0.0001	False
LITCHI020862	MA1090.2	1000	0.0001	False
LITCHI020862	MA1092.2	1000	0.0001	False
LITCHI020862	MA1093.2	1000	0.0001	False
LITCHI020862	MA1094.3	1000	0.0001	False
LITCHI020862	MA1295.2	1000	0.0001	False
LITCHI020862	MA1296.2	1000	0.0001	False
LITCHI020862	MA1297.2	1000	0.0001	False
LITCHI020862	MA1298.2	1000	0.0001	False
LITCHI020862	MA1299.2	1000	0.0001	False
LITCHI020862	MA1300.2	1000	0.0001	False
LITCHI020862	MA1301.2	1000	0.0001	False
LITCHI020862	MA1302.2	1000	0.0001	False
LITCHI020862	MA1303.2	1000	0.0001	False
LITCHI020862	MA1304.2	1000	0.0001	False
LITCHI020862	MA1305.2	1000	0.0001	False
LITCHI020862	MA1306.2	1000	0.0001	False
LITCHI020862	MA1307.3	1000	0.0001	False
LITCHI020862	MA1308.2	1000	0.0001	False
LITCHI020862	MA1310.2	1000	0.0001	False
LITCHI020862	MA1311.3	1000	0.0001	False
LITCHI020862	MA1312.2	1000	0.0001	False
LITCHI020862	MA1313.2	1000	0.0001	False
LITCHI020862	MA1314.2	1000	0.0001	False
LITCHI020862	MA1315.2	1000	0.0001	False
LITCHI020862	MA1316.2	1000	0.0001	False
LITCHI020862	MA1317.2	1000	0.0001	False
LITCHI020862	MA1318.2	1000	0.0001	False
LITCHI020862	MA1805.2	1000	0.0001	False
LITCHI020862	MA0557.2	1000	0.0001	False
LITCHI020862	MA1382.2	1000	0.0001	False
LITCHI020862	MA1664.3	1000	0.0001	False
LITCHI020862	MA1665.3	1000	0.0001	False
LITCHI020862	MA1666.3	1000	0.0001	False
LITCHI020862	MA1667.3	1000	0.0001	False
LITCHI020862	MA1758.2	1000	0.0001	True
LITCHI020862	MA1759.2	1000	0.0001	False
LITCHI020862	MA1761.2	1000	0.0001	False
LITCHI020862	MA2019.2	1000	0.0001	False
LITCHI020862	MA2020.2	1000	0.0001	False
LITCHI020862	MA0008.4	1000	0.0001	False
LITCHI020862	MA0110.4	1000	0.0001	False
LITCHI020862	MA0573.2	1000	0.0001	False
LITCHI020862	MA0953.2	1000	0.0001	False
LITCHI020862	MA0954.3	1000	0.0001	False
LITCHI020862	MA0990.2	1000	0.0001	True
LITCHI020862	MA1024.2	1000	0.0001	False
LITCHI020862	MA1026.3	1000	0.0001	False
LITCHI020862	MA1198.2	1000	0.0001	False
LITCHI020862	MA1209.2	1000	0.0001	False
LITCHI020862	MA1210.3	1000	0.0001	False
LITCHI020862	MA1211.2	1000	0.0001	False
LITCHI020862	MA1212.2	1000	0.0001	False
LITCHI020862	MA1214.2	1000	0.0001	False
LITCHI020862	MA1215.2	1000	0.0001	False
LITCHI020862	MA1327.3	1000	0.0001	False
LITCHI020862	MA1369.2	1000	0.0001	True
LITCHI020862	MA1375.2	1000	0.0001	True
LITCHI020862	MA1406.2	1000	0.0001	False
LITCHI020862	MA1757.2	1000	0.0001	True
LITCHI020862	MA1824.2	1000	0.0001	False
LITCHI020862	MA1213.3	1000	0.0001	False
LITCHI020862	MA1326.2	1000	0.0001	False
LITCHI020862	MA1329.3	1000	0.0001	False
LITCHI020862	MA1330.2	1000	0.0001	False
LITCHI020862	MA1807.2	1000	0.0001	False
LITCHI020862	MA0001.3	1000	0.0001	True
LITCHI020862	MA0005.3	1000	0.0001	False
LITCHI020862	MA0082.2	1000	0.0001	True
LITCHI020862	MA0548.3	1000	0.0001	True
LITCHI020862	MA0554.2	1000	0.0001	False
LITCHI020862	MA0555.2	1000	0.0001	True
LITCHI020862	MA0556.2	1000	0.0001	False
LITCHI020862	MA0558.2	1000	0.0001	False
LITCHI020862	MA0563.2	1000	0.0001	False
LITCHI020862	MA0584.2	1000	0.0001	False
LITCHI020862	MA0585.2	1000	0.0001	False
LITCHI020862	MA1814.2	1000	0.0001	False
LITCHI020862	MA1015.2	1000	0.0001	False
LITCHI020862	MA1016.2	1000	0.0001	False
LITCHI020862	MA1017.2	1000	0.0001	False
LITCHI020862	MA1018.2	1000	0.0001	False
LITCHI020862	MA1323.2	1000	0.0001	False
LITCHI020862	MA1325.2	1000	0.0001	False
LITCHI020862	MA1396.2	1000	0.0001	False
LITCHI020862	MA1755.2	1000	0.0001	False
LITCHI020862	MA0020.2	1000	0.0001	False
LITCHI020862	MA0973.2	1000	0.0001	False
LITCHI020862	MA0974.3	1000	0.0001	False
LITCHI020862	MA0981.2	1000	0.0001	False
LITCHI020862	MA0982.2	1000	0.0001	False
LITCHI020862	MA0983.2	1000	0.0001	False
LITCHI020862	MA0984.2	1000	0.0001	False
LITCHI020862	MA0987.2	1000	0.0001	False
LITCHI020862	MA0989.2	1000	0.0001	False
LITCHI020862	MA1022.2	1000	0.0001	False
LITCHI020862	MA1071.2	1000	0.0001	False
LITCHI020862	MA1267.2	1000	0.0001	True
LITCHI020862	MA1268.2	1000	0.0001	True
LITCHI020862	MA1269.2	1000	0.0001	False
LITCHI020862	MA1270.2	1000	0.0001	False
LITCHI020862	MA1272.3	1000	0.0001	False
LITCHI020862	MA1273.2	1000	0.0001	False
LITCHI020862	MA1275.2	1000	0.0001	False
LITCHI020862	MA1276.2	1000	0.0001	False
LITCHI020862	MA1277.2	1000	0.0001	False
LITCHI020862	MA1278.2	1000	0.0001	False
LITCHI020862	MA1279.2	1000	0.0001	False
LITCHI020862	MA1280.2	1000	0.0001	False
LITCHI020862	MA1281.2	1000	0.0001	True
LITCHI020862	MA1747.2	1000	0.0001	False
LITCHI020862	MA1823.2	1000	0.0001	True
LITCHI020862	MA1673.2	1000	0.0001	False
LITCHI020862	MA2021.2	1000	0.0001	False
LITCHI020862	MA2022.2	1000	0.0001	True
LITCHI020862	MA1794.2	1000	0.0001	False
LITCHI020862	MA0121.2	1000	0.0001	False
LITCHI020862	MA0945.2	1000	0.0001	False
LITCHI020862	MA0948.2	1000	0.0001	False
LITCHI020862	MA0949.2	1000	0.0001	False
LITCHI020862	MA1409.2	1000	0.0001	False
LITCHI020862	MA1027.2	1000	0.0001	False
LITCHI020862	MA1163.3	1000	0.0001	False
LITCHI020862	MA1164.2	1000	0.0001	False
LITCHI020862	MA1165.3	1000	0.0001	False
LITCHI020862	MA1166.2	1000	0.0001	False
LITCHI020862	MA1167.2	1000	0.0001	False
LITCHI020862	MA1168.2	1000	0.0001	False
LITCHI020862	MA1383.2	1000	0.0001	False
LITCHI020862	MA1385.2	1000	0.0001	False
LITCHI020862	MA1386.3	1000	0.0001	False
LITCHI020862	MA1387.2	1000	0.0001	False
LITCHI020862	MA1388.2	1000	0.0001	False
LITCHI020862	MA1389.2	1000	0.0001	False
LITCHI020862	MA1390.3	1000	0.0001	False
LITCHI020862	MA1706.2	1000	0.0001	False
LITCHI020862	MA1735.2	1000	0.0001	False
LITCHI020862	MA1737.2	1000	0.0001	False
LITCHI020862	MA1830.2	1000	0.0001	False
LITCHI020862	MA2023.2	1000	0.0001	False
LITCHI020862	MA0034.2	1000	0.0001	False
LITCHI020862	MA0575.2	1000	0.0001	False
LITCHI020862	MA0576.2	1000	0.0001	False
LITCHI020862	MA1030.2	1000	0.0001	False
LITCHI020862	MA1037.2	1000	0.0001	True
LITCHI020862	MA1038.2	1000	0.0001	False
LITCHI020862	MA1170.2	1000	0.0001	False
LITCHI020862	MA1171.2	1000	0.0001	False
LITCHI020862	MA1172.2	1000	0.0001	False
LITCHI020862	MA1173.2	1000	0.0001	False
LITCHI020862	MA1174.2	1000	0.0001	False
LITCHI020862	MA1175.2	1000	0.0001	False
LITCHI020862	MA1176.2	1000	0.0001	True
LITCHI020862	MA1177.2	1000	0.0001	False
LITCHI020862	MA1178.3	1000	0.0001	False
LITCHI020862	MA1179.2	1000	0.0001	False
LITCHI020862	MA1180.2	1000	0.0001	False
LITCHI020862	MA1181.2	1000	0.0001	False
LITCHI020862	MA1292.2	1000	0.0001	False
LITCHI020862	MA1293.2	1000	0.0001	True
LITCHI020862	MA1294.2	1000	0.0001	True
LITCHI020862	MA1391.3	1000	0.0001	False
LITCHI020862	MA1392.3	1000	0.0001	True
LITCHI020862	MA1393.3	1000	0.0001	False
LITCHI020862	MA1394.3	1000	0.0001	False
LITCHI020862	MA1762.2	1000	0.0001	False
LITCHI020862	MA1764.2	1000	0.0001	False
LITCHI020862	MA1765.2	1000	0.0001	False
LITCHI020862	MA1766.2	1000	0.0001	True
LITCHI020862	MA1767.2	1000	0.0001	False
LITCHI020862	MA1768.2	1000	0.0001	True
LITCHI020862	MA1769.2	1000	0.0001	True
LITCHI020862	MA1770.2	1000	0.0001	False
LITCHI020862	MA1771.2	1000	0.0001	True
LITCHI020862	MA1772.2	1000	0.0001	False
LITCHI020862	MA1773.2	1000	0.0001	False
LITCHI020862	MA1774.2	1000	0.0001	True
LITCHI020862	MA1775.2	1000	0.0001	False
LITCHI020862	MA1777.2	1000	0.0001	False
LITCHI020862	MA1778.2	1000	0.0001	True
LITCHI020862	MA1779.2	1000	0.0001	False
LITCHI020862	MA1780.2	1000	0.0001	True
LITCHI020862	MA1781.2	1000	0.0001	True
LITCHI020862	MA1829.2	1000	0.0001	True
LITCHI020862	MA2007.2	1000	0.0001	True
LITCHI020862	MA2008.2	1000	0.0001	False
LITCHI020862	MA2024.2	1000	0.0001	False
LITCHI020862	MA2025.2	1000	0.0001	True
LITCHI020862	MA2026.2	1000	0.0001	False
LITCHI020862	MA2027.2	1000	0.0001	False
LITCHI020862	MA2028.2	1000	0.0001	True
LITCHI020862	MA2029.2	1000	0.0001	False
LITCHI020862	MA2030.2	1000	0.0001	True
LITCHI020862	MA2041.2	1000	0.0001	False
LITCHI020862	MA2042.2	1000	0.0001	False
LITCHI020862	MA0579.2	1000	0.0001	False
LITCHI020862	MA1182.2	1000	0.0001	True
LITCHI020862	MA1183.2	1000	0.0001	True
LITCHI020862	MA1184.2	1000	0.0001	True
LITCHI020862	MA1185.2	1000	0.0001	True
LITCHI020862	MA1186.2	1000	0.0001	False
LITCHI020862	MA1187.2	1000	0.0001	True
LITCHI020862	MA1189.2	1000	0.0001	False
LITCHI020862	MA1190.2	1000	0.0001	True
LITCHI020862	MA1191.2	1000	0.0001	True
LITCHI020862	MA1192.2	1000	0.0001	False
LITCHI020862	MA1193.2	1000	0.0001	False
LITCHI020862	MA1194.2	1000	0.0001	False
LITCHI020862	MA1195.2	1000	0.0001	False
LITCHI020862	MA1196.2	1000	0.0001	False
LITCHI020862	MA1397.2	1000	0.0001	False
LITCHI020862	MA1398.3	1000	0.0001	False
LITCHI020862	MA1400.2	1000	0.0001	False
LITCHI020862	MA1401.2	1000	0.0001	True
LITCHI020862	MA1408.2	1000	0.0001	True
LITCHI020862	MA1793.2	1000	0.0001	False
LITCHI020862	MA1802.2	1000	0.0001	False
LITCHI020862	MA1812.2	1000	0.0001	False
LITCHI020862	MA1825.2	1000	0.0001	False
LITCHI020862	MA2031.2	1000	0.0001	False
LITCHI020862	MA2032.2	1000	0.0001	False
LITCHI020862	MA1208.2	1000	0.0001	False
LITCHI020862	MA1365.3	1000	0.0001	False
LITCHI020862	MA1366.2	1000	0.0001	False
LITCHI020862	MA1368.3	1000	0.0001	False
LITCHI020862	MA1661.2	1000	0.0001	False
LITCHI020862	MA1662.2	1000	0.0001	False
LITCHI020862	MA2039.2	1000	0.0001	False
LITCHI020862	MA2040.2	1000	0.0001	False
LITCHI020862	MA0988.2	1000	0.0001	False
LITCHI020862	MA1011.2	1000	0.0001	False
LITCHI020862	MA1021.2	1000	0.0001	False
LITCHI020862	MA2478.1	1000	0.0001	False
LITCHI020862	MA2481.1	1000	0.0001	False
LITCHI020862	MA2482.1	1000	0.0001	False
LITCHI020862	MA2483.1	1000	0.0001	False
LITCHI020862	MA0054.1	1000	0.0001	False
LITCHI020862	MA0955.2	1000	0.0001	False
LITCHI020862	MA0559.1	1000	0.0001	True
LITCHI020862	MA0574.1	1000	0.0001	False
LITCHI020862	MA0578.1	1000	0.0001	False
LITCHI020862	MA0940.1	1000	0.0001	False
LITCHI020862	MA0972.1	1000	0.0001	False
LITCHI020862	MA1012.1	1000	0.0001	False
LITCHI020862	MA1036.1	1000	0.0001	False
LITCHI020862	MA1039.1	1000	0.0001	False
LITCHI020862	MA1040.1	1000	0.0001	False
LITCHI020862	MA1041.1	1000	0.0001	False
LITCHI020862	MA1042.1	1000	0.0001	True
LITCHI020862	MA1169.1	1000	0.0001	False
LITCHI020862	MA1188.1	1000	0.0001	True
LITCHI020862	MA1199.1	1000	0.0001	True
LITCHI020862	MA1203.1	1000	0.0001	True
LITCHI020862	MA1204.1	1000	0.0001	True
LITCHI020862	MA1205.1	1000	0.0001	True
LITCHI020862	MA1352.1	1000	0.0001	False
LITCHI020862	MA1354.1	1000	0.0001	False
LITCHI020862	MA1356.1	1000	0.0001	False
LITCHI020862	MA1738.1	1000	0.0001	False
LITCHI020862	MA2459.1	1000	0.0001	False
LITCHI020862	MA2460.1	1000	0.0001	False
LITCHI020862	MA2461.1	1000	0.0001	False
LITCHI020862	MA2344.1	1000	0.0001	False
LITCHI020862	MA2471.1	1000	0.0001	False
LITCHI020862	MA2472.1	1000	0.0001	False
LITCHI020862	MA2474.1	1000	0.0001	False
LITCHI020862	MA2476.1	1000	0.0001	False
LITCHI020862	MA2477.1	1000	0.0001	False
LITCHI020862	MA1672.2	1000	0.0001	False
LITCHI020862	MA1742.2	1000	0.0001	False
LITCHI020862	MA0586.3	1000	0.0001	False
LITCHI020862	MA1056.2	1000	0.0001	False
LITCHI020862	MA1057.2	1000	0.0001	False
LITCHI020862	MA1058.2	1000	0.0001	False
LITCHI020862	MA1059.3	1000	0.0001	False
LITCHI020862	MA1060.2	1000	0.0001	False
LITCHI020862	MA1320.2	1000	0.0001	False
LITCHI020862	MA1321.2	1000	0.0001	False
LITCHI020862	MA1799.2	1000	0.0001	False
LITCHI020862	MA2479.1	1000	0.0001	False
LITCHI020862	MA0577.4	1000	0.0001	False
LITCHI020862	MA1055.3	1000	0.0001	False
LITCHI020862	MA1322.3	1000	0.0001	False
LITCHI020862	MA1353.2	1000	0.0001	True
LITCHI020862	MA1355.2	1000	0.0001	False
LITCHI020862	MA2498.1	1000	0.0001	True
LITCHI020862	MA2499.1	1000	0.0001	False
LITCHI020862	MA2500.1	1000	0.0001	False
LITCHI020862	MA2502.1	1000	0.0001	False
LITCHI020862	MA2505.1	1000	0.0001	False
LITCHI020862	MA2634.1	1000	0.0001	False
LITCHI020862	MA2635.1	1000	0.0001	True
LITCHI020862	MA2636.1	1000	0.0001	True
