window_bp	replicate	candidate_gene_id	background_gene_id	candidate_expression_bin	background_expression_bin	candidate_gc_bin	background_gc_bin	manhattan_bin_distance
1000	19	LITCHI026129	LITCHI018651	3	3	5	5	0
1000	19	LITCHI026181	LITCHI010279	3	3	4	4	0
1000	19	LITCHI026900	LITCHI013860	3	3	2	2	0
1000	19	LITCHI027034	LITCHI021096	3	3	4	4	0
1000	19	LITCHI027135	LITCHI010056	2	2	1	1	0
1000	19	LITCHI027173	LITCHI006212	1	1	2	2	0
1000	19	LITCHI027341	LITCHI005947	2	2	1	1	0
1000	19	LITCHI027423	LITCHI027523	2	2	2	2	0
1000	19	LITCHI027669	LITCHI008483	4	4	4	4	0
1000	19	LITCHI027763	LITCHI005221	2	2	5	5	0
1000	19	LITCHI027783	LITCHI018060	2	2	3	3	0
1000	19	LITCHI028081	LITCHI023569	3	3	4	4	0
1000	19	LITCHI028340	LITCHI021249	3	3	3	3	0
1000	19	LITCHI028428	LITCHI018150	2	2	1	1	0
1000	19	LITCHI028584	LITCHI006917	5	5	1	1	0
1000	19	LITCHI028716	LITCHI002933	2	2	3	3	0
1000	19	LITCHI028717	LITCHI026097	5	5	5	5	0
1000	19	LITCHI028799	LITCHI023167	2	2	2	2	0
1000	19	LITCHI028926	LITCHI026434	2	2	3	3	0
1000	19	LITCHI028928	LITCHI027775	3	3	1	1	0
1000	19	LITCHI029020	LITCHI009478	4	4	2	2	0
1000	19	LITCHI029021	LITCHI029538	2	2	1	1	0
1000	19	LITCHI029066	LITCHI019502	5	5	3	3	0
1000	19	LITCHI029373	LITCHI008155	3	3	2	2	0
1000	19	LITCHI029443	LITCHI003898	1	1	3	3	0
1000	19	LITCHI029495	LITCHI013872	1	1	4	4	0
1000	19	LITCHI029534	LITCHI028324	5	5	4	4	0
1000	19	LITCHI029667	LITCHI029961	1	1	1	1	0
1000	19	LITCHI029789	LITCHI023041	5	5	3	3	0
1000	19	LITCHI030216	LITCHI028104	5	5	2	2	0
1000	19	LITCHI030334	LITCHI021261	1	1	3	3	0
1000	19	LITCHI030349	LITCHI026172	2	2	2	2	0
1000	19	LITCHI030441	LITCHI006415	4	4	1	1	0
1000	19	LITCHI030520	LITCHI027903	3	3	1	1	0
1000	19	LITCHI030689	LITCHI008366	2	2	1	1	0
1000	19	LITCHI030690	LITCHI011021	1	1	5	5	0
1000	19	LITCHI030745	LITCHI013710	2	2	2	2	0
1000	19	LITCHI030761	LITCHI009211	5	5	2	2	0
1000	19	LITCHI030763	LITCHI008086	3	3	3	3	0
1000	19	LITCHI030858	LITCHI005808	4	4	3	3	0
1000	19	LITCHI030862	LITCHI024891	5	5	3	3	0
1000	19	LITCHI030869	LITCHI012327	1	1	1	1	0
1000	19	LITCHI031005	LITCHI030984	1	1	4	4	0
1000	19	LITCHI031010	LITCHI013886	2	2	2	2	0
1000	19	LITCHI031097	LITCHI015457	5	5	1	1	0
1000	19	LITCHI031200	LITCHI024429	2	2	5	5	0
1000	19	LITCHI031372	LITCHI028395	5	5	2	2	0
1000	19	LITCHI031448	LITCHI028264	1	1	2	2	0
1000	19	LITCHI031732	LITCHI008837	2	2	5	5	0
1000	20	LITCHI000271	LITCHI030766	3	3	2	2	0
1000	20	LITCHI001129	LITCHI029532	3	3	2	2	0
1000	20	LITCHI001375	LITCHI011755	2	2	3	3	0
1000	20	LITCHI001603	LITCHI027770	2	2	1	1	0
1000	20	LITCHI001700	LITCHI003332	3	3	4	4	0
1000	20	LITCHI001879	LITCHI029786	3	3	2	2	0
1000	20	LITCHI001963	LITCHI020366	2	2	1	1	0
1000	20	LITCHI001999	LITCHI015949	5	5	1	1	0
1000	20	LITCHI002015	LITCHI006205	2	2	2	2	0
1000	20	LITCHI002040	LITCHI010840	5	5	3	3	0
1000	20	LITCHI002263	LITCHI007080	2	2	3	3	0
1000	20	LITCHI002571	LITCHI012125	2	2	2	2	0
1000	20	LITCHI003414	LITCHI006426	4	4	1	1	0
1000	20	LITCHI003497	LITCHI018511	2	2	4	4	0
1000	20	LITCHI003742	LITCHI002913	5	5	1	1	0
1000	20	LITCHI004207	LITCHI029117	2	2	3	3	0
1000	20	LITCHI004438	LITCHI010432	4	4	3	3	0
1000	20	LITCHI004751	LITCHI013237	3	3	1	1	0
1000	20	LITCHI004929	LITCHI017460	5	5	3	3	0
1000	20	LITCHI005008	LITCHI023958	5	5	4	4	0
1000	20	LITCHI005012	LITCHI014370	5	5	2	2	0
1000	20	LITCHI005048	LITCHI017526	4	4	4	4	0
1000	20	LITCHI005234	LITCHI024894	3	3	5	5	0
1000	20	LITCHI005254	LITCHI000693	1	1	1	1	0
1000	20	LITCHI005454	LITCHI025998	5	5	4	4	0
1000	20	LITCHI005518	LITCHI018680	5	5	4	4	0
1000	20	LITCHI005805	LITCHI017596	3	3	4	4	0
1000	20	LITCHI005866	LITCHI030587	4	4	1	1	0
1000	20	LITCHI006337	LITCHI010560	3	3	1	1	0
1000	20	LITCHI006466	LITCHI010276	2	2	4	4	0
1000	20	LITCHI006481	LITCHI023503	3	3	4	4	0
1000	20	LITCHI006703	LITCHI018837	3	3	2	2	0
1000	20	LITCHI006920	LITCHI005406	5	5	1	1	0
1000	20	LITCHI006923	LITCHI006248	4	4	3	3	0
1000	20	LITCHI007095	LITCHI010016	3	3	1	1	0
1000	20	LITCHI007293	LITCHI014299	5	5	3	3	0
1000	20	LITCHI007341	LITCHI025420	2	2	5	5	0
1000	20	LITCHI007955	LITCHI030941	4	4	4	4	0
1000	20	LITCHI008095	LITCHI018331	4	4	2	2	0
1000	20	LITCHI008313	LITCHI018839	3	3	3	3	0
1000	20	LITCHI008330	LITCHI022872	1	1	3	3	0
1000	20	LITCHI008721	LITCHI029074	4	4	1	1	0
1000	20	LITCHI008817	LITCHI004610	4	4	2	2	0
1000	20	LITCHI008905	LITCHI003327	5	5	1	1	0
1000	20	LITCHI009437	LITCHI027930	4	4	2	2	0
1000	20	LITCHI009639	LITCHI011270	2	2	1	1	0
1000	20	LITCHI009696	LITCHI016393	3	3	3	3	0
1000	20	LITCHI010138	LITCHI024132	5	5	4	4	0
1000	20	LITCHI010273	LITCHI009474	5	5	1	1	0
1000	20	LITCHI010325	LITCHI013190	3	3	1	1	0
1000	20	LITCHI010434	LITCHI015367	3	3	2	2	0
1000	20	LITCHI010541	LITCHI011728	3	3	5	5	0
1000	20	LITCHI010704	LITCHI018852	3	3	5	5	0
1000	20	LITCHI010765	LITCHI005790	1	1	5	5	0
1000	20	LITCHI010845	LITCHI002042	5	5	1	1	0
1000	20	LITCHI010877	LITCHI020697	2	2	4	4	0
1000	20	LITCHI010987	LITCHI001795	2	2	2	2	0
1000	20	LITCHI011122	LITCHI007727	2	2	2	2	0
1000	20	LITCHI011195	LITCHI030619	1	1	4	4	0
1000	20	LITCHI011255	LITCHI009055	4	4	1	1	0
1000	20	LITCHI011424	LITCHI012745	2	2	1	1	0
1000	20	LITCHI011520	LITCHI016758	5	5	2	2	0
1000	20	LITCHI011536	LITCHI028891	3	3	4	4	0
1000	20	LITCHI011959	LITCHI004919	4	4	3	3	0
1000	20	LITCHI012432	LITCHI001282	5	5	1	1	0
1000	20	LITCHI012815	LITCHI024145	2	2	2	2	0
1000	20	LITCHI013088	LITCHI008155	3	3	2	2	0
1000	20	LITCHI013276	LITCHI018658	2	2	3	3	0
1000	20	LITCHI013379	LITCHI028534	3	3	4	4	0
1000	20	LITCHI013895	LITCHI017853	4	4	3	3	0
1000	20	LITCHI013915	LITCHI016074	4	4	3	3	0
1000	20	LITCHI013925	LITCHI006420	3	3	4	4	0
1000	20	LITCHI014256	LITCHI021921	3	3	5	5	0
1000	20	LITCHI014400	LITCHI005896	5	5	3	3	0
1000	20	LITCHI014480	LITCHI018464	4	4	3	3	0
1000	20	LITCHI014613	LITCHI020420	2	2	2	2	0
1000	20	LITCHI014624	LITCHI022549	5	5	4	4	0
1000	20	LITCHI014759	LITCHI025634	3	3	2	2	0
1000	20	LITCHI014813	LITCHI006815	2	2	5	5	0
1000	20	LITCHI014858	LITCHI018725	2	2	1	1	0
1000	20	LITCHI014914	LITCHI015474	2	2	1	1	0
1000	20	LITCHI015464	LITCHI024880	2	2	4	4	0
1000	20	LITCHI015702	LITCHI020050	3	3	4	4	0
1000	20	LITCHI015740	LITCHI000387	3	3	3	3	0
1000	20	LITCHI015950	LITCHI029092	3	3	1	1	0
1000	20	LITCHI015982	LITCHI017945	2	2	4	4	0
1000	20	LITCHI016077	LITCHI007788	2	2	2	2	0
1000	20	LITCHI016297	LITCHI003521	3	3	1	1	0
1000	20	LITCHI016340	LITCHI022206	5	5	4	4	0
1000	20	LITCHI016395	LITCHI013128	2	2	1	1	0
1000	20	LITCHI016580	LITCHI011144	2	2	2	2	0
1000	20	LITCHI016665	LITCHI008615	2	2	2	2	0
1000	20	LITCHI016846	LITCHI001747	2	2	3	3	0
1000	20	LITCHI016911	LITCHI021322	5	5	5	5	0
1000	20	LITCHI016917	LITCHI023271	1	1	3	3	0
1000	20	LITCHI016983	LITCHI010558	5	5	2	2	0
1000	20	LITCHI016994	LITCHI024405	5	5	5	5	0
1000	20	LITCHI017301	LITCHI004109	2	2	1	1	0
1000	20	LITCHI017310	LITCHI002467	4	4	2	2	0
1000	20	LITCHI017559	LITCHI023783	1	1	5	5	0
1000	20	LITCHI017561	LITCHI031585	1	1	5	5	0
1000	20	LITCHI017634	LITCHI008742	3	3	3	3	0
1000	20	LITCHI017733	LITCHI009364	2	2	2	2	0
1000	20	LITCHI017753	LITCHI005966	3	3	3	3	0
1000	20	LITCHI017862	LITCHI025101	3	3	3	3	0
1000	20	LITCHI017954	LITCHI029093	3	3	1	1	0
1000	20	LITCHI018073	LITCHI022766	2	2	2	2	0
1000	20	LITCHI018309	LITCHI002586	2	2	4	4	0
1000	20	LITCHI018384	LITCHI026561	4	4	2	2	0
1000	20	LITCHI018512	LITCHI031529	1	1	3	3	0
1000	20	LITCHI018722	LITCHI027682	2	2	1	1	0
1000	20	LITCHI019041	LITCHI015176	4	4	5	5	0
1000	20	LITCHI019076	LITCHI009498	1	1	2	2	0
1000	20	LITCHI019095	LITCHI025706	3	3	3	3	0
1000	20	LITCHI019186	LITCHI017232	2	2	2	2	0
1000	20	LITCHI019319	LITCHI028752	3	3	4	4	0
1000	20	LITCHI019420	LITCHI002989	2	2	5	5	0
1000	20	LITCHI019626	LITCHI020741	4	4	5	5	0
1000	20	LITCHI019664	LITCHI022934	4	4	2	2	0
1000	20	LITCHI019822	LITCHI009002	4	4	2	2	0
1000	20	LITCHI019823	LITCHI031489	4	4	5	5	0
1000	20	LITCHI019824	LITCHI025382	3	3	3	3	0
1000	20	LITCHI019857	LITCHI011975	3	3	3	3	0
1000	20	LITCHI019897	LITCHI001615	4	4	1	1	0
1000	20	LITCHI019913	LITCHI020749	4	4	4	4	0
1000	20	LITCHI020058	LITCHI013305	4	4	5	5	0
1000	20	LITCHI020557	LITCHI009439	2	2	3	3	0
1000	20	LITCHI020645	LITCHI004559	4	4	4	4	0
1000	20	LITCHI020862	LITCHI020477	4	4	5	5	0
1000	20	LITCHI021120	LITCHI013926	3	3	1	1	0
1000	20	LITCHI021264	LITCHI027787	3	3	2	2	0
1000	20	LITCHI021309	LITCHI012481	3	3	4	4	0
1000	20	LITCHI021546	LITCHI006525	4	4	3	3	0
1000	20	LITCHI021650	LITCHI014967	3	3	3	3	0
1000	20	LITCHI021828	LITCHI019825	5	5	2	2	0
1000	20	LITCHI021860	LITCHI003778	4	4	2	2	0
1000	20	LITCHI021914	LITCHI026324	3	3	2	2	0
1000	20	LITCHI022018	LITCHI007287	2	2	3	3	0
1000	20	LITCHI022605	LITCHI011598	5	5	3	3	0
1000	20	LITCHI022789	LITCHI023425	4	4	1	1	0
1000	20	LITCHI022817	LITCHI030649	2	2	1	1	0
1000	20	LITCHI023078	LITCHI005213	2	2	1	1	0
1000	20	LITCHI023108	LITCHI017498	5	5	2	2	0
1000	20	LITCHI023124	LITCHI009875	3	3	3	3	0
1000	20	LITCHI023129	LITCHI026787	4	4	3	3	0
1000	20	LITCHI023296	LITCHI031388	2	2	3	3	0
1000	20	LITCHI023464	LITCHI031600	1	1	4	4	0
1000	20	LITCHI023626	LITCHI019066	4	4	2	2	0
1000	20	LITCHI024578	LITCHI005455	2	2	2	2	0
1000	20	LITCHI024820	LITCHI020974	4	4	3	3	0
1000	20	LITCHI025047	LITCHI016756	5	5	3	3	0
1000	20	LITCHI025204	LITCHI009143	3	3	4	4	0
1000	20	LITCHI025238	LITCHI011419	2	2	2	2	0
1000	20	LITCHI025608	LITCHI020681	3	3	1	1	0
1000	20	LITCHI025819	LITCHI009706	3	3	3	3	0
1000	20	LITCHI025875	LITCHI006798	3	3	3	3	0
1000	20	LITCHI026128	LITCHI003526	4	4	5	5	0
1000	20	LITCHI026129	LITCHI022239	3	3	5	5	0
1000	20	LITCHI026181	LITCHI025615	3	3	4	4	0
1000	20	LITCHI026900	LITCHI000863	3	3	2	2	0
1000	20	LITCHI027034	LITCHI026116	3	3	4	4	0
1000	20	LITCHI027135	LITCHI011828	2	2	1	1	0
1000	20	LITCHI027173	LITCHI018912	1	1	2	2	0
1000	20	LITCHI027341	LITCHI004387	2	2	1	1	0
1000	20	LITCHI027423	LITCHI018409	2	2	2	2	0
1000	20	LITCHI027669	LITCHI023506	4	4	4	4	0
1000	20	LITCHI027763	LITCHI023525	2	2	5	5	0
1000	20	LITCHI027783	LITCHI007266	2	2	3	3	0
1000	20	LITCHI028081	LITCHI022793	3	3	4	4	0
1000	20	LITCHI028340	LITCHI007728	3	3	3	3	0
1000	20	LITCHI028428	LITCHI015264	2	2	1	1	0
1000	20	LITCHI028584	LITCHI031057	5	5	1	1	0
1000	20	LITCHI028716	LITCHI015515	2	2	3	3	0
1000	20	LITCHI028717	LITCHI029166	5	5	5	5	0
1000	20	LITCHI028799	LITCHI025063	2	2	2	2	0
1000	20	LITCHI028926	LITCHI005162	2	2	3	3	0
1000	20	LITCHI028928	LITCHI018598	3	3	1	1	0
1000	20	LITCHI029020	LITCHI028449	4	4	2	2	0
1000	20	LITCHI029021	LITCHI020580	2	2	1	1	0
1000	20	LITCHI029066	LITCHI026532	5	5	3	3	0
1000	20	LITCHI029373	LITCHI003423	3	3	2	2	0
1000	20	LITCHI029443	LITCHI027909	1	1	3	3	0
1000	20	LITCHI029495	LITCHI002463	1	1	4	4	0
1000	20	LITCHI029534	LITCHI004951	5	5	4	4	0
1000	20	LITCHI029667	LITCHI001315	1	1	1	1	0
1000	20	LITCHI029789	LITCHI025296	5	5	3	3	0
1000	20	LITCHI030216	LITCHI029290	5	5	2	2	0
1000	20	LITCHI030334	LITCHI030309	1	1	3	3	0
1000	20	LITCHI030349	LITCHI007807	2	2	2	2	0
1000	20	LITCHI030441	LITCHI000647	4	4	1	1	0
1000	20	LITCHI030520	LITCHI020913	3	3	1	1	0
1000	20	LITCHI030689	LITCHI028554	2	2	1	1	0
1000	20	LITCHI030690	LITCHI003240	1	1	5	5	0
1000	20	LITCHI030745	LITCHI005345	2	2	2	2	0
1000	20	LITCHI030761	LITCHI030681	5	5	2	2	0
1000	20	LITCHI030763	LITCHI030723	3	3	3	3	0
1000	20	LITCHI030858	LITCHI026479	4	4	3	3	0
1000	20	LITCHI030862	LITCHI019159	5	5	3	3	0
1000	20	LITCHI030869	LITCHI001605	1	1	1	1	0
1000	20	LITCHI031005	LITCHI018126	1	1	4	4	0
1000	20	LITCHI031010	LITCHI008372	2	2	2	2	0
1000	20	LITCHI031097	LITCHI021018	5	5	1	1	0
1000	20	LITCHI031200	LITCHI006654	2	2	5	5	0
1000	20	LITCHI031372	LITCHI022926	5	5	2	2	0
1000	20	LITCHI031448	LITCHI030865	1	1	2	2	0
1000	20	LITCHI031732	LITCHI020954	2	2	5	5	0
1000	21	LITCHI000271	LITCHI011605	3	3	2	2	0
1000	21	LITCHI001129	LITCHI016928	3	3	2	2	0
1000	21	LITCHI001375	LITCHI010643	2	2	3	3	0
1000	21	LITCHI001603	LITCHI016721	2	2	1	1	0
1000	21	LITCHI001700	LITCHI016976	3	3	4	4	0
1000	21	LITCHI001879	LITCHI005950	3	3	2	2	0
1000	21	LITCHI001963	LITCHI025158	2	2	1	1	0
1000	21	LITCHI001999	LITCHI027982	5	5	1	1	0
1000	21	LITCHI002015	LITCHI005188	2	2	2	2	0
1000	21	LITCHI002040	LITCHI016172	5	5	3	3	0
1000	21	LITCHI002263	LITCHI027113	2	2	3	3	0
1000	21	LITCHI002571	LITCHI026944	2	2	2	2	0
1000	21	LITCHI003414	LITCHI012593	4	4	1	1	0
1000	21	LITCHI003497	LITCHI023700	2	2	4	4	0
1000	21	LITCHI003742	LITCHI020901	5	5	1	1	0
1000	21	LITCHI004207	LITCHI014826	2	2	3	3	0
1000	21	LITCHI004438	LITCHI020085	4	4	3	3	0
1000	21	LITCHI004751	LITCHI012570	3	3	1	1	0
1000	21	LITCHI004929	LITCHI000998	5	5	3	3	0
1000	21	LITCHI005008	LITCHI024944	5	5	4	4	0
1000	21	LITCHI005012	LITCHI023206	5	5	2	2	0
1000	21	LITCHI005048	LITCHI019056	4	4	4	4	0
1000	21	LITCHI005234	LITCHI002048	3	3	5	5	0
1000	21	LITCHI005254	LITCHI028945	1	1	1	1	0
1000	21	LITCHI005454	LITCHI011807	5	5	4	4	0
1000	21	LITCHI005518	LITCHI022549	5	5	4	4	0
1000	21	LITCHI005805	LITCHI018207	3	3	4	4	0
1000	21	LITCHI005866	LITCHI012314	4	4	1	1	0
1000	21	LITCHI006337	LITCHI018568	3	3	1	1	0
1000	21	LITCHI006466	LITCHI010932	2	2	4	4	0
1000	21	LITCHI006481	LITCHI023872	3	3	4	4	0
1000	21	LITCHI006703	LITCHI027186	3	3	2	2	0
1000	21	LITCHI006920	LITCHI014392	5	5	1	1	0
1000	21	LITCHI006923	LITCHI005774	4	4	3	3	0
1000	21	LITCHI007095	LITCHI007203	3	3	1	1	0
1000	21	LITCHI007293	LITCHI006155	5	5	3	3	0
1000	21	LITCHI007341	LITCHI007057	2	2	5	5	0
1000	21	LITCHI007955	LITCHI010104	4	4	4	4	0
1000	21	LITCHI008095	LITCHI020091	4	4	2	2	0
1000	21	LITCHI008313	LITCHI007063	3	3	3	3	0
1000	21	LITCHI008330	LITCHI025039	1	1	3	3	0
1000	21	LITCHI008721	LITCHI020980	4	4	1	1	0
1000	21	LITCHI008817	LITCHI001176	4	4	2	2	0
1000	21	LITCHI008905	LITCHI020551	5	5	1	1	0
1000	21	LITCHI009437	LITCHI011311	4	4	2	2	0
1000	21	LITCHI009639	LITCHI016005	2	2	1	1	0
1000	21	LITCHI009696	LITCHI011354	3	3	3	3	0
1000	21	LITCHI010138	LITCHI017188	5	5	4	4	0
1000	21	LITCHI010273	LITCHI008157	5	5	1	1	0
1000	21	LITCHI010325	LITCHI003495	3	3	1	1	0
1000	21	LITCHI010434	LITCHI007276	3	3	2	2	0
1000	21	LITCHI010541	LITCHI021282	3	3	5	5	0
1000	21	LITCHI010704	LITCHI005647	3	3	5	5	0
1000	21	LITCHI010765	LITCHI031596	1	1	5	5	0
1000	21	LITCHI010845	LITCHI027092	5	5	1	1	0
1000	21	LITCHI010877	LITCHI014802	2	2	4	4	0
1000	21	LITCHI010987	LITCHI008030	2	2	2	2	0
1000	21	LITCHI011122	LITCHI028582	2	2	2	2	0
1000	21	LITCHI011195	LITCHI003493	1	1	4	4	0
1000	21	LITCHI011255	LITCHI004781	4	4	1	1	0
1000	21	LITCHI011424	LITCHI001356	2	2	1	1	0
1000	21	LITCHI011520	LITCHI010846	5	5	2	2	0
1000	21	LITCHI011536	LITCHI009711	3	3	4	4	0
1000	21	LITCHI011959	LITCHI006908	4	4	3	3	0
1000	21	LITCHI012432	LITCHI014335	5	5	1	1	0
1000	21	LITCHI012815	LITCHI015318	2	2	2	2	0
1000	21	LITCHI013088	LITCHI011349	3	3	2	2	0
1000	21	LITCHI013276	LITCHI010043	2	2	3	3	0
1000	21	LITCHI013379	LITCHI017603	3	3	4	4	0
1000	21	LITCHI013895	LITCHI002452	4	4	3	3	0
1000	21	LITCHI013915	LITCHI026516	4	4	3	3	0
1000	21	LITCHI013925	LITCHI030301	3	3	4	4	0
1000	21	LITCHI014256	LITCHI023777	3	3	5	5	0
1000	21	LITCHI014400	LITCHI028899	5	5	3	3	0
1000	21	LITCHI014480	LITCHI025788	4	4	3	3	0
1000	21	LITCHI014613	LITCHI005742	2	2	2	2	0
1000	21	LITCHI014624	LITCHI029197	5	5	4	4	0
1000	21	LITCHI014759	LITCHI025152	3	3	2	2	0
1000	21	LITCHI014813	LITCHI006654	2	2	5	5	0
1000	21	LITCHI014858	LITCHI015161	2	2	1	1	0
1000	21	LITCHI014914	LITCHI024808	2	2	1	1	0
1000	21	LITCHI015464	LITCHI004475	2	2	4	4	0
1000	21	LITCHI015702	LITCHI011776	3	3	4	4	0
1000	21	LITCHI015740	LITCHI018723	3	3	3	3	0
1000	21	LITCHI015950	LITCHI005516	3	3	1	1	0
1000	21	LITCHI015982	LITCHI008276	2	2	4	4	0
1000	21	LITCHI016077	LITCHI012092	2	2	2	2	0
1000	21	LITCHI016297	LITCHI005051	3	3	1	1	0
1000	21	LITCHI016340	LITCHI026581	5	5	4	4	0
1000	21	LITCHI016395	LITCHI016197	2	2	1	1	0
1000	21	LITCHI016580	LITCHI025557	2	2	2	2	0
1000	21	LITCHI016665	LITCHI014495	2	2	2	2	0
1000	21	LITCHI016846	LITCHI007064	2	2	3	3	0
1000	21	LITCHI016911	LITCHI026761	5	5	5	5	0
1000	21	LITCHI016917	LITCHI017061	1	1	3	3	0
1000	21	LITCHI016983	LITCHI030943	5	5	2	2	0
1000	21	LITCHI016994	LITCHI004928	5	5	5	5	0
1000	21	LITCHI017301	LITCHI003340	2	2	1	1	0
1000	21	LITCHI017310	LITCHI023921	4	4	2	2	0
1000	21	LITCHI017559	LITCHI026825	1	1	5	5	0
1000	21	LITCHI017561	LITCHI009117	1	1	5	5	0
1000	21	LITCHI017634	LITCHI017977	3	3	3	3	0
1000	21	LITCHI017733	LITCHI029324	2	2	2	2	0
1000	21	LITCHI017753	LITCHI018669	3	3	3	3	0
1000	21	LITCHI017862	LITCHI017760	3	3	3	3	0
1000	21	LITCHI017954	LITCHI025685	3	3	1	1	0
1000	21	LITCHI018073	LITCHI018158	2	2	2	2	0
1000	21	LITCHI018309	LITCHI029027	2	2	4	4	0
1000	21	LITCHI018384	LITCHI019572	4	4	2	2	0
1000	21	LITCHI018512	LITCHI005449	1	1	3	3	0
1000	21	LITCHI018722	LITCHI018150	2	2	1	1	0
1000	21	LITCHI019041	LITCHI010571	4	4	5	5	0
1000	21	LITCHI019076	LITCHI029586	1	1	2	2	0
1000	21	LITCHI019095	LITCHI025382	3	3	3	3	0
1000	21	LITCHI019186	LITCHI030643	2	2	2	2	0
1000	21	LITCHI019319	LITCHI014732	3	3	4	4	0
1000	21	LITCHI019420	LITCHI011120	2	2	5	5	0
1000	21	LITCHI019626	LITCHI024946	4	4	5	5	0
1000	21	LITCHI019664	LITCHI024895	4	4	2	2	0
1000	21	LITCHI019822	LITCHI030434	4	4	2	2	0
1000	21	LITCHI019823	LITCHI011457	4	4	5	5	0
1000	21	LITCHI019824	LITCHI021480	3	3	3	3	0
1000	21	LITCHI019857	LITCHI004117	3	3	3	3	0
1000	21	LITCHI019897	LITCHI027391	4	4	1	1	0
1000	21	LITCHI019913	LITCHI015554	4	4	4	4	0
1000	21	LITCHI020058	LITCHI029806	4	4	5	5	0
1000	21	LITCHI020557	LITCHI002053	2	2	3	3	0
1000	21	LITCHI020645	LITCHI020578	4	4	4	4	0
1000	21	LITCHI020862	LITCHI026884	4	4	5	5	0
1000	21	LITCHI021120	LITCHI006202	3	3	1	1	0
1000	21	LITCHI021264	LITCHI018843	3	3	2	2	0
1000	21	LITCHI021309	LITCHI025383	3	3	4	4	0
1000	21	LITCHI021546	LITCHI009360	4	4	3	3	0
1000	21	LITCHI021650	LITCHI027372	3	3	3	3	0
1000	21	LITCHI021828	LITCHI016088	5	5	2	2	0
1000	21	LITCHI021860	LITCHI016021	4	4	2	2	0
1000	21	LITCHI021914	LITCHI028581	3	3	2	2	0
1000	21	LITCHI022018	LITCHI023870	2	2	3	3	0
1000	21	LITCHI022605	LITCHI010711	5	5	3	3	0
1000	21	LITCHI022789	LITCHI013419	4	4	1	1	0
1000	21	LITCHI022817	LITCHI023807	2	2	1	1	0
1000	21	LITCHI023078	LITCHI013128	2	2	1	1	0
1000	21	LITCHI023108	LITCHI022022	5	5	2	2	0
1000	21	LITCHI023124	LITCHI010382	3	3	3	3	0
1000	21	LITCHI023129	LITCHI013337	4	4	3	3	0
1000	21	LITCHI023296	LITCHI017798	2	2	3	3	0
1000	21	LITCHI023464	LITCHI017377	1	1	4	4	0
1000	21	LITCHI023626	LITCHI025931	4	4	2	2	0
1000	21	LITCHI024578	LITCHI011563	2	2	2	2	0
1000	21	LITCHI024820	LITCHI007233	4	4	3	3	0
1000	21	LITCHI025047	LITCHI016907	5	5	3	3	0
1000	21	LITCHI025204	LITCHI010537	3	3	4	4	0
1000	21	LITCHI025238	LITCHI007895	2	2	2	2	0
1000	21	LITCHI025608	LITCHI020171	3	3	1	1	0
1000	21	LITCHI025819	LITCHI007837	3	3	3	3	0
1000	21	LITCHI025875	LITCHI020023	3	3	3	3	0
1000	21	LITCHI026128	LITCHI023390	4	4	5	5	0
1000	21	LITCHI026129	LITCHI022617	3	3	5	5	0
1000	21	LITCHI026181	LITCHI010078	3	3	4	4	0
1000	21	LITCHI026900	LITCHI007107	3	3	2	2	0
1000	21	LITCHI027034	LITCHI027920	3	3	4	4	0
1000	21	LITCHI027135	LITCHI021005	2	2	1	1	0
1000	21	LITCHI027173	LITCHI030684	1	1	2	2	0
1000	21	LITCHI027341	LITCHI000274	2	2	1	1	0
1000	21	LITCHI027423	LITCHI001725	2	2	2	2	0
1000	21	LITCHI027669	LITCHI003692	4	4	4	4	0
1000	21	LITCHI027763	LITCHI013490	2	2	5	5	0
1000	21	LITCHI027783	LITCHI020162	2	2	3	3	0
1000	21	LITCHI028081	LITCHI029559	3	3	4	4	0
1000	21	LITCHI028340	LITCHI005789	3	3	3	3	0
1000	21	LITCHI028428	LITCHI007344	2	2	1	1	0
1000	21	LITCHI028584	LITCHI007033	5	5	1	1	0
1000	21	LITCHI028716	LITCHI003720	2	2	3	3	0
1000	21	LITCHI028717	LITCHI015549	5	5	5	5	0
1000	21	LITCHI028799	LITCHI010602	2	2	2	2	0
1000	21	LITCHI028926	LITCHI027257	2	2	3	3	0
1000	21	LITCHI028928	LITCHI026455	3	3	1	1	0
1000	21	LITCHI029020	LITCHI023092	4	4	2	2	0
1000	21	LITCHI029021	LITCHI022386	2	2	1	1	0
1000	21	LITCHI029066	LITCHI026135	5	5	3	3	0
1000	21	LITCHI029373	LITCHI020354	3	3	2	2	0
1000	21	LITCHI029443	LITCHI027208	1	1	3	3	0
1000	21	LITCHI029495	LITCHI001434	1	1	4	4	0
1000	21	LITCHI029534	LITCHI023828	5	5	4	4	0
1000	21	LITCHI029667	LITCHI007963	1	1	1	1	0
1000	21	LITCHI029789	LITCHI003561	5	5	3	3	0
1000	21	LITCHI030216	LITCHI017548	5	5	2	2	0
1000	21	LITCHI030334	LITCHI015226	1	1	3	3	0
1000	21	LITCHI030349	LITCHI014852	2	2	2	2	0
1000	21	LITCHI030441	LITCHI014466	4	4	1	1	0
1000	21	LITCHI030520	LITCHI008319	3	3	1	1	0
1000	21	LITCHI030689	LITCHI020366	2	2	1	1	0
1000	21	LITCHI030690	LITCHI004768	1	1	5	5	0
1000	21	LITCHI030745	LITCHI030351	2	2	2	2	0
