gene_id	contig	strand	tss_1based	window_bp	start_0based	end_0based	sequence_length	fraction_non_n	gc_fraction	mean_normalized_count	uniform_gene_qc_status	frozen_gene
LITCHI006944	HOST_Chr11	-	6157963	1000	6157963	6158963	1000	1.0	0.324	708.5031952895397	PASS	False
LITCHI006944	HOST_Chr11	-	6157963	2000	6157963	6159963	2000	1.0	0.2955	708.5031952895397	PASS	False
LITCHI006945	HOST_Chr11	-	6194171	1000	6194171	6195171	1000	1.0	0.249	1941.9743264878398	FAIL	False
LITCHI006945	HOST_Chr11	-	6194171	2000	6194171	6196171	2000	1.0	0.276	1941.9743264878398	FAIL	False
LITCHI006946	HOST_Chr11	+	6182420	1000	6181419	6182419	1000	1.0	0.312	nan	FAIL	False
LITCHI006946	HOST_Chr11	+	6182420	2000	6180419	6182419	2000	1.0	0.3345	nan	FAIL	False
LITCHI006947	HOST_Chr11	-	6233047	1000	6233047	6234047	1000	1.0	0.287	660.4136965777441	FAIL	False
LITCHI006947	HOST_Chr11	-	6233047	2000	6233047	6235047	2000	1.0	0.271	660.4136965777441	FAIL	False
LITCHI006948	HOST_Chr11	+	6222698	1000	6221697	6222697	1000	1.0	0.227	nan	FAIL	False
LITCHI006948	HOST_Chr11	+	6222698	2000	6220697	6222697	2000	1.0	0.202	nan	FAIL	False
LITCHI006949	HOST_Chr11	-	6236086	1000	6236086	6237086	1000	1.0	0.371	nan	PASS	False
LITCHI006949	HOST_Chr11	-	6236086	2000	6236086	6238086	2000	1.0	0.3205	nan	PASS	False
LITCHI006950	HOST_Chr11	-	6246306	1000	6246306	6247306	1000	1.0	0.29	13.85092107039276	PASS	False
LITCHI006950	HOST_Chr11	-	6246306	2000	6246306	6248306	2000	1.0	0.2915	13.85092107039276	PASS	False
LITCHI006951	HOST_Chr11	-	6265454	1000	6265454	6266454	1000	1.0	0.249	nan	PASS	False
LITCHI006951	HOST_Chr11	-	6265454	2000	6265454	6267454	2000	1.0	0.316	nan	PASS	False
LITCHI006952	HOST_Chr11	-	6275054	1000	6275054	6276054	1000	1.0	0.352	27.62760808931756	PASS	False
LITCHI006952	HOST_Chr11	-	6275054	2000	6275054	6277054	2000	1.0	0.3695	27.62760808931756	PASS	False
LITCHI006953	HOST_Chr11	-	6284045	1000	6284045	6285045	1000	1.0	0.267	380.77880214792776	PASS	False
LITCHI006953	HOST_Chr11	-	6284045	2000	6284045	6286045	2000	1.0	0.289	380.77880214792776	PASS	False
LITCHI006954	HOST_Chr11	-	6302980	1000	6302980	6303980	1000	1.0	0.283	nan	PASS	False
LITCHI006954	HOST_Chr11	-	6302980	2000	6302980	6304980	2000	1.0	0.2555	nan	PASS	False
LITCHI006955	HOST_Chr11	+	6311689	1000	6310688	6311688	1000	1.0	0.238	nan	PASS	False
LITCHI006955	HOST_Chr11	+	6311689	2000	6309688	6311688	2000	1.0	0.236	nan	PASS	False
LITCHI006956	HOST_Chr11	-	6330552	1000	6330552	6331552	1000	1.0	0.441	118.84090804520649	PASS	False
LITCHI006956	HOST_Chr11	-	6330552	2000	6330552	6332552	2000	1.0	0.4145	118.84090804520649	PASS	False
LITCHI006957	HOST_Chr11	-	6341053	1000	6341053	6342053	1000	1.0	0.298	223.11175830008588	FAIL	False
LITCHI006957	HOST_Chr11	-	6341053	2000	6341053	6343053	2000	1.0	0.26	223.11175830008588	FAIL	False
LITCHI006958	HOST_Chr11	+	6343867	1000	6342866	6343866	1000	1.0	0.267	435.76755412092797	FAIL	False
LITCHI006958	HOST_Chr11	+	6343867	2000	6341866	6343866	2000	1.0	0.228	435.76755412092797	FAIL	False
LITCHI006959	HOST_Chr11	-	6346866	1000	6346866	6347866	1000	1.0	0.418	nan	FAIL	False
LITCHI006959	HOST_Chr11	-	6346866	2000	6346866	6348866	2000	1.0	0.382	nan	FAIL	False
LITCHI006960	HOST_Chr11	-	6353155	1000	6353155	6354155	1000	1.0	0.422	nan	PASS	False
LITCHI006960	HOST_Chr11	-	6353155	2000	6353155	6355155	2000	1.0	0.3185	nan	PASS	False
LITCHI006961	HOST_Chr11	-	6362246	1000	6362246	6363246	1000	1.0	0.245	nan	PASS	False
LITCHI006961	HOST_Chr11	-	6362246	2000	6362246	6364246	2000	1.0	0.2775	nan	PASS	False
LITCHI006962	HOST_Chr11	-	6371164	1000	6371164	6372164	1000	1.0	0.267	nan	PASS	False
LITCHI006962	HOST_Chr11	-	6371164	2000	6371164	6373164	2000	1.0	0.29	nan	PASS	False
LITCHI006963	HOST_Chr11	-	6401264	1000	6401264	6402264	1000	1.0	0.398	704.3772866253044	PASS	False
LITCHI006963	HOST_Chr11	-	6401264	2000	6401264	6403264	2000	1.0	0.357	704.3772866253044	PASS	False
LITCHI006964	HOST_Chr11	+	6412619	1000	6411618	6412618	1000	1.0	0.259	369.6707253652283	FAIL	False
LITCHI006964	HOST_Chr11	+	6412619	2000	6410618	6412618	2000	1.0	0.2675	369.6707253652283	FAIL	False
LITCHI006965	HOST_Chr11	+	6422982	1000	6421981	6422981	1000	1.0	0.335	178.65906276188198	FAIL	False
LITCHI006965	HOST_Chr11	+	6422982	2000	6420981	6422981	2000	1.0	0.3565	178.65906276188198	FAIL	False
LITCHI006966	HOST_Chr11	+	6424530	1000	6423529	6424529	1000	1.0	0.349	nan	FAIL	False
LITCHI006966	HOST_Chr11	+	6424530	2000	6422529	6424529	2000	1.0	0.363	nan	FAIL	False
LITCHI006967	HOST_Chr11	+	6430730	1000	6429729	6430729	1000	1.0	0.239	nan	FAIL	False
LITCHI006967	HOST_Chr11	+	6430730	2000	6428729	6430729	2000	1.0	0.283	nan	FAIL	False
LITCHI006968	HOST_Chr11	+	6456885	1000	6455884	6456884	1000	1.0	0.34	14.56030072526036	PASS	False
LITCHI006968	HOST_Chr11	+	6456885	2000	6454884	6456884	2000	1.0	0.305	14.56030072526036	PASS	False
LITCHI006969	HOST_Chr11	-	6464120	1000	6464120	6465120	1000	1.0	0.324	nan	PASS	False
LITCHI006969	HOST_Chr11	-	6464120	2000	6464120	6466120	2000	1.0	0.322	nan	PASS	False
LITCHI006970	HOST_Chr11	-	6469142	1000	6469142	6470142	1000	1.0	0.331	nan	PASS	False
LITCHI006970	HOST_Chr11	-	6469142	2000	6469142	6471142	2000	1.0	0.3005	nan	PASS	False
LITCHI006971	HOST_Chr11	+	6495668	1000	6494667	6495667	1000	1.0	0.365	2632.178865646721	PASS	False
LITCHI006971	HOST_Chr11	+	6495668	2000	6493667	6495667	2000	1.0	0.3315	2632.178865646721	PASS	False
LITCHI006972	HOST_Chr11	+	6510192	1000	6509191	6510191	1000	1.0	0.208	622.2584429567775	PASS	False
LITCHI006972	HOST_Chr11	+	6510192	2000	6508191	6510191	2000	1.0	0.246	622.2584429567775	PASS	False
LITCHI006973	HOST_Chr11	+	6519101	1000	6518100	6519100	1000	1.0	0.246	592.911732733615	FAIL	False
LITCHI006973	HOST_Chr11	+	6519101	2000	6517100	6519100	2000	1.0	0.2405	592.911732733615	FAIL	False
LITCHI006974	HOST_Chr11	-	6534903	1000	6534903	6535903	1000	1.0	0.243	18.62537151830875	FAIL	False
LITCHI006974	HOST_Chr11	-	6534903	2000	6534903	6536903	2000	1.0	0.3015	18.62537151830875	FAIL	False
LITCHI006975	HOST_Chr11	-	6542487	1000	6542487	6543487	1000	1.0	0.337	nan	FAIL	False
LITCHI006975	HOST_Chr11	-	6542487	2000	6542487	6544487	2000	1.0	0.358	nan	FAIL	False
LITCHI006976	HOST_Chr11	-	6550872	1000	6550872	6551872	1000	0.505	0.3207920792079208	6.723174333945852	FAIL	False
LITCHI006976	HOST_Chr11	-	6550872	2000	6550872	6552872	2000	0.7525	0.3601328903654485	6.723174333945852	FAIL	False
LITCHI006977	HOST_Chr11	+	6553442	1000	6552441	6553441	1000	1.0	0.311	nan	FAIL	False
LITCHI006977	HOST_Chr11	+	6553442	2000	6551441	6553441	2000	1.0	0.3395	nan	FAIL	False
LITCHI006978	HOST_Chr11	-	6559587	1000	6559587	6560587	1000	1.0	0.292	nan	FAIL	False
LITCHI006978	HOST_Chr11	-	6559587	2000	6559587	6561587	2000	1.0	0.268	nan	FAIL	False
LITCHI006979	HOST_Chr11	-	6562936	1000	6562936	6563936	1000	0.5	0.394	nan	FAIL	False
LITCHI006979	HOST_Chr11	-	6562936	2000	6562936	6564936	2000	0.75	0.3973333333333333	nan	FAIL	False
LITCHI006980	HOST_Chr11	+	6564208	1000	6563207	6564207	1000	0.528	0.3465909090909091	93.0202100225445	FAIL	False
LITCHI006980	HOST_Chr11	+	6564208	2000	6562207	6564207	2000	0.75	0.342	93.0202100225445	FAIL	False
LITCHI006981	HOST_Chr11	-	6578954	1000	6578954	6579954	1000	1.0	0.292	nan	FAIL	False
LITCHI006981	HOST_Chr11	-	6578954	2000	6578954	6580954	2000	1.0	0.2665	nan	FAIL	False
LITCHI006982	HOST_Chr11	-	6582543	1000	6582543	6583543	1000	1.0	0.309	6.3270586115041745	FAIL	False
LITCHI006982	HOST_Chr11	-	6582543	2000	6582543	6584543	2000	1.0	0.308	6.3270586115041745	FAIL	False
LITCHI006983	HOST_Chr11	-	6586491	1000	6586491	6587491	1000	1.0	0.336	nan	PASS	False
LITCHI006983	HOST_Chr11	-	6586491	2000	6586491	6588491	2000	1.0	0.3505	nan	PASS	False
LITCHI006984	HOST_Chr11	-	6593204	1000	6593204	6594204	1000	1.0	0.315	1223.6069234557922	PASS	False
LITCHI006984	HOST_Chr11	-	6593204	2000	6593204	6595204	2000	1.0	0.293	1223.6069234557922	PASS	False
LITCHI006985	HOST_Chr11	-	6625671	1000	6625671	6626671	1000	1.0	0.293	2419.9245267684973	PASS	False
LITCHI006985	HOST_Chr11	-	6625671	2000	6625671	6627671	2000	1.0	0.3055	2419.9245267684973	PASS	False
LITCHI006986	HOST_Chr11	+	6633400	1000	6632399	6633399	1000	1.0	0.294	nan	PASS	False
LITCHI006986	HOST_Chr11	+	6633400	2000	6631399	6633399	2000	1.0	0.3105	nan	PASS	False
LITCHI006987	HOST_Chr11	-	6647101	1000	6647101	6648101	1000	1.0	0.348	nan	PASS	False
LITCHI006987	HOST_Chr11	-	6647101	2000	6647101	6649101	2000	1.0	0.3295	nan	PASS	False
LITCHI006988	HOST_Chr11	-	6648229	1000	6648229	6649229	1000	1.0	0.306	nan	PASS	False
LITCHI006988	HOST_Chr11	-	6648229	2000	6648229	6650229	2000	1.0	0.3165	nan	PASS	False
LITCHI006989	HOST_Chr11	-	6651987	1000	6651987	6652987	1000	1.0	0.375	nan	PASS	False
LITCHI006989	HOST_Chr11	-	6651987	2000	6651987	6653987	2000	1.0	0.353	nan	PASS	False
LITCHI006990	HOST_Chr11	-	6653009	1000	6653009	6654009	1000	1.0	0.335	nan	PASS	False
LITCHI006990	HOST_Chr11	-	6653009	2000	6653009	6655009	2000	1.0	0.383	nan	PASS	False
LITCHI006991	HOST_Chr11	-	6653540	1000	6653540	6654540	1000	1.0	0.424	nan	PASS	False
LITCHI006991	HOST_Chr11	-	6653540	2000	6653540	6655540	2000	1.0	0.387	nan	PASS	False
LITCHI006992	HOST_Chr11	+	6659510	1000	6658509	6659509	1000	1.0	0.374	nan	FAIL	False
LITCHI006992	HOST_Chr11	+	6659510	2000	6657509	6659509	2000	1.0	0.3285	nan	FAIL	False
LITCHI006993	HOST_Chr11	-	6668639	1000	6668639	6669639	1000	1.0	0.355	15.268455260737953	FAIL	False
LITCHI006993	HOST_Chr11	-	6668639	2000	6668639	6670639	2000	1.0	0.318	15.268455260737953	FAIL	False
LITCHI006994	HOST_Chr11	-	6669395	1000	6669395	6670395	1000	1.0	0.286	nan	FAIL	False
LITCHI006994	HOST_Chr11	-	6669395	2000	6669395	6671395	2000	1.0	0.3255	nan	FAIL	False
LITCHI006995	HOST_Chr11	+	6671444	1000	6670443	6671443	1000	1.0	0.367	nan	FAIL	False
LITCHI006995	HOST_Chr11	+	6671444	2000	6669443	6671443	2000	1.0	0.328	nan	FAIL	False
LITCHI006996	HOST_Chr11	-	6676465	1000	6676465	6677465	1000	1.0	0.343	47.24625378685556	PASS	False
LITCHI006996	HOST_Chr11	-	6676465	2000	6676465	6678465	2000	1.0	0.35	47.24625378685556	PASS	False
LITCHI006997	HOST_Chr11	-	6690505	1000	6690505	6691505	1000	1.0	0.341	2297.4944329909317	PASS	False
LITCHI006997	HOST_Chr11	-	6690505	2000	6690505	6692505	2000	1.0	0.315	2297.4944329909317	PASS	False
LITCHI006998	HOST_Chr11	-	6692671	1000	6692671	6693671	1000	1.0	0.258	nan	PASS	False
LITCHI006998	HOST_Chr11	-	6692671	2000	6692671	6694671	2000	1.0	0.252	nan	PASS	False
LITCHI006999	HOST_Chr11	-	6712232	1000	6712232	6713232	1000	1.0	0.335	nan	PASS	False
LITCHI006999	HOST_Chr11	-	6712232	2000	6712232	6714232	2000	1.0	0.3345	nan	PASS	False
LITCHI007000	HOST_Chr11	-	6725628	1000	6725628	6726628	1000	1.0	0.378	3261.4588143687056	PASS	False
LITCHI007000	HOST_Chr11	-	6725628	2000	6725628	6727628	2000	1.0	0.3435	3261.4588143687056	PASS	False
LITCHI007001	HOST_Chr11	-	6753416	1000	6753416	6754416	1000	1.0	0.32	286.24142805200705	PASS	False
LITCHI007001	HOST_Chr11	-	6753416	2000	6753416	6755416	2000	1.0	0.285	286.24142805200705	PASS	False
LITCHI007002	HOST_Chr11	-	6763916	1000	6763916	6764916	1000	1.0	0.255	944.0092253348085	PASS	False
LITCHI007002	HOST_Chr11	-	6763916	2000	6763916	6765916	2000	1.0	0.2785	944.0092253348085	PASS	False
LITCHI007003	HOST_Chr11	-	6771515	1000	6771515	6772515	1000	1.0	0.326	nan	PASS	False
LITCHI007003	HOST_Chr11	-	6771515	2000	6771515	6773515	2000	1.0	0.291	nan	PASS	False
LITCHI007004	HOST_Chr11	-	6774336	1000	6774336	6775336	1000	1.0	0.334	nan	FAIL	False
LITCHI007004	HOST_Chr11	-	6774336	2000	6774336	6776336	2000	1.0	0.364	nan	FAIL	False
LITCHI007005	HOST_Chr11	-	6792606	1000	6792606	6793606	1000	1.0	0.304	6019.8806929776065	PASS	False
LITCHI007005	HOST_Chr11	-	6792606	2000	6792606	6794606	2000	1.0	0.2955	6019.8806929776065	PASS	False
LITCHI007006	HOST_Chr11	-	6807119	1000	6807119	6808119	1000	1.0	0.281	nan	PASS	False
LITCHI007006	HOST_Chr11	-	6807119	2000	6807119	6809119	2000	1.0	0.3195	nan	PASS	False
LITCHI007007	HOST_Chr11	-	6817327	1000	6817327	6818327	1000	1.0	0.304	1145.181020738731	FAIL	False
LITCHI007007	HOST_Chr11	-	6817327	2000	6817327	6819327	2000	1.0	0.267	1145.181020738731	FAIL	False
LITCHI007008	HOST_Chr11	+	6808732	1000	6807731	6808731	1000	1.0	0.28	nan	FAIL	False
LITCHI007008	HOST_Chr11	+	6808732	2000	6806731	6808731	2000	1.0	0.313	nan	FAIL	False
LITCHI007009	HOST_Chr11	+	6813509	1000	6812508	6813508	1000	1.0	0.357	8.869210421014266	FAIL	False
LITCHI007009	HOST_Chr11	+	6813509	2000	6811508	6813508	2000	1.0	0.3465	8.869210421014266	FAIL	False
LITCHI007010	HOST_Chr11	+	6834800	1000	6833799	6834799	1000	1.0	0.302	47.365437277854625	FAIL	False
LITCHI007010	HOST_Chr11	+	6834800	2000	6832799	6834799	2000	1.0	0.2735	47.365437277854625	FAIL	False
LITCHI007011	HOST_Chr11	-	6844825	1000	6844825	6845825	1000	1.0	0.272	17.85192285378301	FAIL	False
LITCHI007011	HOST_Chr11	-	6844825	2000	6844825	6846825	2000	1.0	0.3205	17.85192285378301	FAIL	False
LITCHI007012	HOST_Chr11	-	6850331	1000	6850331	6851331	1000	1.0	0.222	773.2466352407713	PASS	False
LITCHI007012	HOST_Chr11	-	6850331	2000	6850331	6852331	2000	1.0	0.26	773.2466352407713	PASS	False
LITCHI007013	HOST_Chr11	+	6867436	1000	6866435	6867435	1000	1.0	0.282	nan	PASS	False
LITCHI007013	HOST_Chr11	+	6867436	2000	6865435	6867435	2000	1.0	0.287	nan	PASS	False
LITCHI007014	HOST_Chr11	+	6877708	1000	6876707	6877707	1000	1.0	0.321	nan	FAIL	False
LITCHI007014	HOST_Chr11	+	6877708	2000	6875707	6877707	2000	1.0	0.3505	nan	FAIL	False
LITCHI007015	HOST_Chr11	-	6890051	1000	6890051	6891051	1000	1.0	0.28	777.0208935001206	FAIL	False
LITCHI007015	HOST_Chr11	-	6890051	2000	6890051	6892051	2000	1.0	0.3165	777.0208935001206	FAIL	False
LITCHI007016	HOST_Chr11	-	6896112	1000	6896112	6897112	1000	1.0	0.235	791.8435552619538	PASS	False
LITCHI007016	HOST_Chr11	-	6896112	2000	6896112	6898112	2000	1.0	0.2545	791.8435552619538	PASS	False
LITCHI007017	HOST_Chr11	-	6898256	1000	6898256	6899256	1000	1.0	0.293	nan	PASS	False
LITCHI007017	HOST_Chr11	-	6898256	2000	6898256	6900256	2000	1.0	0.2975	nan	PASS	False
LITCHI007018	HOST_Chr11	+	6927245	1000	6926244	6927244	1000	1.0	0.325	1841.1245200918913	PASS	False
LITCHI007018	HOST_Chr11	+	6927245	2000	6925244	6927244	2000	1.0	0.319	1841.1245200918913	PASS	False
LITCHI007019	HOST_Chr11	-	6934965	1000	6934965	6935965	1000	1.0	0.308	69.35572985998272	PASS	False
LITCHI007019	HOST_Chr11	-	6934965	2000	6934965	6936965	2000	1.0	0.337	69.35572985998272	PASS	False
LITCHI007020	HOST_Chr11	-	6987888	1000	6987888	6988888	1000	1.0	0.253	nan	PASS	False
LITCHI007020	HOST_Chr11	-	6987888	2000	6987888	6989888	2000	1.0	0.294	nan	PASS	False
LITCHI007021	HOST_Chr11	-	6993340	1000	6993340	6994340	1000	1.0	0.361	nan	PASS	False
LITCHI007021	HOST_Chr11	-	6993340	2000	6993340	6995340	2000	1.0	0.3685	nan	PASS	False
LITCHI007022	HOST_Chr11	-	6995235	1000	6995235	6996235	1000	1.0	0.307	nan	PASS	False
LITCHI007022	HOST_Chr11	-	6995235	2000	6995235	6997235	2000	1.0	0.2925	nan	PASS	False
LITCHI007023	HOST_Chr11	+	7002651	1000	7001650	7002650	1000	1.0	0.281	7477.798877672713	PASS	False
LITCHI007023	HOST_Chr11	+	7002651	2000	7000650	7002650	2000	1.0	0.2795	7477.798877672713	PASS	False
LITCHI007024	HOST_Chr11	-	7009300	1000	7009300	7010300	1000	1.0	0.273	147.10363644810067	PASS	False
LITCHI007024	HOST_Chr11	-	7009300	2000	7009300	7011300	2000	1.0	0.2595	147.10363644810067	PASS	False
LITCHI007025	HOST_Chr11	-	7017690	1000	7017690	7018690	1000	1.0	0.353	136.06250544814057	PASS	False
LITCHI007025	HOST_Chr11	-	7017690	2000	7017690	7019690	2000	1.0	0.321	136.06250544814057	PASS	False
LITCHI007026	HOST_Chr11	-	7078214	1000	7078214	7079214	1000	1.0	0.345	nan	PASS	False
LITCHI007026	HOST_Chr11	-	7078214	2000	7078214	7080214	2000	1.0	0.305	nan	PASS	False
LITCHI007027	HOST_Chr11	-	7085912	1000	7085912	7086912	1000	1.0	0.262	360.4251827059987	PASS	False
LITCHI007027	HOST_Chr11	-	7085912	2000	7085912	7087912	2000	1.0	0.32	360.4251827059987	PASS	False
LITCHI007028	HOST_Chr11	-	7130069	1000	7130069	7131069	1000	1.0	0.23	912.7808365803363	FAIL	False
LITCHI007028	HOST_Chr11	-	7130069	2000	7130069	7132069	2000	1.0	0.265	912.7808365803363	FAIL	False
LITCHI007029	HOST_Chr11	+	7114195	1000	7113194	7114194	1000	1.0	0.365	nan	FAIL	False
LITCHI007029	HOST_Chr11	+	7114195	2000	7112194	7114194	2000	1.0	0.315	nan	FAIL	False
LITCHI007030	HOST_Chr11	+	7115196	1000	7114195	7115195	1000	1.0	0.353	1182.6473426484765	FAIL	False
LITCHI007030	HOST_Chr11	+	7115196	2000	7113195	7115195	2000	1.0	0.359	1182.6473426484765	FAIL	False
LITCHI007031	HOST_Chr11	-	7122958	1000	7122958	7123958	1000	1.0	0.373	nan	FAIL	False
LITCHI007031	HOST_Chr11	-	7122958	2000	7122958	7124958	2000	1.0	0.3725	nan	FAIL	False
LITCHI007032	HOST_Chr11	+	7122303	1000	7121302	7122302	1000	1.0	0.3	69.32462707941436	FAIL	False
LITCHI007032	HOST_Chr11	+	7122303	2000	7120302	7122302	2000	1.0	0.3105	69.32462707941436	FAIL	False
LITCHI007033	HOST_Chr11	+	7140111	1000	7139110	7140110	1000	1.0	0.241	1633.7688203522791	PASS	False
LITCHI007033	HOST_Chr11	+	7140111	2000	7138110	7140110	2000	1.0	0.2775	1633.7688203522791	PASS	False
LITCHI007034	HOST_Chr11	+	7170157	1000	7169156	7170156	1000	1.0	0.376	92.00105776381646	PASS	False
LITCHI007034	HOST_Chr11	+	7170157	2000	7168156	7170156	2000	1.0	0.339	92.00105776381646	PASS	False
LITCHI007035	HOST_Chr11	-	7188771	1000	7188771	7189771	1000	1.0	0.375	226.65321569426192	PASS	False
LITCHI007035	HOST_Chr11	-	7188771	2000	7188771	7190771	2000	1.0	0.3885	226.65321569426192	PASS	False
LITCHI007036	HOST_Chr11	-	7190742	1000	7190742	7191742	1000	1.0	0.255	nan	FAIL	False
LITCHI007036	HOST_Chr11	-	7190742	2000	7190742	7192742	2000	1.0	0.2675	nan	FAIL	False
LITCHI007037	HOST_Chr11	+	7200192	1000	7199191	7200191	1000	1.0	0.344	54.08019228645849	FAIL	False
LITCHI007037	HOST_Chr11	+	7200192	2000	7198191	7200191	2000	1.0	0.3405	54.08019228645849	FAIL	False
LITCHI007038	HOST_Chr11	-	7206789	1000	7206789	7207789	1000	1.0	0.371	48.44280237768806	FAIL	False
LITCHI007038	HOST_Chr11	-	7206789	2000	7206789	7208789	2000	1.0	0.3485	48.44280237768806	FAIL	False
LITCHI007039	HOST_Chr11	+	7219373	1000	7218372	7219372	1000	1.0	0.301	18.651180641737152	FAIL	False
LITCHI007039	HOST_Chr11	+	7219373	2000	7217372	7219372	2000	1.0	0.289	18.651180641737152	FAIL	False
LITCHI007040	HOST_Chr11	+	7219827	1000	7218826	7219826	1000	1.0	0.351	178.19272035811585	FAIL	False
LITCHI007040	HOST_Chr11	+	7219827	2000	7217826	7219826	2000	1.0	0.32	178.19272035811585	FAIL	False
LITCHI007041	HOST_Chr11	-	7224904	1000	7224904	7225904	1000	0.5	0.392	nan	FAIL	False
LITCHI007041	HOST_Chr11	-	7224904	2000	7224904	7226904	2000	0.75	0.37533333333333335	nan	FAIL	False
LITCHI007042	HOST_Chr11	-	7227315	1000	7227315	7228315	1000	1.0	0.247	nan	FAIL	False
LITCHI007042	HOST_Chr11	-	7227315	2000	7227315	7229315	2000	1.0	0.2645	nan	FAIL	False
LITCHI007043	HOST_Chr11	+	7236354	1000	7235353	7236353	1000	1.0	0.342	nan	FAIL	False
LITCHI007043	HOST_Chr11	+	7236354	2000	7234353	7236353	2000	1.0	0.35	nan	FAIL	False
LITCHI007044	HOST_Chr11	-	7241432	1000	7241432	7242432	1000	1.0	0.441	nan	FAIL	False
LITCHI007044	HOST_Chr11	-	7241432	2000	7241432	7243432	2000	1.0	0.3995	nan	FAIL	False
LITCHI007045	HOST_Chr11	-	7242881	1000	7242881	7243881	1000	1.0	0.372	60.68015378055831	FAIL	False
LITCHI007045	HOST_Chr11	-	7242881	2000	7242881	7244881	2000	1.0	0.3445	60.68015378055831	FAIL	False
LITCHI007046	HOST_Chr11	+	7255151	1000	7254150	7255150	1000	1.0	0.268	168.92788956858058	FAIL	False
LITCHI007046	HOST_Chr11	+	7255151	2000	7253150	7255150	2000	1.0	0.285	168.92788956858058	FAIL	False
LITCHI007047	HOST_Chr11	-	7261036	1000	7261036	7262036	1000	1.0	0.236	nan	FAIL	False
LITCHI007047	HOST_Chr11	-	7261036	2000	7261036	7263036	2000	1.0	0.2675	nan	FAIL	False
LITCHI007048	HOST_Chr11	-	7266583	1000	7266583	7267583	1000	1.0	0.326	256.62074669988795	PASS	False
LITCHI007048	HOST_Chr11	-	7266583	2000	7266583	7268583	2000	1.0	0.304	256.62074669988795	PASS	False
LITCHI007049	HOST_Chr11	+	7277437	1000	7276436	7277436	1000	1.0	0.25	nan	FAIL	False
LITCHI007049	HOST_Chr11	+	7277437	2000	7275436	7277436	2000	1.0	0.2375	nan	FAIL	False
LITCHI007050	HOST_Chr11	+	7282841	1000	7281840	7282840	1000	1.0	0.279	13.214466052117217	FAIL	False
LITCHI007050	HOST_Chr11	+	7282841	2000	7280840	7282840	2000	1.0	0.336	13.214466052117217	FAIL	False
LITCHI007051	HOST_Chr11	-	7289252	1000	7289252	7290252	1000	1.0	0.372	nan	FAIL	False
LITCHI007051	HOST_Chr11	-	7289252	2000	7289252	7291252	2000	1.0	0.366	nan	FAIL	False
LITCHI007052	HOST_Chr11	-	7295729	1000	7295729	7296729	1000	0.5	0.278	nan	FAIL	False
LITCHI007052	HOST_Chr11	-	7295729	2000	7295729	7297729	2000	0.75	0.2866666666666667	nan	FAIL	False
LITCHI007053	HOST_Chr11	+	7301271	1000	7300270	7301270	1000	1.0	0.253	18.681039397375415	FAIL	False
LITCHI007053	HOST_Chr11	+	7301271	2000	7299270	7301270	2000	1.0	0.2385	18.681039397375415	FAIL	False
LITCHI007054	HOST_Chr11	+	7306644	1000	7305643	7306643	1000	1.0	0.281	37.28964276776117	FAIL	False
LITCHI007054	HOST_Chr11	+	7306644	2000	7304643	7306643	2000	1.0	0.3375	37.28964276776117	FAIL	False
LITCHI007055	HOST_Chr11	-	7313056	1000	7313056	7314056	1000	1.0	0.372	nan	FAIL	False
LITCHI007055	HOST_Chr11	-	7313056	2000	7313056	7315056	2000	1.0	0.366	nan	FAIL	False
LITCHI007056	HOST_Chr11	-	7319647	1000	7319647	7320647	1000	1.0	0.306	nan	FAIL	False
LITCHI007056	HOST_Chr11	-	7319647	2000	7319647	7321647	2000	1.0	0.278	nan	FAIL	False
LITCHI007057	HOST_Chr11	-	7323413	1000	7323413	7324413	1000	1.0	0.41	113.88462575566756	PASS	False
LITCHI007057	HOST_Chr11	-	7323413	2000	7323413	7325413	2000	1.0	0.367	113.88462575566756	PASS	False
LITCHI007058	HOST_Chr11	-	7326379	1000	7326379	7327379	1000	1.0	0.348	964.6366575819948	PASS	False
LITCHI007058	HOST_Chr11	-	7326379	2000	7326379	7328379	2000	1.0	0.342	964.6366575819948	PASS	False
LITCHI007059	HOST_Chr11	-	7329662	1000	7329662	7330662	1000	1.0	0.306	1452.5921681363582	PASS	False
LITCHI007059	HOST_Chr11	-	7329662	2000	7329662	7331662	2000	1.0	0.2525	1452.5921681363582	PASS	False
LITCHI007060	HOST_Chr11	+	7344001	1000	7343000	7344000	1000	1.0	0.338	566.2619982743657	PASS	False
LITCHI007060	HOST_Chr11	+	7344001	2000	7342000	7344000	2000	1.0	0.324	566.2619982743657	PASS	False
LITCHI007061	HOST_Chr11	-	7352759	1000	7352759	7353759	1000	1.0	0.389	nan	PASS	False
LITCHI007061	HOST_Chr11	-	7352759	2000	7352759	7354759	2000	1.0	0.3825	nan	PASS	False
LITCHI007062	HOST_Chr11	-	7355318	1000	7355318	7356318	1000	1.0	0.217	nan	PASS	False
LITCHI007062	HOST_Chr11	-	7355318	2000	7355318	7357318	2000	1.0	0.251	nan	PASS	False
LITCHI007063	HOST_Chr11	+	7360786	1000	7359785	7360785	1000	1.0	0.282	584.5492302160793	PASS	False
LITCHI007063	HOST_Chr11	+	7360786	2000	7358785	7360785	2000	1.0	0.3035	584.5492302160793	PASS	False
LITCHI007064	HOST_Chr11	-	7380295	1000	7380295	7381295	1000	1.0	0.3	239.50824235130062	PASS	False
